,state,polling_place,latitude,longitude
1588,NSW,Sefton,-33.8872,151.009
1589,NSW,Silverwater,-33.8416,151.03799999999998
1590,NSW,Villawood East,-33.8895,150.986
1591,NSW,Bangalow,-28.6859,153.526
1592,NSW,Banora Point,-28.2225,153.545
1593,NSW,Bexhill,-28.7661,153.346
1594,NSW,Bilambil,-28.224,153.468
1595,NSW,Billinudgel,-28.5045,153.525
1596,NSW,Bogangar,-28.3389,153.572
1597,NSW,Murwillumbah West,-28.333000000000002,153.359
1598,NSW,Brunswick Heads,-28.5412,153.55100000000002
1599,NSW,Burringbar,-28.4358,153.467
1600,NSW,Byron Bay,-28.6475,153.614
1601,NSW,Caniaba,-28.8376,153.205
1602,NSW,Chillingham,-28.3136,153.27700000000002
1603,NSW,Chinderah,-28.228,153.55700000000002
1604,NSW,Clunes,-28.7254,153.409
1605,NSW,Condong,-28.3138,153.436
1606,NSW,Coorabell,-28.6263,153.488
1607,NSW,Crabbes Creek,-28.4572,153.497
1608,NSW,Crystal Creek,-28.3072,153.30700000000002
1609,NSW,Dungay,-28.2853,153.376
1610,NSW,Dunoon,-28.6869,153.316
1611,NSW,Durrumbul,-28.5232,153.445
1612,NSW,Eltham,-28.7633,153.408
1613,NSW,Eureka,-28.6878,153.439
1614,NSW,Ewingsdale,-28.6554,153.56799999999998
1615,NSW,Federal,-28.6503,153.455
1616,NSW,Fernleigh,-28.7675,153.499
1617,NSW,Goolmangar,-28.7461,153.225
1618,NSW,Goonellabah,-28.8183,153.322
1619,NSW,Goonellabah South,-28.8247,153.326
1620,NSW,Hastings Point,-28.3562,153.57299999999998
1621,NSW,Jiggi,-28.678,153.18200000000002
1622,NSW,Kingscliff,-28.2569,153.577
1623,NSW,Kunghur,-28.4703,153.253
1624,NSW,Lennox Head,-28.7943,153.591
1625,NSW,Lismore,-28.8108,153.278
1626,NSW,Lismore Central,-28.8051,153.285
1627,NSW,Lismore East,-28.8214,153.296
1628,NSW,Lismore Heights,-28.8058,153.3
1629,NSW,Lismore Hospital,-28.8095,153.291
1630,NSW,Lismore North,-28.7987,153.278
1631,NSW,Lismore South,-28.8096,153.262
1632,NSW,Mcleans Ridges,-28.7974,153.384
1633,NSW,Mullumbimby,-28.5486,153.496
1634,NSW,Murwillumbah East,-28.3243,153.405
1635,NSW,Murwillumbah,-28.3297,153.391
1636,NSW,Newrybar,-28.7178,153.532
1637,NSW,Nimbin,-28.594,153.22
1638,NSW,Pottsville Beach,-28.3776,153.56799999999998
1639,NSW,Rosebank,-28.6802,153.39
1640,NSW,Stokers Siding,-28.3939,153.404
1641,NSW,Terranora,-28.2407,153.498
1642,NSW,The Channon,-28.673000000000002,153.279
1643,NSW,Tintenbar,-28.795,153.501
1644,NSW,Tregeagle,-28.8578,153.355
1645,NSW,Modanville,-28.7314,153.298
1646,NSW,Tweed Heads,-28.1756,153.537
1647,NSW,Tweed Heads South,-28.1952,153.54
1648,NSW,Tyalgum,-28.3545,153.205
1649,NSW,Uki,-28.4144,153.335
1650,NSW,Wilsons Creek,-28.5715,153.42600000000002
1651,NSW,Wyrallah,-28.8911,153.305
1652,NSW,Tharbogang,-34.2606,145.984
1653,NSW,Barellan,-34.2878,146.572
1654,NSW,Barmedman,-34.1457,147.387
1655,NSW,Beelbangera,-34.253,146.101
1656,NSW,Broken Hill Central,-31.947,141.455
1657,NSW,Broken Hill East,-31.9446,141.471
1658,NSW,Broken Hill Alma,-31.982,141.464
1659,NSW,Carrathool,-34.4084,145.433
1660,NSW,Cobar,-31.5011,145.836
1661,NSW,Coleambally,-34.8052,145.884
1662,NSW,Condobolin,-33.0845,147.151
1663,NSW,Darlington Point,-34.5685,145.999
1664,NSW,Griffith Driver,-34.282,146.07
1665,NSW,Emery,-35.0026,145.975
1666,NSW,Euabalong,-33.0553,146.39700000000002
1667,NSW,Broken Hill Excelsior,-31.9606,141.44
1668,NSW,Goolgowi,-33.9769,145.709
1669,NSW,Leeton South,-34.5632,146.41299999999998
1670,NSW,Griffith,-34.2864,146.041
1671,NSW,Griffith North,-34.2803,146.048
1672,NSW,Griffith West,-34.2916,146.041
1673,NSW,Hanwood,-34.33,146.042
1674,NSW,Hay,-34.5057,144.841
1675,NSW,Hermidale,-31.5501,146.726
1676,NSW,Hillston,-33.4798,145.54
1677,NSW,Lake Cargelligo,-33.2942,146.374
1678,NSW,Lake Wyangan,-34.2482,146.033
1679,NSW,Leeton,-34.5537,146.404
1680,NSW,Leeton North,-34.5472,146.406
1681,NSW,Menindee,-32.3929,142.418
1682,NSW,Broken Hill North,-31.9425,141.46
1683,NSW,Narrandera,-34.7494,146.555
1684,NSW,Narrandera East,-34.7435,146.566
1685,NSW,Nymagee,-32.0654,146.314
1686,NSW,Leeton Parkview,-34.5624,146.39700000000002
1687,NSW,Rankins Springs,-33.8418,146.262
1688,NSW,Tallimba,-33.992,146.876
1689,NSW,Tottenham,-32.2581,147.351
1690,NSW,Tullibigeal,-33.4225,146.724
1691,NSW,Ungarie,-33.6367,146.977
1692,NSW,Wamoon,-34.5259,146.33100000000002
1693,NSW,Weethalle,-33.8801,146.619
1694,NSW,West Wyalong,-33.9246,147.20600000000002
1695,NSW,Whitton,-34.5193,146.181
1696,NSW,Wilcannia,-31.5585,143.378
1697,NSW,Wyalong,-33.926,147.24200000000002
1698,NSW,Yanco,-34.5984,146.411
1699,NSW,Yenda,-34.2529,146.19799999999998
1700,NSW,Yoogali,-34.2999,146.086
1701,NSW,Avoca Beach,-33.471,151.431
1702,NSW,Booker Bay,-33.5155,151.347
1703,NSW,Copacabana,-33.4842,151.437
1704,NSW,Davistown,-33.4862,151.361
1705,NSW,Empire Bay,-33.5041,151.363
1706,NSW,Erina,-33.4406,151.381
1708,NSW,Ettalong,-33.5137,151.332
1709,NSW,Ettalong West,-33.503,151.321
1710,NSW,Gosford,-33.4285,151.343
1711,NSW,Gosford East,-33.4369,151.349
1712,NSW,Henry Kendall,-33.4215,151.334
1713,NSW,Kariong,-33.4412,151.29
1714,NSW,Kincumber,-33.469,151.394
1715,NSW,Mangrove Mountain,-33.3006,151.192
1716,NSW,Mooney Mooney,-33.5235,151.204
1717,NSW,Mount White,-33.4558,151.19799999999998
1718,NSW,Niagara Park,-33.4379,151.439
1719,NSW,Ocean Beach,-33.5245,151.315
1720,NSW,Peats Ridge,-33.3257,151.232
1721,NSW,Point Clare,-33.4439,151.328
1722,NSW,Pretty Beach,-33.5254,151.356
1723,NSW,Saratoga,-33.4749,151.35
1724,NSW,Somersby,-33.3584,151.291
1725,NSW,Spencer,-33.4593,151.14700000000002
1726,NSW,Springfield,-33.4294,151.369
1727,NSW,Terrigal,-33.4425,151.438
1728,NSW,Umina Central,-33.5056,151.308
1729,NSW,Umina Mall,-33.5145,151.31799999999998
1730,NSW,Valley View,-33.4002,151.362
1731,NSW,Woy Woy,-33.4925,151.325
1732,NSW,Woy Woy South,-33.4958,151.309
1733,NSW,Wyoming,-33.409,151.356
1734,NSW,Bexley East,-33.9467,151.128
1735,NSW,Turrella,-33.9319,151.145
1736,NSW,Arncliffe West,-33.9374,151.138
1737,NSW,Bardwell Park,-33.9338,151.125
1738,NSW,Belmore South,-33.9244,151.092
1739,NSW,Beverly Hills,-33.9492,151.083
1740,NSW,Beverly Hills South,-33.9528,151.085
1741,NSW,Bexley,-33.9515,151.125
1742,NSW,Bexley North,-33.9407,151.121
1743,NSW,Bexley West,-33.9522,151.114
1744,NSW,Canterbury South,-33.9175,151.116
1745,NSW,Carlton,-33.9624,151.124
1746,NSW,Clemton Park,-33.9295,151.109
1747,NSW,Kingsgrove North,-33.9338,151.096
1748,NSW,Earlwood Central,-33.9281,151.127
1749,NSW,Earlwood South,-33.9283,151.124
1750,NSW,North Bexley North,-33.9383,151.109
1751,NSW,Hurstville,-33.9642,151.102
1752,NSW,Hurstville East,-33.9641,151.111
1753,NSW,Hurstville North,-33.9544,151.096
1754,NSW,Kingsgrove,-33.9401,151.10299999999998
1755,NSW,Kingsgrove South,-33.9494,151.102
1756,NSW,Mccallums Hill,-33.9352,151.085
1757,NSW,Beverly Hills Central,-33.946999999999996,151.079
1758,NSW,Rockdale West,-33.9504,151.136
1759,NSW,North Earlwood,-33.9182,151.123
1760,NSW,Undercliffe,-33.9244,151.139
1761,NSW,Adamstown Heights,-32.9464,151.707
1762,NSW,Adamstown North,-32.9311,151.72799999999998
1763,NSW,Belmont,-33.0368,151.66299999999998
1764,NSW,Belmont Central,-33.0306,151.66299999999998
1765,NSW,Belmont North,-33.0195,151.66899999999998
1766,NSW,Belmont West,-33.0263,151.66
1767,NSW,Blacksmiths,-33.0722,151.654
1768,NSW,Caves Beach,-33.1036,151.639
1769,NSW,Charlestown,-32.9652,151.697
1770,NSW,Charlestown East,-32.9707,151.705
1771,NSW,Charlestown South,-32.9679,151.689
1772,NSW,Dudley,-32.9887,151.717
1773,NSW,Floraville,-33.0149,151.664
1774,NSW,Gateshead,-32.9834,151.689
1775,NSW,Jewells,-33.0154,151.687
1776,NSW,Kahibah,-32.9645,151.71200000000002
1777,NSW,Kotara East,-32.9381,151.705
1778,NSW,Kotara South,-32.9459,151.695
1779,NSW,Marks Point,-33.0575,151.65
1780,NSW,Merewether,-32.9378,151.752
1781,NSW,Merewether Heights,-32.9469,151.739
1782,NSW,Merewether South,-32.9485,151.754
1783,NSW,Adamstown South,-32.9373,151.726
1784,NSW,New Lambton Central,-32.9266,151.714
1785,NSW,New Lambton South,-32.9314,151.718
1786,NSW,Nords Wharf,-33.1336,151.605
1787,NSW,Redhead,-33.0114,151.71200000000002
1788,NSW,Swansea,-33.0836,151.636
1789,NSW,Whitebridge,-32.9723,151.713
1790,NSW,Windale,-32.9933,151.68200000000002
1791,NSW,Annandale,-33.8858,151.17
1792,NSW,Annandale North,-33.878,151.172
1793,NSW,Rozelle East,-33.8633,151.178
1794,NSW,Balmain,-33.8577,151.171
1795,NSW,Balmain East,-33.8558,151.19299999999998
1796,NSW,Birchgrove,-33.8533,151.17700000000002
1797,NSW,Newtown South,-33.9058,151.17600000000002
1798,NSW,Camperdown,-33.8874,151.175
1799,NSW,Camperdown South,-33.8956,151.178
1800,NSW,Dobroyd Point,-33.8742,151.14
1801,NSW,Dulwich Hill,-33.9035,151.144
1802,NSW,Enmore,-33.9028,151.173
1803,NSW,Forest Lodge,-33.8821,151.18200000000002
1804,NSW,Balmain Central,-33.859,151.184
1805,NSW,Glebe,-33.8807,151.187
1806,NSW,Glebe East,-33.8837,151.191
1807,NSW,Glebe North,-33.8754,151.188
1808,NSW,Haberfield,-33.8801,151.139
1809,NSW,Haberfield West,-33.8795,151.135
1810,NSW,Leichhardt West,-33.8866,151.14700000000002
1811,NSW,Leichhardt,-33.8833,151.157
1812,NSW,Leichhardt East,-33.8795,151.159
1813,NSW,Leichhardt South,-33.8846,151.161
1814,NSW,Lewisham,-33.8962,151.148
1815,NSW,Lilyfield,-33.8723,151.159
1816,NSW,Lilyfield North,-33.869,151.167
1817,NSW,Lord Howe Island,-31.5625,159.088
1818,NSW,Millers Point,-33.8589,151.208
1819,NSW,Marrickville North,-33.9023,151.155
1820,NSW,Petersham,-33.8957,151.158
1821,NSW,Petersham East,-33.8896,151.159
1822,NSW,Pyrmont,-33.8679,151.192
1823,NSW,Rozelle,-33.8632,151.17
1824,NSW,Stanmore,-33.8966,151.168
1825,NSW,Stanmore North,-33.8909,151.16299999999998
1826,NSW,Glebe West,-33.8759,151.181
1827,NSW,Ultimo,-33.8813,151.2
1828,NSW,Albion Park South,-34.5756,150.774
1829,NSW,Albion Park Rail,-34.5682,150.798
1830,NSW,Berrima,-34.4865,150.339
1831,NSW,Berry,-34.7769,150.691
1832,NSW,Bomaderry,-34.8486,150.608
1833,NSW,Bowral,-34.4824,150.42
1834,NSW,Bowral South,-34.4889,150.424
1835,NSW,Burrawang,-34.5928,150.516
1836,NSW,Gerringong,-34.7461,150.828
1837,NSW,Gerroa,-34.7704,150.817
1838,NSW,Glenquarry,-34.5223,150.484
1839,NSW,Hill Top,-34.3536,150.488
1840,NSW,Jamberoo,-34.6443,150.773
1841,NSW,Kiama,-34.6744,150.857
1842,NSW,Kiama Downs,-34.6433,150.845
1843,NSW,Lake Illawarra,-34.5415,150.851
1844,NSW,Lakelands,-34.5048,150.796
1845,NSW,Minnamurra,-34.6251,150.85299999999998
1846,NSW,Mittagong,-34.4484,150.444
1847,NSW,Mittagong South,-34.4556,150.44799999999998
1848,NSW,Moss Vale,-34.5501,150.366
1849,NSW,Moss Vale Central,-34.5504,150.373
1850,NSW,Mount Brown,-34.5158,150.785
1851,NSW,Mount Warrigal,-34.554,150.845
1852,NSW,Oak Flats,-34.563,150.817
1853,NSW,Robertson,-34.5891,150.593
1854,NSW,Shellharbour,-34.5784,150.865
1855,NSW,Shoalhaven Heads,-34.8487,150.74200000000002
1856,NSW,Warilla South,-34.5642,150.858
1857,NSW,Warilla North,-34.5472,150.852
1858,NSW,Werri Beach,-34.7374,150.833
1859,NSW,Yerrinbool,-34.3697,150.542
1860,NSW,Allambie,-33.7708,151.263
1861,NSW,Allambie Heights,-33.7665,151.249
1862,NSW,Balgowlah,-33.795,151.267
1863,NSW,Balgowlah Heights,-33.8055,151.25799999999998
1864,NSW,Beauty Point,-33.8118,151.243
1865,NSW,Brookvale,-33.7614,151.27100000000002
1866,NSW,Curl Curl,-33.7727,151.286
1867,NSW,Fairlight,-33.7953,151.276
1868,NSW,Freshwater,-33.7806,151.29
1869,NSW,Harbord,-33.779,151.283
1870,NSW,Manly,-33.7998,151.287
1871,NSW,Manly Central,-33.7952,151.286
1872,NSW,Manly Vale,-33.782,151.268
1873,NSW,Manly West,-33.792,151.269
1874,NSW,Middle Harbour,-33.8224,151.233
1875,NSW,Mosman,-33.8294,151.244
1876,NSW,Mosman Bay,-33.8334,151.24
1877,NSW,North Balgowlah,-33.7826,151.247
1878,NSW,Queenscliff,-33.7859,151.28799999999998
1879,NSW,Seaforth,-33.7937,151.251
1880,NSW,Seaforth East,-33.7959,151.255
1881,NSW,Spit Junction,-33.8263,151.241
1882,NSW,Wingala,-33.7645,151.289
1883,NSW,Surry Hills South,-33.8905,151.216
1884,NSW,Darlinghurst East,-33.8787,151.22299999999998
1885,NSW,Bellevue Hill,-33.8867,151.26
1886,NSW,Ultimo East,-33.8848,151.19799999999998
1887,NSW,Darling Point,-33.8747,151.236
1888,NSW,Vaucluse East,-33.8577,151.279
1889,NSW,Double Bay,-33.8748,151.241
1890,NSW,Surry Hills West,-33.8862,151.208
1891,NSW,Edgecliff,-33.8809,151.239
1892,NSW,Surry Hills East,-33.8837,151.217
1893,NSW,Paddington Central,-33.8823,151.22899999999998
1894,NSW,Woollahra South,-33.8863,151.238
1895,NSW,Hyde Park,-33.8761,151.213
1896,NSW,Bellevue Hill South,-33.8859,151.253
1897,NSW,Kings Cross,-33.8774,151.221
1898,NSW,Paddington South,-33.8875,151.23
1899,NSW,Woolloomooloo,-33.872,151.22
1900,NSW,Elizabeth Bay,-33.8719,151.227
1901,NSW,Bondi Junction,-33.8926,151.246
1902,NSW,Redfern East,-33.8947,151.21
1903,NSW,Rose Bay,-33.873000000000005,151.27100000000002
1904,NSW,Rose Bay Central,-33.8709,151.27100000000002
1905,NSW,Kings Cross Central,-33.8753,151.226
1906,NSW,Surry Hills,-33.8871,151.216
1907,NSW,Surry Hills North,-33.8823,151.215
1908,NSW,Vaucluse,-33.8612,151.27100000000002
1909,NSW,Watsons Bay,-33.8459,151.284
1910,NSW,Waverley,-33.8983,151.252
1911,NSW,Woollahra,-33.8865,151.24200000000002
1912,NSW,Ambarvale,-34.0866,150.798
1913,NSW,Blairmount,-34.0484,150.803
1914,NSW,Bradbury,-34.086,150.813
1915,NSW,Bradbury South,-34.0977,150.816
1916,NSW,Minto South,-34.0389,150.847
1917,NSW,Campbelltown East,-34.0723,150.83100000000002
1918,NSW,Campbelltown North,-34.0613,150.82299999999998
1919,NSW,Casula,-33.9437,150.909
1920,NSW,Claymore,-34.043,150.80700000000002
1921,NSW,Macquarie Fields East,-33.9929,150.898
1922,NSW,Eschol Park,-34.0287,150.811
1923,NSW,Glenfield,-33.9705,150.89600000000002
1924,NSW,Glenfield East,-33.9746,150.90200000000002
1925,NSW,Macquarie Fields Central,-33.9869,150.89600000000002
1926,NSW,Hoxton Park,-33.9317,150.849
1927,NSW,Ingleburn,-33.9999,150.86700000000002
1928,NSW,Ingleburn East,-34.0044,150.872
1929,NSW,Ingleburn North,-33.9824,150.843
1930,NSW,Leumeah,-34.0545,150.828
1931,NSW,Leumeah North,-34.0487,150.84
1932,NSW,Lurnea,-33.9324,150.893
1933,NSW,Macquarie Fields,-33.9957,150.885
1934,NSW,Minto,-34.0298,150.847
1935,NSW,Prestons East,-33.9458,150.891
1936,NSW,Raby,-34.0157,150.81799999999998
1937,NSW,Rosemeadow,-34.1048,150.795
1938,NSW,Ruse,-34.067,150.842
1939,NSW,Ingleburn South,-34.010999999999996,150.863
1940,NSW,St Andrews,-34.022,150.832
1941,NSW,Minto North,-34.0228,150.857
1942,NSW,Ambarvale West,-34.0942,150.79
1943,NSW,Wedderburn,-34.13,150.814
1944,NSW,Woodbine,-34.049,150.82
1945,VIC,Bayswater,-37.8433,145.259
1946,VIC,Bayswater West,-37.8489,145.252
1947,VIC,Blackwood Park,-37.8955,145.289
1948,VIC,Boronia,-37.8617,145.275
1949,VIC,Eastmont,-37.8369,145.21
1950,VIC,Fairhills,-37.8699,145.265
1951,VIC,Ferntree Gully West,-37.8762,145.278
1952,VIC,Wantirna West,-37.8645,145.219
1953,VIC,Heathmont,-37.8266,145.247
1954,VIC,Heathmont East,-37.8305,145.257
1955,VIC,Knoxfield,-37.891999999999996,145.247
1956,VIC,Kent Park,-37.883,145.263
1957,VIC,Knox Gardens,-37.8827,145.22899999999998
1958,VIC,Lysterfield,-37.9123,145.276
1959,VIC,Morack,-37.8433,145.2
1960,VIC,Mountain Gate,-37.885999999999996,145.27
1961,VIC,Ringwood South,-37.8252,145.238
1962,VIC,Rowville,-37.9254,145.238
1963,VIC,Rowville East,-37.9194,145.254
1964,VIC,Scoresby,-37.889,145.224
1965,VIC,Watersedge,-37.8833,145.252
1966,VIC,Studfield East,-37.8615,145.256
1967,VIC,Templeton,-37.8609,145.232
1968,VIC,Wantirna,-37.8563,145.216
1969,VIC,Wantirna Central,-37.8574,145.231
1970,VIC,Wantirna South,-37.8719,145.237
1971,VIC,Alfredton,-37.5583,143.814
1972,VIC,Alfredton West,-37.555,143.80100000000002
1973,VIC,Ararat,-37.2822,142.933
1974,VIC,Ararat West,-37.2853,142.923
1975,VIC,Ballarat,-37.5643,143.85399999999998
1976,VIC,Ballarat North,-37.54,143.863
1977,VIC,Ballarat North West,-37.5569,143.839
1978,VIC,Ballarat South,-37.5779,143.83700000000002
1979,VIC,Ballarat South West,-37.5662,143.844
1980,VIC,Beaufort,-37.4301,143.38299999999998
1981,VIC,Black Hill,-37.5495,143.87
1982,VIC,Brown Hill,-37.5559,143.894
1983,VIC,Buangor,-37.3654,143.175
1984,VIC,Bungaree,-37.5585,143.993
1985,VIC,Buninyong,-37.6534,143.886
1986,VIC,Cardigan Village,-37.5148,143.709
1987,VIC,Canadian,-37.5728,143.876
1988,VIC,Cape Clear,-37.7868,143.613
1989,VIC,Snake Valley,-37.6214,143.586
1990,VIC,Clunes,-37.2947,143.786
1991,VIC,Creswick,-37.4238,143.891
1992,VIC,Creswick North,-37.4089,143.891
1993,VIC,Delacombe,-37.585,143.81799999999998
1994,VIC,Dereel,-37.8198,143.75
1995,VIC,Derrinallum,-37.9481,143.217
1996,VIC,Elmhurst,-37.1794,143.25
1997,VIC,Haddon,-37.5882,143.722
1998,VIC,Lake Bolac,-37.7202,142.839
1999,VIC,Learmonth,-37.4217,143.713
2000,VIC,Linton,-37.6839,143.561
2001,VIC,Lismore,-37.9548,143.339
2002,VIC,Magpie,-37.6161,143.844
2003,VIC,Miners Rest,-37.4774,143.795
2004,VIC,Mount Clear,-37.6109,143.87
2005,VIC,Mount Pleasant,-37.5776,143.858
2006,VIC,Moyston,-37.3024,142.766
2007,VIC,Napoleons,-37.6801,143.827
2008,VIC,Newington,-37.5666,143.83100000000002
2009,VIC,Newlyn,-37.4113,143.984
2010,VIC,Pomonal,-37.1935,142.608
2011,VIC,Redan,-37.5875,143.833
2012,VIC,Rokewood,-37.9036,143.72299999999998
2013,VIC,Ross Creek,-37.6335,143.757
2014,VIC,Sebastopol,-37.5973,143.84
2015,VIC,Skipton,-37.6877,143.364
2016,VIC,Smythesdale,-37.6431,143.683
2017,VIC,Soldiers Hill,-37.5506,143.861
2018,VIC,Streatham,-37.679,143.062
2019,VIC,Tatyoon,-37.5168,142.942
2020,VIC,The Stockade,-37.5617,143.874
2021,VIC,Wendouree,-37.5387,143.83100000000002
2022,VIC,Wendouree East,-37.5376,143.83700000000002
2023,VIC,Wendouree North,-37.5229,143.835
2024,VIC,Wendouree West,-37.5278,143.82
2025,VIC,Willaura,-37.5441,142.739
2026,VIC,Alphington,-37.7836,145.032
2027,VIC,Alphington North,-37.7724,145.024
2028,VIC,Boldrewood,-37.7207,145.02200000000002
2029,VIC,Burbank,-37.6996,145.03
2030,VIC,Fairfield,-37.7783,145.02100000000002
2031,VIC,Fairfield North,-37.7766,145.018
2032,VIC,Merrilands,-37.6964,145.003
2033,VIC,Northcote,-37.7751,144.997
2034,VIC,Northcote North,-37.7637,145.0
2035,VIC,Northcote South,-37.7773,145.007
2036,VIC,Northcote West,-37.7742,144.989
2037,VIC,Preston,-37.7448,145.004
2038,VIC,Preston East,-37.7378,145.018
2039,VIC,Preston North East,-37.7329,145.03
2040,VIC,Preston South,-37.7476,145.007
2041,VIC,Regent,-37.7306,145.01
2042,VIC,Reservoir,-37.7115,145.007
2043,VIC,Reservoir Central,-37.7182,145.005
2044,VIC,Reservoir East,-37.7294,145.018
2045,VIC,Reservoir North,-37.7059,145.02100000000002
2046,VIC,Reservoir North East,-37.7157,145.019
2047,VIC,Reservoir South,-37.7265,144.994
2048,VIC,Ruthven,-37.7036,144.995
2049,VIC,Thornbury East,-37.7546,145.015
2050,VIC,Thornbury South,-37.762,145.009
2051,VIC,Westgarth,-37.7828,144.996
2052,VIC,Amphitheatre,-37.1835,143.399
2053,VIC,Avoca,-37.085,143.47299999999998
2054,VIC,Bealiba,-36.7897,143.55200000000002
2055,VIC,Bendigo Central,-36.7607,144.285
2056,VIC,Flora Hill,-36.7773,144.291
2057,VIC,Big Hill,-36.8307,144.24200000000002
2058,VIC,Bowenvale,-36.9854,143.709
2059,VIC,Bridgewater,-36.6029,143.945
2060,VIC,California Gully,-36.7334,144.251
2061,VIC,Central Deborah,-36.7647,144.27200000000002
2062,VIC,Charlton,-36.2671,143.34799999999998
2063,VIC,Comet Hill,-36.7361,144.269
2064,VIC,Concongella,-37.0494,142.822
2065,VIC,Donald,-36.3689,142.982
2066,VIC,Dunolly,-36.8582,143.732
2067,VIC,Eaglehawk,-36.7167,144.25
2068,VIC,Epsom,-36.7055,144.313
2069,VIC,Glenorchy,-36.908,142.662
2070,VIC,Golden Square,-36.7706,144.25799999999998
2071,VIC,Goornong,-36.6167,144.50799999999998
2072,VIC,Great Western,-37.1485,142.851
2073,VIC,Halls Gap,-37.1373,142.518
2074,VIC,Huntly,-36.662,144.335
2075,VIC,Inglewood,-36.5739,143.87
2076,VIC,Jobs Gully,-36.7183,144.262
2077,VIC,Kangaroo Flat,-36.7909,144.236
2078,VIC,Strath Hill,-36.7804,144.303
2079,VIC,Korong Vale,-36.3559,143.70600000000002
2080,VIC,Landsborough,-37.0091,143.134
2081,VIC,Lexton,-37.275,143.514
2082,VIC,Lockwood,-36.8048,144.161
2083,VIC,Long Gully,-36.7451,144.253
2084,VIC,Maiden Gully,-36.7443,144.211
2085,VIC,Marnoo,-36.6772,142.87
2086,VIC,Marong,-36.7341,144.13299999999998
2087,VIC,Maryborough,-37.0456,143.736
2088,VIC,Maryborough East,-37.0533,143.736
2089,VIC,Moonambel,-36.99,143.321
2090,VIC,Newbridge,-36.7404,143.9
2091,VIC,Quarry Hill,-36.7753,144.28
2092,VIC,Raywood,-36.5358,144.207
2093,VIC,Eaglehawk North,-36.7071,144.238
2094,VIC,St Arnaud,-36.615,143.257
2095,VIC,Bendigo East,-36.7526,144.303
2096,VIC,Spring Gully,-36.7997,144.286
2097,VIC,Stawell,-37.0584,142.77700000000002
2098,VIC,Stawell West,-37.0661,142.77100000000002
2099,VIC,Strathdale,-36.7663,144.314
2100,VIC,Talbot,-37.167,143.704
2101,VIC,Tarnagulla,-36.771,143.833
2102,VIC,Watchem,-36.149,142.859
2103,VIC,Waubra,-37.3538,143.634
2104,VIC,Wedderburn,-36.4199,143.614
2105,VIC,Weeroona,-36.7383,144.299
2106,VIC,White Hills,-36.7274,144.304
2107,VIC,Woodvale,-36.6558,144.211
2108,VIC,Brandon Park,-37.9131,145.173
2109,VIC,Brentwood,-37.8972,145.168
2110,VIC,Clareville,-37.9338,145.164
2111,VIC,Clayton,-37.9181,145.124
2112,VIC,Clayton North,-37.9121,145.125
2113,VIC,Gladeswood,-37.9326,145.197
2114,VIC,The Glen,-37.8779,145.162
2115,VIC,Glen Waverley Heights,-37.8754,145.16899999999998
2116,VIC,Jells Park,-37.9027,145.19299999999998
2117,VIC,Mount View,-37.8841,145.178
2118,VIC,Mulgrave,-37.9226,145.166
2119,VIC,Albany Rise,-37.9285,145.173
2120,VIC,Oakleigh East,-37.9002,145.11
2121,VIC,Pinewood,-37.89,145.143
2122,VIC,Sussex Heights,-37.8885,145.11
2123,VIC,Syndal South,-37.879,145.144
2124,VIC,Waverley Meadows,-37.9145,145.184
2125,VIC,Wheelers Hill,-37.9006,145.178
2126,VIC,Wheelers Hill South,-37.9176,145.19
2127,VIC,Anakie,-37.9126,144.255
2128,VIC,Axedale,-36.7858,144.5
2129,VIC,Bacchus Marsh,-37.6722,144.435
2130,VIC,Ballan,-37.6012,144.224
2131,VIC,Bethal,-37.66,144.918
2132,VIC,Blackwood,-37.4708,144.308
2133,VIC,Bolinda,-37.4332,144.745
2134,VIC,Bullengarook,-37.4863,144.517
2135,VIC,Campbells Creek,-37.0914,144.204
2136,VIC,Carisbrook,-37.0458,143.814
2137,VIC,Castlemaine,-37.0644,144.218
2138,VIC,Castlemaine North,-37.0591,144.219
2139,VIC,Chewton,-37.0805,144.263
2140,VIC,Coolaroo,-37.662,144.93
2141,VIC,Craigieburn,-37.5993,144.934
2142,VIC,Darley,-37.6541,144.437
2143,VIC,Daylesford,-37.3368,144.154
2144,VIC,Drummond,-37.2356,144.33100000000002
2145,VIC,Elaine,-37.7772,144.031
2146,VIC,Elphinstone,-37.0966,144.352
2147,VIC,Eppalock,-36.8402,144.388
2148,VIC,Gisborne,-37.4906,144.588
2149,VIC,Glenlyon,-37.2955,144.245
2150,VIC,Gordon,-37.5803,144.10399999999998
2151,VIC,Greenvale,-37.6274,144.888
2152,VIC,Guildford,-37.1495,144.167
2153,VIC,Harcourt,-37.0025,144.257
2154,VIC,Heathcote,-36.9232,144.709
2155,VIC,Hepburn Springs,-37.3098,144.13299999999998
2156,VIC,Kyneton,-37.2479,144.459
2157,VIC,Lancefield,-37.2748,144.727
2158,VIC,Macedon,-37.4189,144.563
2159,VIC,Maldon,-36.9896,144.064
2160,VIC,Malmsbury,-37.1874,144.389
2161,VIC,Mandurang,-36.8263,144.304
2162,VIC,Meadows,-37.6926,144.929
2163,VIC,Meredith,-37.8457,144.071
2164,VIC,Mount Egerton,-37.6281,144.105
2165,VIC,Mount Macedon,-37.4051,144.583
2166,VIC,Myrniong,-37.6196,144.345
2167,VIC,New Gisborne,-37.4624,144.596
2168,VIC,Newham,-37.3135,144.594
