state,polling_place,premises,address,suburb,postcode,wheelchair_access
NSW,Wilcannia,Wilcannia Central School,Hood St,WILCANNIA,2836.0,A
NSW,Wirrinya,(former) Public School,Back Marsden Rd,WIRRINYA,2871.0,A
NSW,Wongarbon,Wongarbon Public School,Railway St,WONGARBON,2831.0,A
NSW,Ballandella Road,Toongabbie West Public School,Ballandella Rd,TOONGABBIE,2146.0,N
NSW,Carlingford,Carlingford Public School,Rickard St,CARLINGFORD,2118.0,N
NSW,Carlingford North,North Rocks Child Care Centre,Farnell Ave,CARLINGFORD,2118.0,F
NSW,Carlingford West,Cumberland High School,183 Pennant Hills Rd,CARLINGFORD,2118.0,N
NSW,Darcy Road,Darcy Road Public School,Darcy Rd,WENTWORTHVILLE,2145.0,N
NSW,Dundas,Yates Avenue Public School,Yates Ave,DUNDAS VALLEY,2117.0,N
NSW,Dundas Valley,St Bernadettes School,Cox Cres,DUNDAS,2117.0,A
NSW,Ermington Central,Rydalmere East Public School,Spurway St,ERMINGTON,2115.0,N
NSW,Ermington West,Ermington West Public School,Vignes St,ERMINGTON,2115.0,N
NSW,Girraween,Girraween Public School,Bando Rd,GIRRAWEEN,2145.0,N
NSW,Harris Park,Rowland Hassall School,Hassall St,PARRAMATTA,2150.0,F
NSW,Lake Parramatta,Gospel Hall,27 Iron St,NORTH PARRAMATTA,2151.0,A
NSW,Macarthur High,Macarthur Girls High School,Macarthur St,PARRAMATTA,2150.0,N
NSW,Melrose,Melrose Park Public School,110 Wharf Rd,WEST RYDE,2114.0,N
NSW,Northmead,Northmead Public School,Moxhams Rd,NORTHMEAD,2152.0,N
NSW,Northmead High,Northmead High School,Campbell St,NORTHMEAD,2152.0,N
NSW,North Rocks Road,North Rocks Public School,359 North Rocks Rd,NORTH ROCKS,2151.0,F
NSW,Oatlands,Oatlands Public School,Belmore St East,OATLANDS,2117.0,N
NSW,Old Toongabbie,Toongabbie Public School,Fitzwilliam Rd,OLD TOONGABBIE,2146.0,F
NSW,Parramatta,St Johns Parish Hall,Church St Mall,PARRAMATTA,2150.0,F
NSW,Parramatta East,Parramatta East Public School,Brabyn St,NORTH PARRAMATTA,2151.0,N
NSW,Parramatta High,Parramatta High School,Great Western Hwy,PARRAMATTA,2150.0,N
NSW,Parramatta North,North Parramatta Public School,Albert St,PARRAMATTA,2150.0,F
NSW,Pendle Hill,Pendle Hill Public School,Pendle Way,PENDLE HILL,2145.0,N
NSW,Pendle Hill Central,Pendle Hill Scout Hall,Civic Ave,PENDLE HILL,2145.0,N
NSW,Pendle Hill North,St Marys Church Hall,Binalong Rd,PENDLE HILL,2145.0,A
NSW,Rydalmere,Rydalmere Public School,Victoria Rd,RYDALMERE,2116.0,N
NSW,Rydalmere North,Dundas Public School,Kissing Point Rd,DUNDAS,2117.0,N
NSW,Telopea,Telopea Public School,Chestnut Ave,TELOPEA,2117.0,N
NSW,Toongabbie East,Toongabbie East Public School,Harris Rd,WENTWORTHVILLE,2145.0,A
NSW,Wentworthville Central,O.E.S. Hall,Railway St,WENTWORTHVILLE,2145.0,A
NSW,Westmead,Westmead Public School,Hawkesbury Rd,WESTMEAD,2145.0,N
NSW,Westmead Hospital,"Westmead Hospital, Education Block",Darcy Rd,WESTMEAD,2145.0,F
NSW,Westmead North,Catherine McAuley Girls High School,Darcy Rd,WESTMEAD,2145.0,F
NSW,Winston Heights,Winston Heights Public School,Buckleys Rd,WINSTON HILLS,2153.0,F
NSW,Winston Hills,Winston Hills Public School,Hillcrest Ave,WINSTON HILLS,2153.0,A
NSW,Woodberry Village,Woodberry Village,129 Lanhams Rd,WINSTON HILLS,2153.0,F
NSW,Anna Bay,Anna Bay Public School,Gan Gan rd,ANNA BAY,2301.0,N
NSW,Ashtonfield,Shamrock Hill Mutipurpose Centre,19 Galway Bay Dr,ASHTONFIELD,2323.0,F
NSW,Bandon Grove,Bandon Grove School of Arts,Chichester Dam Rd,BANDON GROVE,2420.0,N
NSW,Barrington,Barrington Public School,1 Kenmore St,BARRINGTON,2422.0,N
NSW,Bobs Farm,Bobs Farm Public School,Marsh Rd,BOBS FARM,2301.0,N
NSW,Bolwarra,Bolwarra Public School,Bolwarra Rd,BOLWARRA,2320.0,N
NSW,Booral,Booral Public School,The Bucketts Way,BOORAL,2425.0,N
NSW,Bulahdelah,Bulahdelah Central School,8 Meade St,BULAHDELAH,2423.0,N
NSW,Bungwahl,Bungwahl Public School,Seal Rocks Rd,BUNGWAHL,2423.0,N
NSW,Bunyah,Bunyah Community Hall,Willina Rd,BUNYAH,2429.0,N
NSW,Clarence Town,Clarence Town Public School,Queen St,CLARENCE TOWN,2321.0,N
NSW,Coolongolook,Coolongolook Public School,Pacific Hwy,COOLONGOLOOK,2423.0,N
NSW,Coomba Park,Coomba Park Community Hall,Moorooba Rd,COOMBA,2428.0,A
NSW,Corlette,Corlette Community Hall,49 Sandy Point Rd,CORLETTE,2301.0,A
NSW,Dungog,Dungog Public School,9 Chapman St,DUNGOG,2420.0,A
NSW,East Maitland,East Maitland Public School,William St,EAST MAITLAND,2323.0,A
NSW,East Maitland Heights,Soldiers Hall,225 Newcastle St,EAST MAITLAND,2323.0,A
NSW,East Maitland South,East Maitland Pre School,96 Brunswick St,EAST MAITLAND,2323.0,A
NSW,Eastville,Bruce Street Community Hall,22 Bruce St,EAST MAITLAND,2323.0,A
NSW,Fern Bay,Fern Bay Community Hall,Vardon Rd,FERN BAY,2295.0,N
NSW,Fingal Bay,Fingal Beach Surf Life Saving Club,Marine Dr,FINGAL BAY,2315.0,A
NSW,Gillieston Heights,Oakwood Village Recreation Hall,2 Cessnock Rd,GILLIESTON HEIGHTS,2321.0,A
NSW,Glen William,Glen William Public School,352 Glen William Rd,GLEN WILLIAM,2321.0,N
NSW,Gloucester,St Paul's Anglican Church Hall,Hume St,GLOUCESTER,2422.0,A
NSW,Gloucester Hospital,Gloucester Community Health Service Centre,Church St,GLOUCESTER,2422.0,F
NSW,Grahamstown,Grahamstown Public School,Hastings Dr,RAYMOND TERRACE,2324.0,A
NSW,Gresford,Gresford School of Arts,Park St,EAST GRESFORD,2311.0,A
NSW,Hawks Nest,Hawks Nest Community Hall,Booner St,HAWKS NEST,2324.0,A
NSW,Hinton,Hinton Public School,Paterson St,HINTON,2321.0,N
NSW,Karuah,Karuah Public School,18 Bundabah St,KARUAH,2324.0,N
NSW,Largs,Largs Public School,1 Hunter St,LARGS,2320.0,A
NSW,Lemon Tree Passage,Tilligerry Community Centre,Kenneth Pde,LEMON TREE PASSAGE,2301.0,N
NSW,Lorn,Nillo Infants School,Belmore Rd,LORN,2320.0,A
NSW,Maitland,Senior Citizens Hall,Grant St,MAITLAND,2320.0,F
NSW,Maitland Grossmann High,Maitland Grossmann High School,Cumberland St,EAST MAITLAND,2323.0,A
NSW,Maitland High,Maitland High School,High St,EAST MAITLAND,2323.0,A
NSW,Maitland Hospital,The Maitland Hospital,550 High St,MAITLAND,2320.0,N
NSW,Maitland West,C.W.A. Hall,46 Church St,MAITLAND,2320.0,N
NSW,Mallabula,The Holy Name Anglican Church,Strathmore Rd,MALLABULA,2319.0,A
NSW,Martins Creek,Martins Creek Public School,Cook St,MARTINS CREEK,2420.0,N
NSW,Medowie,Medowie Public School,Ferodale Rd,MEDOWIE,2301.0,A
NSW,Metford,Metford Public School,Schanck Dr,METFORD,2323.0,A
NSW,Millers Forest,Millers Forest Public School,Martins Wharf Rd,MILLERS FOREST,2324.0,N
NSW,Morpeth,Morpeth School of Arts,High St,MORPETH,2321.0,N
NSW,Mount Kanwary,Mount Kanwary Public School,145 Hinton Rd,OSTERLEY,2324.0,N
NSW,Nelson Bay,Baptist Church Hall,Government Rd,NELSON BAY,2315.0,A
NSW,Nelson Bay Central,Port Stephens Police & Community Youth Club,Austral St,NELSON BAY,2315.0,A
NSW,Nelson Bay East,Nelson Bay Scout Hall,Norburn Ave,NELSON BAY,2315.0,A
NSW,Nelson Bay West,St Michael's Primary School,Wahgunyah Rd,NELSON BAY,2315.0,N
NSW,North Arm Cove,North Arm Cove Community Centre,The Ridgeway,NORTH ARM COVE,2324.0,A
NSW,Pacific Palms,Pacific Palms Community Centre,The Lakes Way,PACIFIC PALMS,2428.0,A
NSW,Paterson,Paterson Public School,Webbers Creek Rd,PATERSON,2421.0,N
NSW,Raymond Terrace,Raymond Terrace Public School,Swan St,RAYMOND TERRACE,2324.0,N
NSW,Raymond Terrace Central,St Brigid's Primary School,William St,RAYMOND TERRACE,2324.0,N
NSW,Raymond Terrace East,Irrawang High School,Mount Hall Rd,RAYMOND TERRACE,2324.0,A
NSW,Raymond Terrace North,Irrawang Public School,Geer St,RAYMOND TERRACE,2324.0,N
NSW,Rookhurst,Rookhurst Public School,Thunderbolts Way,ROOKHURST,2422.0,N
NSW,Rutherford,St Paul's Parish Hall,Young St,RUTHERFORD,2320.0,N
NSW,Rutherford North,Rutherford High School,Avery St,RUTHERFORD,2320.0,A
NSW,Rutherford West,Rutherford Playtime Pre-School,75 Regiment Rd,RUTHERFORD,2320.0,N
NSW,Salamander,Tomaree Education Centre,Salamander Way,SALAMANDER BAY,2317.0,F
NSW,Salamander Bay,Salamander Bay Social & Welfare Club,Foreshore dr,SALAMANDER BAY,2301.0,A
NSW,Salisbury,Salisbury/Underbank Tennis Clubhouse,Salisbury Rd,SALISBURY,2420.0,N
NSW,Salt Ash,Salt Ash Public School,4 Salt Ash Ave,SALT ASH,2301.0,A
NSW,Seaham,Seaham Public School,Warren St,SEAHAM,2324.0,N
NSW,Shoal Bay,Shoal Bay Public School,Rigney St,SHOAL BAY,2315.0,A
NSW,Soldiers Point,Soldiers Point Community Hall,Ridgeway Ave,SOLDIERS POINT,2301.0,N
NSW,Stratford,Stratford Public School,The Bucketts Way,STRATFORD,2422.0,N
NSW,Stroud,Stroud Public School,Erin St,STROUD,2425.0,A
NSW,Stroud Road,Stroud Road Public School,The Bucketts Way,STROUD ROAD,2415.0,N
NSW,Tanilba Bay,Tanilba Bay Public School,King Albert ave,TANILBA BAY,2319.0,N
NSW,Tea Gardens,Tea Gardens Public School,Witt St,TEA GARDENS,2324.0,A
NSW,Telarah,Telarah Public School,Raymond St,TELARAH,2320.0,A
NSW,Tenambit,Tenambit Public School,Edward St,TENAMBIT,2323.0,A
NSW,Tomago,Tomago Recreation Club Bowls Clubhouse,Tomago Rd,TOMAGO,2536.0,N
NSW,Vacy,Vacy Public School,Gresford Rd,VACY,2421.0,N
NSW,Wallarobba,Wallarobba Memorial Hall,Wallarobba/Brookfield Rd,WALLAROBBA,2420.0,N
NSW,Wards River,Wards River Community Hall,The Bucketts Way,WARDS RIVER,2422.0,N
NSW,Williamtown,Williamtown Public School,Cabbage Tree Rd,WILLIAMTOWN,2301.0,N
NSW,Wirreanda Medowie,Wirreanda Public School,Brocklesby Rd,MEDOWIE,2301.0,A
NSW,Woodville,Iona Public School,Paterson Rd,WOODVILLE,2321.0,N
NSW,Wootton,Wootton Community Centre,Pacific Hwy,WOOTTON,2423.0,N
NSW,Abbotsbury,Abbotsbury Community Hall,Stockdale Cres,ABBOTSBURY,2176.0,F
NSW,Bossley Park,Bossley Park Public School,Marconi Rd,BOSSLEY PARK,2176.0,F
NSW,Bossley Park High,Bossley Park High School,Prairievale Rd,BOSSLEY PARK,2176.0,F
NSW,Carramar,Fairfield Community Health Centre,Mitchell St,CARRAMAR,2163.0,N
NSW,Fairfield,Senior Citizens Hall,Kenyon St,FAIRFIELD,2165.0,N
NSW,Fairfield Central,Fairfield Public School,Smart St,FAIRFIELD,2165.0,F
NSW,Fairfield East,Our Lady of the Rosary Primary School,Vine St,FAIRFIELD,2165.0,N
NSW,Fairfield Heights,Fairfield Heights Public School,Station St,FAIRFIELD HEIGHTS,2165.0,N
NSW,Fairfield North,Fairfield High School,The Horsley Dr,FAIRFIELD,2165.0,F
NSW,Fairfield South,Fairvale Public School,Wolseley St,FAIRFIELD,2165.0,N
NSW,Fairfield West,Westfields Sports High School,Hamilton Rd,FAIRFIELD WEST,2165.0,N
NSW,Fairvale High,Fairvale High School,Thorney Rd,FAIRFIELD WEST,2165.0,A
NSW,Governor Phillip King,Governor Phillip King Public School,Allambie Rd,EDENSOR PARK,2176.0,F
NSW,Greystanes,Greystanes Public School,Merrylands Rd,GREYSTANES,2145.0,N
NSW,Greystanes North,Beresford Road Public School,Beresford Rd,GREYSTANES,2145.0,N
NSW,Guildford,Guildford Public School,Apia St,GUILDFORD,2161.0,A
NSW,Guildford West,Guildford West Public School,Palmer St,GUILDFORD WEST,2161.0,N
NSW,Holroyd,Holroyd High School,Cumberland Rd,GREYSTANES,2145.0,N
NSW,Horsley Park,Horsley Park Public School,The Horsley Dr,HORSLEY PARK,2164.0,N
NSW,Old Guildford,Old Guildford Infants School,Orchardleigh St,OLD GUILDFORD,2161.0,N
NSW,Pendle Hill South,Pendle Hill Girl Guides Hall,Ettalong Rd,GREYSTANES,2145.0,N
NSW,Prairievale,Prairievale Public School,Prairievale Rd,BOSSLEY PARK,2176.0,A
NSW,Ringrose,Ringrose Public School,Ringrose Ave,GREYSTANES,2145.0,N
NSW,St Johns Park High,St Johns Park High School,Mimosa Rd,GREENFIELD PARK,2176.0,N
NSW,Sherwood Grange,Sherwood Grange Public School,Bruce St,MERRYLANDS WEST,2160.0,N
NSW,Smithfield,Smithfield Public School,O'Connell St,SMITHFIELD,2164.0,N
NSW,Smithfield East,Smithfield RSL Youth Club Hall,The Boulevarde,SMITHFIELD,2164.0,N
NSW,Smithfield West,Smithfield West Public School,Wetherill St,SMITHFIELD,2164.0,A
NSW,Villawood,Carramar Public School,The Horsley Dr,VILLAWOOD,2163.0,N
NSW,Villawood North,Villawood North Public School,Bligh St,VILLAWOOD,2163.0,F
NSW,Widemere,Widemere Public School,Nemesia St,GREYSTANES,2145.0,N
NSW,William Stimson,William Stimson Public School,Lily St,WETHERILL PARK,2164.0,F
NSW,Yennora,Yennora Public School,Ellis Pde,YENNORA,2161.0,N
NSW,Auburn,Auburn Public School,Auburn Rd,AUBURN,2144.0,N
NSW,Auburn East,St. Joseph The Worker,Wellington Rd,AUBURN,2144.0,N
NSW,Auburn Hospital,Auburn District Hospital,Norval St,AUBURN,2144.0,F
NSW,Auburn North,Auburn Girls High School,Hunter St,AUBURN,2144.0,A
NSW,Auburn West,Auburn West Public School,Chisholm Rd,AUBURN,2144.0,N
NSW,Berala,Berala Public School,Harrow Rd and Clarke St,BERALA,2141.0,N
NSW,Blaxcell,Blaxcell Street Public School,Blaxcell St,GUILDFORD,2161.0,N
NSW,Cardinal Gilroy Village,Cardinal Gilroy Village,Barcom St,MERRYLANDS WEST,2160.0,F
NSW,Fowler Road,Merrylands P/S Fowler Rd.,Fowler Rd,MERRYLANDS,2160.0,N
NSW,Granville,Granville Masonic Hall,Jamieson St,GRANVILLE,2142.0,N
NSW,Granville North,Salvation Army Hall,Cnr Good and Victoria Streets,GRANVILLE,2142.0,F
NSW,Granville South,Granville South Public School,Woodville Rd and Oxford St,GUILDFORD,2161.0,N
NSW,Guildford East,St. Marys Church of England,Bolton St,GUILDFORD,2161.0,A
NSW,Hilltop Road,Hilltop Road Public School,Hilltop Rd,MERRYLANDS,2160.0,N
NSW,Hyde Park,"Jubilee Hall, Kingsland Rd.",Kingsland Rd,BERALA,2141.0,A
NSW,Lidcombe,Lidcombe Public School,Mills St,LIDCOMBE,2141.0,N
NSW,Lidcombe South,St. Stephens Church Hall,Taylor St.,LIDCOMBE,2141.0,A
NSW,Merrylands,"St. Thomas' Hall, Merrylands",Farnell St,MERRYLANDS,2160.0,N
NSW,Merrylands East,Merrylands East Public School,Myee St,MERRYLANDS,2160.0,N
NSW,Merrylands North,Merrylands Scout Hall,Treves St,MERRYLANDS,2160.0,A
NSW,Merrylands West,Merrylands West Guides Hall,Hampden Rd,WENTWORTHVILLE,2145.0,A
NSW,Monterey Street,Scout Hall Monterey St,Monterey St,WENTWORTHVILLE,2145.0,F
NSW,Noller Park,Parramatta Auto Trimmers,33 Lansdowne St,PARRAMATTA,2150.0,A
NSW,Pitt Row,Parramatta West Public School,Franklin St,PARRAMATTA,2150.0,F
NSW,Rawson,Granville South High School,Rawson Rd,GUILDFORD,2161.0,N
NSW,Regents Park,Regents Park Community Centre,Amy St,REGENTS PARK,2143.0,A
NSW,Rosehill,Rosehill Public School,Prospect St,ROSEHILL,2142.0,N
NSW,Silverwater,Auburn North Public School,Parramatta Rd,AUBURN,2144.0,A
NSW,Trinity Auburn,Trinity College,Queen St,AUBURN,2144.0,N
NSW,Wentworthville,Wentworthville Public School,Monash St,WENTWORTHVILLE,2145.0,N
NSW,Wentworthville South,Wentworthville Baptist,Chelmsford Rd,WENTWORTHVILLE,2145.0,A
NSW,Alstonville,Alstonville High School,Cawley Cl,ALSTONVILLE,2477.0,A
NSW,Ballina,Ballina High School,Burnet St,BALLINA,2478.0,A
NSW,Ballina East,Southern Cross School K-12,Chickiba dr,BALLINA EAST,2478.0,A
NSW,Ballina Hospital,Ballina Hospital,Cherry St,BALLINA,2478.0,A
NSW,Ballina West,Lions West End Hall,Brunswick St,BALLINA,2478.0,A
NSW,Bangalow,Bangalow Public School,Byron St,BANGALOW,2479.0,A
NSW,Banora Point,Banora Point Public School,Pioneer Pde,BANORA POINT,2486.0,A
NSW,Banora Point South,Centaur Public School,Eucalyptus Dr,BANORA POINT,2486.0,A
NSW,Banora Point West,St Josephs College,Doyle Dr,BANORA POINT,2486.0,A
NSW,Bilambil,Bilambil Public School,Bilambil Rd,BILAMBIL,2486.0,A
NSW,Billinudgel,Billi Lids Long Day Care Centre,Brunswick St,BILLINUDGEL,2483.0,A
NSW,Bray Park,Bruce Smith Cabinet Works,38 Uki Rd,BRAY PARK,2484.0,A
NSW,Brunswick Heads,Brunswick Heads Memorial Hall,Fingal St,BRUNSWICK HEADS,2483.0,A
NSW,Burringbar,Burringbar Public School,Main St,BURRINGBAR,2483.0,N
NSW,Byron Bay,Byron Bay Public School,Kingsley St,BYRON BAY,2481.0,A
NSW,Byron Bay South,Byron Bay High School,Broken Head Rd,BYRON BAY,2481.0,A
NSW,Cabarita Beach,Cabarita Community Centre,Cabarita Rd,BOGANGAR,2488.0,A
NSW,Carool,Carool Public School,Carool Rd,CAROOL,2486.0,N
NSW,Chillingham,Chillingham Public School,Numinbah Rd,CHILLINGHAM,2484.0,N
NSW,Chinderah,Chinderah Indoor Sports Centre,Chinderah Bay Dr,CHINDERAH,2487.0,A
NSW,Condong,Condong Public School,McLeod St,CONDONG,2484.0,N
NSW,Coorabell,Coorabell Public School,Mango La,COORABELL,2479.0,N
NSW,Crabbes Creek,Crabbes Creek Public School,Crabbes Creek Rd,CRABBES CREEK,2483.0,N
NSW,Crystal Creek,Crystal Creek Public School,Numinbah Rd,CRYSTAL CREEK,2484.0,N
NSW,Cudgen,Cudgen Public School,Collier St,CUDGEN,2487.0,N
NSW,Dungay,Dungay Public School,Tomewin Rd,DUNGAY,2484.0,N
NSW,Duranbah,Duranbah Public School,Duranbah Rd,DURANBAH,2487.0,N
NSW,Durrumbul,Durrumbul Public School,Main Arm Rd,DURRUMBUL,2482.0,N
NSW,Empire Vale,Empire Vale Public School,River Dr,EMPIRE VALE,2478.0,N
NSW,Eureka,Eureka Public School,Eureka Rd,EUREKA,2480.0,N
NSW,Ewingsdale,Ewingsdale Hall,Pacific Hwy,EWINGSDALE,2481.0,N
NSW,Federal,Federal Hall,Federal Rd,FEDERAL,2480.0,N
NSW,Fernleigh,Fernleigh Public School,Fernleigh Rd,FERNLEIGH,2479.0,N
NSW,Fingal Head,Fingal Head Public School,Letitia Rd,FINGAL HEAD,2487.0,N
NSW,Goonengerry,Goonengerry Public School,Goonengerry Rd,GOONENGERRY,2482.0,N
NSW,Hastings Point,North Star Holiday Resort,Coast Rd,HASTINGS POINT,2489.0,A
NSW,Kingscliff,"Kingscliff Caravan Park, Amenities Hall",Marine Pde,KINGSCLIFF,2487.0,A
NSW,Kunghur,Kunghur Hall,Kyogle Rd,KUNGHUR,2484.0,N
NSW,Lennox Head,Lennox Head Public School,Byron St,LENNOX HEAD,2478.0,A
NSW,Mcleans Ridges,Mcleans Ridges Hall,Cowlong Rd,MCLEANS RIDGES,2480.0,N
NSW,Main Arm Upper,Main Arm Upper Public School,Main Arm Rd,UPPER MAIN ARM,2482.0,N
NSW,Meerschaum Vale,Meerschaum Vale Hall,Alstonville Rd,MEERSCHAUM VALE,2477.0,N
NSW,Mooball,Kelly Bros Store,Pacific Hwy,MOOBALL,2483.0,N
NSW,Mullumbimby,Mullumbimby Civic Centre,Dalley St,MULLUMBIMBY,2482.0,A
NSW,Murwillumbah,Murwillumbah Civic Centre,Tumbulgum Rd,MURWILLUMBAH,2484.0,A
NSW,Murwillumbah South,St Joseph's Convent School,Greville St,MURWILLUMBAH SOUTH,2484.0,N
NSW,Newrybar,Newrybar Public School,Pacific Hwy,NEWRYBAR,2479.0,N
NSW,Ocean Shores,Ocean Shores Community Centre,Rajah Rd,OCEAN SHORES,2483.0,A
NSW,Piggabeen,Piggabeen Hall,Piggabeen Rd,PIGGABEEN,2486.0,N
NSW,Pimlico,Pimlico Hall,Pimlico Rd,PIMLICO,2478.0,N
NSW,Pottsville Beach,Pottsville Beach Public School,Coast Rd,POTTSVILLE BEACH,2489.0,A
NSW,Rous,Rous Public School,Rous Rd,ROUS,2477.0,N
NSW,Stokers Siding,Stokers Siding Public School,Stokers Rd,STOKERS SIDING,2484.0,N
NSW,Terranora,Terranora Public School,Terranora Rd,TERRANORA,2486.0,A
NSW,Tintenbar,Tintenbar Public School,Fredericks La,TINTENBAR,2480.0,A
NSW,Tumbulgum,Tumbulgum Public School,Fawcett St,TUMBULGUM,2490.0,N
NSW,Tweed Heads,Twin Towns Police Citizens Hall,Florence St,TWEED HEADS,2485.0,A
NSW,Tweed Heads Central,Church of Christ,31 Florence St,TWEED HEADS,2485.0,A
NSW,Tweed Heads South,Tweed River High School,Heffron St,TWEED HEADS SOUTH,2486.0,A
NSW,Tyalgum,Tyalgum Public School,Coolman St,TYALGUM,2484.0,N
NSW,Uki,Uki Public School,Main St,UKI,2484.0,N
NSW,Wardell,Wardell Memorial Hall,Richmond St,WARDELL,2477.0,N
NSW,Wilsons Creek,Wilsons Creek Hall,Wilsons Creek Rd,WILSONS CREEK,2482.0,N
NSW,Wollongbar,Wollongbar Public School,Simpson Ave,WOLLONGBAR,2477.0,N
NSW,Ardlethan,Ardlethan CWA Hall,Warri St,ARDLETHAN,2665.0,A
NSW,Ashmont,Ashmont Primary School,Ashmont Ave,WAGGA WAGGA,2650.0,F
NSW,Barellan,Barellan Central School,Boree St,BARELLAN,2665.0,A
NSW,Beckom,Beckom Public School,Welman St,BECKOM,2665.0,N
NSW,Beelbangera,Beelbangera Public School,Rankins Springs Rd,BEELBANGERA,2680.0,N
NSW,Bethungra,Hotel Shirley Guest House,Baylis St,BETHUNGRA,2590.0,N
NSW,Bilbul,Bilbul Public School,The Crescent,BILBUL,2680.0,N
NSW,Binya,Binya Public School,Barellan Rd,BINYA,2665.0,N
NSW,Booligal,Booligal Public School,Harvey St,BOOLIGAL,2711.0,N
NSW,Carrathool,Carrathool Public School,Glover St,CARRATHOOL,2711.0,N
NSW,Charles Sturt University,"Recreation Centre, CSU",Valder Way,WAGGA WAGGA,2650.0,F
NSW,Coleambally,Coleambally Central School,Kingfisher Ave,COLEAMBALLY,2707.0,A
NSW,Collingullie,Collingullie Public School,Urana St,COLLINGULLIE,2652.0,N
NSW,Coolamon,Coolamon Central School,Methul St,COOLAMON,2701.0,N
NSW,Currawarna,Currawarna Community Centre,Bidgee St,CURRAWARNA,2650.0,A
NSW,Darlington Point,Murrumbidgee Shire Hall,Carrington St,DARLINGTON POINT,2706.0,A
NSW,Driver,Wade High School,Poole St,GRIFFITH,2680.0,N
NSW,Euberta,Euberta Community Hall,Old Narrandera Rd,EUBERTA,2650.0,A
NSW,Forest Hill,Forest Hill Public School,Sturt Hwy,FOREST HILL,2651.0,A
NSW,Galore,Galore Public Hall,Sturt Hwy,GALORE,2652.0,N
NSW,Ganmain,Ganmain Public School,Langham St,GANMAIN,2702.0,N
NSW,Glenfield Park,Glenfield Park Scout Hall,Dalman Pkwy,WAGGA WAGGA,2650.0,F
NSW,Goolgowi,Goolgowi Public School,Penney St,GOOLGOWI,2652.0,N
NSW,Gralee,Gralee SSP School,Yanco Ave,LEETON,2705.0,F
NSW,Griffith,Griffith Memorial Hall,Banna Ave,GRIFFITH,2680.0,A
NSW,Griffith East,Griffith East Public School,Wakaden St,GRIFFITH,2680.0,A
NSW,Griffith North,Griffith North Public School,Kooba St,GRIFFITH,2680.0,A
NSW,Griffith West,Griffith High School,Coolah St,GRIFFITH,2680.0,A
NSW,Grong Grong,Grong Grong Public School,Junee St,GRONG GRONG,2652.0,N
NSW,Gumly Gumly,Gumly Gumly Public School,Pioneer Ave,GUMLY GUMLY,2652.0,N
NSW,Hanwood,Hanwood Public School,School St,HANWOOD,2680.0,N
NSW,Hay,Hay High School,216 Pine St,HAY,2711.0,N
NSW,Hay Hospital,Hay Hospital,Murray St,HAY,2711.0,F
NSW,Hillston,Hillston Central School,Moore St,HILLSTON,2675.0,N
NSW,Illabo,Illabo Public School,Layton St,ILLABO,2590.0,N
NSW,Junee,Junee High School,Lydia Street,JUNEE,2663.0,F
NSW,Kapooka,Kapooka Community Centre,Sturt Ave,KAPOOKA,2661.0,F
NSW,Kooringal,Kooringal Public School,Lake Albert Rd,KOORINGAL,2650.0,A
NSW,Ladysmith,Ladysmith Public School,Tywong St,LADYSMITH,2652.0,N
NSW,Lake Albert,Lake Albert Public School,Main St,LAKE ALBERT,2650.0,A
NSW,Lake Wyangan,Lake Wyangan Public School,Boorga Rd,LAKE WYANGAN,2680.0,N
NSW,Leeton,Madonna Place Hall,Wade Ave,LEETON,2705.0,N
NSW,Leeton Hospital,Leeton Hospital,Wade Ave,LEETON,2705.0,F
NSW,Mangoplah,Mangoplah Public School,Kyeamba St,MANGOPLAH,2652.0,N
NSW,Marrar,Marrar Public School,Centenery Dr,MARRAR,2652.0,N
NSW,Matong,Matong Public School,Main St,MATONG,2652.0,N
NSW,Merriwagga,Merriwagga Community Hall,Mons St,MERRIWAGGA,2652.0,A
NSW,Milbrulong,Milbrulong Community Centre,Orange St,MILBRULONG,2656.0,A
NSW,Mirrool,Mirrool Community Hall,Edward St,MIRROOL,2665.0,N
NSW,Mount Austin,Mount Austin Public School,Bourke St,WAGGA WAGGA,2650.0,N
NSW,Murrami,Murrami Public School,Murrami Rd,MURRAMI,2705.0,N
NSW,Narrandera,John O'Brien Hall,Larmer St,NARRANDERA,2700.0,N
NSW,Narrandera East,Narrandera East Infants School,Elizabeth St,NARRANDERA,2700.0,N
NSW,Narrandera West,Narrandera Public School,Bolton St,NARRANDERA,2700.0,N
NSW,Parkview,Parkview Public School,Park Ave,LEETON,2705.0,N
NSW,Pleasant Hills,Pleasant Hills Public School,Crawford St,PLEASANT HILLS,2658.0,A
NSW,Rankins Springs,Rankins Springs War Memorial Hall,Boomerang St,RANKINS SPRINGS,2669.0,A
NSW,San Isidore,San Isidore Tennis Club,Michael Ave,SAN ISIDORE,2650.0,N
NSW,Sturt,Sturt Public School,White Ave,KOORINGAL,2650.0,A
NSW,Tallimba,Tallimba Public School,Kikoira St,TALLIMBA,2669.0,N
NSW,Tatton,Wagga Lutheran Primary School,Tamar Dr,KOORINGAL,2650.0,A
NSW,Tharbogang,Tharbogang Public School,Braithwaite Rd,THARBOGANG,2680.0,N
NSW,The Rock,The Rock Central School,Ford St,THE ROCK,2655.0,N
NSW,Tolland,Tolland Public School,Raye St,WAGGA WAGGA,2650.0,A
NSW,Turvey Park,Turvey Park Public School,Halloran St,WAGGA WAGGA,2650.0,A
