state,polling_place,premises,address,suburb,postcode,wheelchair_access
VIC,Chirnside Park,Chirnside Park Primary School,Kimberley Dr,CHIRNSIDE PARK,3116.0,A
VIC,Coldstream,Coldstream Community Centre,Kelso St,COLDSTREAM,3770.0,F
VIC,Croydon,Croydon Community School,177 Mt Dandenong Rd,CROYDON,3136.0,A
VIC,Croydon Central,Croydon Secondary College,Croydon Rd,CROYDON,3136.0,F
VIC,Croydon East,Ruskin Park Primary School,Ruskin Ave,CROYDON,3136.0,F
VIC,Croydon Hills,Luther College,Plymouth Rd,CROYDON,3136.0,N
VIC,Croydon North,Croydon North Primary School,Maroondah Hwy,CROYDON,3136.0,A
VIC,Croydon West,Croydon West Primary School,Hinkley Ave,CROYDON,3136.0,F
VIC,Gruyere,Gruyere Primary School,Killara Rd,GRUYERE,3770.0,F
VIC,Kallista,Kallista Primary School,Kallista Emerald Rd,KALLISTA,3791.0,A
VIC,Kilsyth,Kilsyth Primary School,Durham Rd,KILSYTH,3137.0,F
VIC,Kilsyth South,Gladesville Primary School,Gladesville Dr,KILSYTH,3137.0,F
VIC,Lilydale,Lilydale Primary School,Castella St,LILYDALE,3140.0,F
VIC,Lilydale North,Lilydale Heights Secondary College,Nelson Rd,LILYDALE,3140.0,F
VIC,Lilydale West,Lilydale West Primary School,Bowen Rd,LILYDALE,3140.0,A
VIC,Manchester,Manchester Primary School,Monomeith St,MOOROOLBARK,3138.0,A
VIC,Monbulk,Monbulk & District Senior Citizens Centre,Moores Rd,MONBULK,3793.0,F
VIC,Montrose,Montrose Primary School,Leith Rd,MONTROSE,3765.0,F
VIC,Montrose South,Billanook Primary School,Sheffield Rd Sth,MONTROSE,3765.0,F
VIC,Mooroolbark,Mooroolbark Senior Citizens Centre,Brice Ave,MOOROOLBARK,3138.0,F
VIC,Mooroolbark East,Mooroolbark East Primary School,Taylor Rd,MOOROOLBARK,3138.0,F
VIC,Mooroolbark South,Pembroke Primary School,Pembroke Rd,MOOROOLBARK,3138.0,F
VIC,Mount Dandenong,Mount Dandenong Primary School,Farndons Rd,MOUNT DANDENONG,3767.0,A
VIC,Mount Evelyn,Mount Evelyn Primary School,Lilydale Monbulk Rd,MOUNT EVELYN,3796.0,A
VIC,Rolling Hills,Rolling Hills Primary School,Landscape Dr,MOOROOLBARK,3138.0,F
VIC,Seville,Seville Primary School,School Rd,SEVILLE,3139.0,A
VIC,Silvan,Silvan Primary School,Lilydale Monbulk Rd,SILVAN,3795.0,A
VIC,The Patch,The Patch Primary School,Kallista Emerald Rd,THE PATCH,3792.0,F
VIC,Wandin East,Wandin East Hall,Old Baker Rd,WANDIN EAST,3139.0,F
VIC,Wandin North,Wandin and District Senior Citizens Centre,Warburton Hwy,WANDIN NORTH,3139.0,F
VIC,Wandin Yallock,Wandin Yallock Primary School,Quayle Rd,WANDIN YALLOCK,3139.0,F
VIC,Yarra Road,Yarra Road Primary School,Yarra Rd,CROYDON,3136.0,A
VIC,Ashwood,Ashwood College,Vannam Drive,ASHWOOD,3147.0,F
VIC,Bennettswood,St Scholastica's Primary School,Starling Street,BURWOOD,3125.0,F
VIC,Box Hill,St Peter's Anglican Church Hall,Whitehorse Road,BOX HILL,3128.0,A
VIC,Box Hill Central,Wesley Hall,Oxford Street,BOX HILL,3128.0,F
VIC,Box Hill North,Box Hill North Primary School,Elizabeth Street,BOX HILL NORTH,3129.0,A
VIC,Box Hill South,Roberts McCubbin Primary School,Birdwood St,BOX HILL SOUTH,3128.0,F
VIC,Burwood Central,St Benedicts Parish Church Hall,Central Ave,BURWOOD,3125.0,F
VIC,Chadstone East,St Mary Magdalen Primary School,Bolwarra St,CHADSTONE,3148.0,F
VIC,Clayton,Presbyterian Church Hall,249 Clayton Rd,CLAYTON,3168.0,A
VIC,Clayton East,Clayton Primary School,Browns Rd,CLAYTON,3168.0,A
VIC,Clayton North,Monash Uniting Church Hall,1937 Dandenong Rd,CLAYTON,3168.0,A
VIC,Elgar Park,St Theodore's Anglican Hall,Broughton Road,SURREY HILLS,3127.0,N
VIC,Essex Heights,Essex Heights Primary School,Essex Road,MOUNT WAVERLEY,3149.0,F
VIC,Glendal,Glendal Primary School,Nottingham St,GLEN WAVERLEY,3150.0,A
VIC,Huntingdale,Koolyangarra Pre School,Garnett St,HUNTINGDALE,3166.0,F
VIC,Kerrimuir,Kerrimuir Primary School,Molbray St,BOX HILL NORTH,3129.0,F
VIC,Koonung Heights,Koonung Secondary College,615 Elgar Rd,BOX HILL NORTH,3129.0,F
VIC,Manooka,Burwood East Spec Dev School,Manooka Street,BURWOOD EAST,3151.0,F
VIC,Mont Albert,Mont Albert Primary School,Barloa Road,SURREY HILLS,3127.0,A
VIC,Mount Waverley,Uniting Church Hall,478 High Street Rd,MT WAVERLEY,3149.0,F
VIC,Mount Waverley South,Mt Waverley Primary School,Park Lane,MT WAVERLEY,3149.0,F
VIC,Oakleigh,Oakleigh Primary School,Cnr Warrigal Rd & Logie St,OAKLEIGH,3166.0,F
VIC,Oakleigh East,Amsleigh Park Primary School,State St,OAKLEIGH EAST,3166.0,F
VIC,Oakleigh North,Atkinson Street Scout Hall,Atkinson St,OAKLEIGH,3166.0,A
VIC,Surrey Hills,Surrey Hills Uniting Church Hall,Valonia Avenue,SURREY HILLS,3127.0,F
VIC,Sussex Heights,Sussex Heights Primary School,Solomon St,MT WAVERLEY,3149.0,F
VIC,Syndal North,Mt Waverley North Primary School,Marcus Ave,MOUNT WAVERLEY,3149.0,F
VIC,Syndal South,Syndal South Primary School,Montgomery Ave,MT WAVERLEY,3149.0,A
VIC,Tally Ho,Burwood East Primary School,Cnr Highbury & Blackburn Rds,BURWOOD EAST,3151.0,N
VIC,Tyne,Tyne Street Scout Hall,Tyne Street,BOX HILL NORTH,3129.0,F
VIC,Wattle Park,Box Hill South Family Centre,Cnr Riversdale Rd & Station St,BOX HILL SOUTH,3128.0,F
VIC,Waverley North,Mt Waverley College Senior Campus,Lechte St,MOUNT WAVERLEY,3149.0,A
VIC,Aireys Inlet,Anderson Roadknight Memorial Hall,Great Ocean Road,AIREYS INLET,3231.0,F
VIC,Alvie,Alvie Public Hall,Corangamite Lake Road,ALVIE,3249.0,F
VIC,Anglesea,Anglesea Memorial Hall,McMillan Street,ANGLESEA,3230.0,F
VIC,Apollo Bay,Apollo Bay Leisure Centre,Costin St,APOLLO BAY,3233.0,F
VIC,Bannockburn,Bannockburn Primary School,Milton Street,BANNOCKBURN,3331.0,F
VIC,Barongarook,Barongarook Primary School,Barongarook Gerangamete Road,BARONGAROOK,3249.0,N
VIC,Barwon Heads,Barwon Heads Primary School,Golf Links Road,BARWON HEADS,3227.0,F
VIC,Beeac,Beeac Primary School,Lang Street,BEEAC,3251.0,N
VIC,Bellbrae,Bellbrae Community Hall,90 School Rd,BELLBRAE,3228.0,A
VIC,Belmont,Belmont Church Of Christ Hall,119 Roslyn Rd,BELMONT,3216.0,F
VIC,Belmont North,Belmont Primary School,Mt Pleasant Road,BELMONT,3216.0,N
VIC,Birregurra,Birregurra Mechanics Hall,Main Street,BIRREGURRA,3242.0,F
VIC,Carlisle River,Carlisle River Public Hall,Gellibrand River Road,CARLISLE RIVER,3239.0,F
VIC,Ceres,Ceres Primary School,Barrabool Road,CERES,3221.0,F
VIC,Colac,Bluewater Fitness Centre,Hearn Street,COLAC,3250.0,F
VIC,Colac East,Colac Primary School,Murray St E,COLAC,3250.0,F
VIC,Colac West,Colac High School,Murray Street,COLAC,3250.0,F
VIC,Collendina,Surfside Community Centre,Shell Rd,OCEAN GROVE,3226.0,F
VIC,Connewarre,Connewarre Memorial Hall,Randles Rd,CONNEWARRE,3227.0,N
VIC,Cororooke,Cororooke Public Hall,Corangamite Lake Road,COROROOKE,3254.0,N
VIC,Cressy,Cressy Primary School,Yarima Road,CRESSY,3322.0,F
VIC,Deans Marsh,Deans Marsh Public Hall,Pennyroyal Valley Road,DEANS MARSH,3235.0,F
VIC,Dereel,Dereel Soldiers' Memorial Hall,Swamp Road,DEREEL,3352.0,N
VIC,Drysdale,Drysdale Community Activity Centre,Collins St,DRYSDALE,3222.0,F
VIC,Elliminyt,Elliminyt Primary School,Main Street,ELLIMINYT,3249.0,F
VIC,Forrest,Forrest Primary School,Grant Street,FORREST,3236.0,N
VIC,Freshwater Creek,Freshwater Creek Community Hall,Dickins Rd,FRESHWATER CREEK,3216.0,F
VIC,Gellibrand River,Gellibrand Hall,Colac-Lavers Hill Rd,GELLIBRAND,3239.0,A
VIC,Grovedale,Grovedale Secondary College,Wingarra Drive,GROVEDALE,3216.0,F
VIC,Grovedale East,Grovedale Uniting Church Hall,Cnr Reserve Rd and Torquay Rd,GROVEDALE,3216.0,F
VIC,Highton,Highton Primary School,218 Roslyn Rd,HIGHTON,3216.0,F
VIC,Highton North,Montpellier Primary School,Lambhill Cres,HIGHTON,3216.0,N
VIC,Highton South,Clairvaux Primary School,Reynolds Rd,BELMONT,3216.0,F
VIC,Indented Head,Indented Head Boat Club Hall,The Esplanade,INDENTED HEAD,3223.0,N
VIC,Inverleigh,Inverleigh Primary School,Hamilton Hwy,INVERLEIGH,3321.0,F
VIC,Irrewillipe East,Irrewillipe East Primary School,McNabbs Road,IRREWILLIPE EAST,3249.0,N
VIC,Lavers Hill,Lavers Hill P-12 College,Great Ocean Road,LAVERS HILL,3238.0,N
VIC,Lethbridge,Lethbridge Public Hall,Russell Street,LETHBRIDGE,3332.0,A
VIC,Lorne,Lorne Senior Citizens Centre,Mountjoy Pde,LORNE,3232.0,F
VIC,Mandama,Mandama Primary School,Corang Ave,GROVEDALE,3216.0,F
VIC,Meredith,Meredith Memorial Hall,Staughton Street,MEREDITH,3333.0,F
VIC,Moriac,Moriac Community Centre,Hendy Main Road,MORIAC,3240.0,F
VIC,Mount Duneed,Mount Duneed Regional Primary School,Williams Road,MOUNT DUNEED,3216.0,F
VIC,Oberon,Oberon Primary School,28 Dorothy Ave,BELMONT,3216.0,F
VIC,Oberon South,Oberon High School,Pickett Cres,BELMONT,3216.0,F
VIC,Ocean Grove,Ocean Grove Primary School,Draper St,OCEAN GROVE,3226.0,F
VIC,Pirron Yallock,St Josephs Catholic Primary School,Princes Hwy,PIRRON YALLOCK,3249.0,N
VIC,Point Lonsdale,Point Lonsdale Community Hall,Bowen Road,POINT LONSDALE,3225.0,F
VIC,Portarlington,Parkes Hall,Newcombe St,PORTARLINGTON,3223.0,F
VIC,Queenscliff,Queenscliff Primary School,Stevens Street,QUEENSCLIFF,3225.0,F
VIC,Rokewood,Rokewood Primary School,Aitcheson Street,ROKEWOOD,3330.0,F
VIC,St Leonards,St Leonards Memorial Hall,Murradoc Rd,ST LEONARDS,3223.0,F
VIC,Shelford,Shelford Primary School,Shelford-Bannockburn Road,SHELFORD,3329.0,F
VIC,Simpson,Simpson Primary School,Princetown Road,SIMPSON,3266.0,A
VIC,Teesdale,Teesdale Primary School,Shelford-Bannockburn Road,TEESDALE,3328.0,F
VIC,Torquay,Surf World Australia Community Hall,Beach Road,TORQUAY,3228.0,F
VIC,Torquay East,Torquay Primary School,29 Bristol Rd,TORQUAY,3228.0,F
VIC,Wallington,Wallington Primary School,610 Wallington Road,WALLINGTON,3222.0,N
VIC,Warrion,Warrion Public Hall,Beeac-Coragulac Road,WARRION,3249.0,N
VIC,Winchelsea,Winchelsea Senior Citizens Hall,Harding St,WINCHELSEA,3241.0,F
VIC,Wiridjil,Wiridjil Hall,Princetown Road,PRINCETOWN,3269.0,A
VIC,Wurdi Boluc,Wurdale Memorial Hall,Wensleydale School Road,WURDI BOLUC,3241.0,N
VIC,Aberdeen,St John's Lutheran School Hall,33 Aberdeen St,NEWTOWN,3220.0,A
VIC,Anakie,Anakie Primary School,Main Road,ANAKIE,3221.0,A
VIC,Barwon,"Barwon Training Centre, St John Ambulance Hall",161 Myers Street,GEELONG,3220.0,F
VIC,Batesford,Batesford Primary School,Old Ballarat Rd,BATESFORD,3221.0,N
VIC,Bell Park,Western Heights Secondary College (Barton Campus),Cnr Barton & Anakie Roads,BELL PARK,3215.0,N
VIC,Breakwater,Breakwater Baptist Church Hall,Tanner St,BREAKWATER,3219.0,F
VIC,Britannia,St Patricks Catholic Primary School,Petrel St,GEELONG WEST,3218.0,F
VIC,Chilwell,Chilwell Primary School,313A Pakington St,NEWTOWN,3220.0,A
VIC,Clifton Springs,Clifton Springs Primary School,Jetty Rd,CLIFTON SPRINGS,3222.0,F
VIC,Corio,Flinders Peak Secondary College,Hendy Street,CORIO,3214.0,F
VIC,Corio Central,Cloverdale Community Centre,167 Purnell Road,CORIO,3214.0,F
VIC,Corio West,Corio Community College,Goldsworthy Road,CORIO,3214.0,F
VIC,Fyans Park,St Josephs College,135 Aphrasia St,NEWTOWN,3220.0,F
VIC,Geelong East,Geelong High School,Ryrie St,GEELONG EAST,3219.0,F
VIC,Geelong West,Geelong West Town Hall,Pakington St,GEELONG WEST,3218.0,F
VIC,Hamlyn Heights,Hamlyn Heights Community Centre,Vines Rd,HAMLYN HEIGHTS,3215.0,F
VIC,Herne Hill,Herne Hill Anglican Hall,Church St,HERNE HILL,3218.0,F
VIC,Kardinia Park,Geelong Senior Citizens Centre,Moorabool St,GEELONG,3220.0,F
VIC,Lara,Lara Community Centre,Waverley Road,LARA,3212.0,F
VIC,Lara Central,Lara Hall,Flinders Avenue,LARA,3212.0,F
VIC,Leopold,Leopold Primary School,Bellarine Hwy,LEOPOLD,3224.0,A
VIC,Leopold South,Leopold Uniting Church Hall,Cnr Ash Rd & Bellarine Hwy,LEOPOLD,3224.0,F
VIC,Manifold Heights,Manifold Heights Primary School,Strachan Ave,MANIFOLD HEIGHTS,3218.0,F
VIC,Moolap,Moolap Primary School,30 Wills Crescent,MOOLAP,3221.0,F
VIC,Newcomb,Newcomb Park Primary School,Richard St,NEWCOMB,3219.0,F
VIC,Newcomb South,Newcomb Secondary College,Bellarine Highway,NEWCOMB,3219.0,F
VIC,Norlane,Norlane High School,Cox Rd,NORLANE,3214.0,F
VIC,North Shore,North Shore Primary School,Tallis St,NORLANE,3214.0,F
VIC,Rollins,Covenant College,Creamery Road,BELL POST HILL,3215.0,A
VIC,St Helens,North Geelong Presbyterian Church,60 Victoria Street,RIPPLESIDE,3215.0,N
VIC,Shannon,Herne Hill Uniting Church Hall,213A Aberdeen St,NEWTOWN,3220.0,F
VIC,Thomson,East Geelong Senior Citizens Club,Godfrey St,GEELONG EAST,3219.0,A
VIC,Whittington,Whittington Anglican Church Hall,Townsend Rd,WHITTINGTON,3219.0,F
VIC,Antonio Park,Antonio Park Primary School,Whitehorse Road,MITCHAM,3132.0,N
VIC,Bedford Road,Ringwood Secondary College,Bedford Road,RINGWOOD,3134.0,F
VIC,Blackburn,Field Naturalist's Hall,1 Gardenia Street,BLACKBURN,3130.0,A
VIC,Blackburn Lake,Blackburn Lake Primary School,Florence Street,NUNAWADING,3131.0,F
VIC,Blackburn North,Blackburn Primary School,Cnr Whitehorse & Surrey Roads,BLACKBURN,3130.0,N
VIC,Blackburn South,St Luke's Primary School,Orchard Grove,BLACKBURN SOUTH,3130.0,F
VIC,Blackburn West,Blackburn High School,Cnr Springfield & Williams Rds,BLACKBURN NORTH,3130.0,F
VIC,Burwood Heights,Burwood Heights Primary School,Cnr Mahoneys & Hawthorn Roads,BURWOOD EAST,3151.0,F
VIC,Cheong Park,John Frost Stadium,Cnr Bayswater and Eastfield Rds,CROYDON SOUTH,3136.0,A
VIC,Croydon South,Croydon South Primary School,Belmont Road,CROYDON,3136.0,F
VIC,Croydon Town,Croydon Senior Citizens Club,Cnr Civic Square & Mt Dandenong Rd,CROYDON,3136.0,F
VIC,Eastwood,Eastwood Primary School,Alexandra Road,RINGWOOD EAST,3135.0,F
VIC,Eley Park,Eley Park Guide Hall,Eley Road,BLACKBURN SOUTH,3130.0,A
VIC,Forest Hill,Holbury Childrens Centre,Cnr Raleigh & Sandra Street,BLACKBURN SOUTH,3130.0,F
VIC,Glen Park,Glen Park Community Centre,Glen Park Road,BAYSWATER NORTH,3153.0,F
VIC,Heatherdale,Heatherdale Pre-School,Purches Street,MITCHAM,3132.0,F
VIC,Heathmont,Heathmont Uniting Church Hall,81 Canterbury Road,HEATHMONT,3135.0,A
VIC,Inala Village,Inala Village,220 Middleborough Road,BLACKBURN SOUTH,3130.0,F
VIC,Kalinda,Kalinda Primary School,Kalinda Road,RINGWOOD,3134.0,F
VIC,Laburnum,Laburnum Primary School,Cnr Janet St & Middleborough Rd,BLACKBURN,3130.0,F
VIC,Mitcham,Mountview Uniting Church Hall,Cnr Maroondah Hwy & Doncaster E Rd,MITCHAM,3132.0,F
VIC,Mitcham North,Mullauna College,456 Springfield Rd,MITCHAM NORTH,3132.0,F
VIC,Mullum,Mullum Primary School,Panfield Avenue,RINGWOOD,3134.0,F
VIC,Norwood,North Ringwood Senior Citizens Centre,Warrandyte Road,RINGWOOD,3134.0,F
VIC,Nunawading,Nunawading Primary School,104 Springvale Rd,NUNAWADING,3131.0,A
VIC,Nunawading South,Nunawading South Primary School,Mount Pleasant Road,NUNAWADING,3131.0,N
VIC,Parkwood,Parkwood Secondary College,Tortice Drive,RINGWOOD NORTH,3134.0,F
VIC,Rangeview,Rangeview Primary School,Munro Street,MITCHAM,3132.0,F
VIC,Ringwood,St Pauls Anglican Church,40 Warrandyte Road,RINGWOOD,3134.0,F
VIC,Ringwood East,4th Ringwood Scout Group Hall,Mines Road,RINGWOOD EAST,3135.0,F
VIC,Ringwood Heights,Ringwood Heights Primary School,Summit Cres,RINGWOOD,3134.0,F
VIC,Ringwood South,Great Ryrie Primary School,Great Ryrie Street,HEATHMONT,3135.0,F
VIC,Springview,Springview Primary School,Junction Road,NUNAWADING,3131.0,F
VIC,Tinternvale,Tinternvale Primary School,Tintern Avenue,BAYSWATER NORTH,3153.0,N
VIC,Vermont North,St Lukes Anglican Church Hall,555 Mitcham Road,VERMONT,3133.0,A
VIC,Aldercourt,Aldercourt Primary School,Silver Ave,FRANKSTON NORTH,3200.0,A
VIC,Baden Powell,Baden Powell Pre-School,Humphries Rd,FRANKSTON,3199.0,A
VIC,Ballam Park,Karingal Park Secondary College Belar Campus,Belar Ave,FRANKSTON,3199.0,F
VIC,Belvedere Park,Belvedere Park - Belvedere Park Primary School,Belvedere Rd,SEAFORD,3198.0,F
VIC,Bruce Park,Bruce Park Hall,Margate Ave,FRANKSTON,3199.0,F
VIC,Derinya,Derinya Primary School,Overport Rd,FRANKSTON,3199.0,F
VIC,Frankston,Frankston Primary School,Davey St,FRANKSTON,3199.0,F
VIC,Frankston Beach,Mechanics Hall,Nepean Hwy,FRANKSTON,3199.0,A
VIC,Frankston East,John Paul College,McMahons Rd,FRANKSTON,3199.0,A
VIC,Frankston Forest,Pines Forest Primary School,Stringybark Cres,FRANKSTON NORTH,3200.0,F
VIC,Frankston Heights,Frankston Heights Primary School,Kalmia St,FRANKSTON,3199.0,F
VIC,Frankston Rail,Chisholm Institute - Frankston Campus,Fletcher Rd,FRANKSTON,3199.0,F
VIC,Frankston South,Frankston High School,Towerhill Rd,FRANKSTON,3199.0,F
VIC,Kananook,Kananook Primary School,Wells Rd,SEAFORD,3198.0,F
VIC,Karingal,Frankston East Primary School,Ashleigh Ave,FRANKSTON,3199.0,A
VIC,Karingal Heights,Karingal Heights Primary School,Havana Cres,FRANKSTON,3199.0,A
VIC,Kingsley Park,Kingsley Park Primary School,Franciscan Ave,FRANKSTON,3199.0,F
VIC,Kunyung,Kunyung Primary School,Kunyung Rd,MT ELIZA,3930.0,A
VIC,Langwarrin,Langwarrin Secondary College,Warrandyte Road,LANGWARRIN,3910.0,F
VIC,Langwarrin North,Woodlands Primary School,Gumnut Drive,LANGWARRIN,3910.0,F
VIC,Langwarrin Park,Langwarrin Park Primary School,Northgateway,LANGWARRIN,3910.0,F
VIC,Mornington,St Marks Uniting Church,51 Barkly St,MORNINGTON,3931.0,F
VIC,Mornington East,Leisure Solutions Mornington,Dunns Rd,MORNINGTON,3931.0,F
VIC,Mornington South,Mornington Secondary College (Jnr Campus),Wilsons Rd,MORNINGTON,3931.0,A
VIC,Mt Eliza,Mount Eliza Secondary College,Canadian Bay Rd,MT ELIZA,3930.0,A
VIC,Mt Eliza Central,Toorak College,Cnr Charles/Williams Rd,MT ELIZA,3930.0,F
VIC,Mt Eliza North,Mount Eliza North Primary School,Moseley Dr,MT ELIZA,3930.0,F
VIC,Mt Erin,Mount Erin Secondary College,Robinsons Rd,FRANKSTON,3199.0,F
VIC,Seaford,Seaford Primary School,McRae St,SEAFORD,3198.0,A
VIC,Seaford North,Seaford North Primary School,Hallifax St,SEAFORD,3198.0,A
VIC,Tanti Park,Tanti Park Primary School,Robertson Dr,MORNINGTON,3931.0,A
VIC,Balnarring,Balnarring Primary School,Civic Ct,BALNARRING,3926.0,F
VIC,Bass,Bass Valley Community Centre,Bass School Rd,BASS,3991.0,A
VIC,Baxter,Baxter Primary School,Grant Rd,BAXTER,3911.0,F
VIC,Bayles,Bayles Primary School,Ballarto Rd,BAYLES,3981.0,F
VIC,Bittern,Bittern Primary School,Portsmouth Rd,BITTERN,3918.0,F
VIC,Blairgowrie,Blairgowrie Community Hall,William Rd,BLAIRGOWRIE,3942.0,F
VIC,Boneo,Boneo Primary School,Boneo Rd,BONEO,3939.0,F
VIC,Cardinia,Cardinia Primary School,Ballarto Rd,CARDINIA,3978.0,A
VIC,Catani,Catani Soldiers Memorial Hall,459 Taplins Rd,CATANI,3981.0,F
VIC,Clyde,Clyde Primary School,Oroya Grove,CLYDE,3978.0,F
VIC,Corinella,Corinella Public Hall,Smythe St,CORINELLA,3984.0,F
VIC,Cowes,Phillip Island Leisure Centre,10 Church St,COWES,3922.0,F
VIC,Cranbourne,Cranbourne Primary School,Bakewell St,CRANBOURNE,3977.0,A
VIC,Cranbourne South,Cranbourne South Primary School,Pearcedale Rd,CRANBOURNE SOUTH,3977.0,F
VIC,Crib Point,Crib Point Primary School,Milne Street,CRIB POINT,3919.0,F
VIC,Dalyston,Powlett River Primary School,Daly Street,DALYSTON,3992.0,F
VIC,Devon Meadows,Devon Meadows Community Hall,Cnr Worthing & Cross Rds,DEVON MEADOWS,3977.0,F
VIC,Dromana,Dromana Primary School,McCulloch Street,DROMANA,3936.0,F
VIC,Dromana Beach,Dromana Community Hall,Hodgkinson Street,DROMANA,3936.0,A
VIC,Flinders,Flinders Public Hall,Cook Street,FLINDERS,3929.0,F
VIC,Glen Alvie,Glen Alvie Community Centre,Grantville-Glen Alvie Rd,GLEN ALVIE,3979.0,F
VIC,Grantville,Grantville Hall,Bass Hwy,GRANTVILLE,3984.0,F
VIC,Hastings,Hastings Hall,High St,HASTINGS,3915.0,F
VIC,Kernot,Kernot Community Centre,Kernot-Loch Rd,KERNOT,3979.0,F
VIC,Kilcunda,Kilcunda Community Hall,Bass Hwy,KILCUNDA,3979.0,F
VIC,Kooweerup,Kooweerup Secondary College,Rossiter Rd,KOOWEERUP,3981.0,F
VIC,Lang Lang,Lang Lang Primary School,52 Westernport Road,LANG LANG,3984.0,N
VIC,McCrae,St Katherine's Church of England,Bartels Street,MCCRAE,3938.0,A
VIC,Main Ridge,Main Ridge Hall,Main Creek Rd,MAIN RIDGE,3928.0,F
VIC,Merricks North,Fenton Hall,Cnr Mrcks & Btrn-Dromana Rds,MERRICKS NORTH,3926.0,A
VIC,Moorooduc,Moorooduc Primary School,Cnr Derril & M'ton-Tyabb Rds,MOOROODUC,3933.0,A
VIC,Mt Martha,Mt Martha House Community Centre,Cnr Esplanade & Dominion Rd,MT MARTHA,3934.0,F
VIC,Mt Martha North,Osborne Primary School,Craigie Rd,MT MARTHA,3934.0,F
VIC,Newhaven,Newhaven Hall,Cnr Fowler Gr & Cleeland St,NEWHAVEN,3925.0,F
VIC,Nyora,Nyora Primary School,Grundy Ave,NYORA,3987.0,F
VIC,Pearcedale,Pearcedale Primary School,Baxter-Tooradin Rd,PEARCEDALE,3912.0,F
VIC,Portsea,Park at Point Nepean Visitors Centre,End of Point Nepean Rd,PORTSEA,3944.0,F
VIC,Red Hill,Red Hill Consolidated School,Mornington-Flinders Rd,RED HILL,3937.0,N
VIC,Rhyll,Rhyll Mechanics Institute,Lock Rd,RHYLL,3923.0,A
VIC,Rosebud,Rosebud Memorial Hall,Point Nepean Rd,ROSEBUD,3939.0,F
VIC,Rosebud East,Rosebud Primary School,Cnr Point Nepean & Jetty Rds,ROSEBUD,3939.0,A
VIC,Rosebud South,Waterfall Gully Community Centre,Cnr Bayview Rd & Nixon St,ROSEBUD SOUTH,3939.0,F
VIC,Rosebud West,Rosebud Secondary College,Cnr Boneo & Eastbourne Rds,ROSEBUD,3939.0,F
VIC,Rye,Rye Civic Hall/Citizens Hall,Napier St,RYE,3941.0,A
VIC,Rye South,St Andrews Recreational Club,99 Bass Meadows Blvd,RYE,3941.0,F
VIC,Safety Beach,Coast Guard Building,Marine Drive,SAFETY BEACH,3936.0,A
VIC,San Remo,San Remo Recreation Centre,Wynne Rd Extension,SAN REMO,3925.0,F
VIC,Shoreham,Shoreham Hall,Byrnes Rd,SHOREHAM,3916.0,A
VIC,Somers,Somers Primary School,87 Camp Hill Rd,SOMERS,3927.0,A
VIC,Somerville East,Somerville Primary School,Eramosa Rd East,SOMERVILLE,3912.0,F
VIC,Somerville West,Somerville Rise Primary School,Blacks Camp Rd,SOMERVILLE,3912.0,F
VIC,Sorrento,Sorrento Primary School,Kerferd Ave,SORRENTO,3943.0,N
VIC,Tooradin,Tooradin Primary School,Bayview Road,TOORADIN,3980.0,N
VIC,Tootgarook,Tootgarook Primary School,Carmichael St,TOOTGAROOK,3941.0,A
VIC,Tyabb,Tyabb Pre-School,Frankston-Flinders Rd,TYABB,3913.0,A
VIC,West Park,Hastings West Park Primary School,Stalwart Ave,HASTINGS,3915.0,A
VIC,Albion,Albion Primary School,Adelaide St,SUNSHINE,3020.0,F
VIC,Altona East,Altona East Primary School,15 Marion Street,ALTONA NORTH,3025.0,N
VIC,Altona Gate,Altona Gate Primary School,430 Blackshaws Road,ALTONA NORTH,3025.0,A
VIC,Altona North,Bayside Secondary College - Altona North Campus,240 Millers Road,ALTONA NORTH,3025.0,A
VIC,Ardeer,Ardeer Primary School,Suspension Street,ARDEER,3022.0,F
VIC,Ardeer East,St Paul's Community Centre,200 Glengala Rd,ARDEER,3022.0,F
VIC,Braybrook,D. J. Evans Hall,Cnr Churchill Ave & Ravenhall St,BRAYBROOK,3019.0,F
VIC,Brooklyn,Driver Education Centre of Australia,29 Millers Rd,BROOKLYN,3025.0,A
VIC,Footscray,Gilmore College for Girls,298 Barkly St,FOOTSCRAY,3011.0,A
VIC,Footscray Central,Macedonian Church Hall,83 Victoria Street,FOOTSCRAY,3011.0,N
VIC,Footscray East,Angliss Senior Citizens,Vipont St,FOOTSCRAY,3011.0,F
VIC,Footscray North,St John's Catholic School,Eleanor St,FOOTSCRAY,3011.0,N
VIC,Footscray South,Footscray City Primary School,Hyde Street,FOOTSCRAY,3011.0,A
VIC,Footscray West,Footscray West Primary School,15 Argyle Street,FOOTSCRAY WEST,3012.0,A
VIC,Glengala,Sunshine Heights Primary School,Oldfield St,SUNSHINE WEST,3020.0,F
VIC,Kingsville,Kingsville Primary School,58 Bishop Street,YARRAVILLE,3013.0,F
VIC,Kingsville South,Wembley Primary School,Wembley Avenue,SPOTSWOOD,3015.0,F
VIC,Kingsville West,Uniting Church Hall - Footscray West,2 Ormond Road,FOOTSCRAY WEST,3012.0,F
VIC,Maidstone,Catholic Parish Centre,1 Lyons Street,MAIDSTONE,3012.0,F
VIC,Maidstone East,Maribyrnong Secondary College,River St,MAIDSTONE,3012.0,A
VIC,Maribyrnong,Maribyrnong Community Centre,Randall Street,MARIBYRNONG,3032.0,F
