state,electorate,polling_place,polling_place_raw,yes_or_no,yes_n,yes_p,no_n,no_p,formal_n,formal_p,informal_n,informal_p,total_n,total_p
SA,Port Adelaide,Croydon,Croydon (Port Adelaide),Yes,615,0.6206,376,0.37939999999999996,991,0.9822,18,0.0178,1009,0.012199999999999999
SA,Port Adelaide,Croydon Park West,Croydon Park West (Port Adelaide),No,178,0.44060000000000005,226,0.5594,404,0.9806,8,0.0194,412,0.005
SA,Port Adelaide,Ethelton,Ethelton,No,457,0.49670000000000003,463,0.5033,920,0.9861,13,0.0139,933,0.0113
SA,Port Adelaide,Ferryden Park,Ferryden Park,No,445,0.3921,690,0.6079,1135,0.9852,17,0.0148,1152,0.013999999999999999
SA,Port Adelaide,Findon,Findon,Yes,887,0.5133,841,0.4867,1728,0.9869,23,0.0131,1751,0.0212
SA,Port Adelaide,Findon North,Findon North,No,569,0.48719999999999997,599,0.5128,1168,0.9915,10,0.0085,1178,0.0143
SA,Port Adelaide,Grange,Grange,Yes,1726,0.5227,1576,0.47729999999999995,3302,0.9906999999999999,31,0.009300000000000001,3333,0.0404
SA,Port Adelaide,Kilkenny,Kilkenny,Yes,598,0.5344,521,0.4656,1119,0.9894,12,0.0106,1131,0.0137
SA,Port Adelaide,Largs Bay,Largs Bay,No,1470,0.44170000000000004,1858,0.5583,3328,0.9911,30,0.0089,3358,0.0407
SA,Port Adelaide,Largs Bay Central,Largs Bay Central,Yes,449,0.5155,422,0.48450000000000004,871,0.9909,8,0.0091,879,0.010700000000000001
SA,Port Adelaide,Mansfield Park,Mansfield Park,No,845,0.4316,1113,0.5684,1958,0.9761,48,0.0239,2006,0.024300000000000002
SA,Port Adelaide,North Haven,North Haven,No,1205,0.47479999999999994,1333,0.5252,2538,0.9945,14,0.0055000000000000005,2552,0.030899999999999997
SA,Port Adelaide,Ottoway,Ottoway,Yes,833,0.5033,822,0.49670000000000003,1655,0.9856999999999999,24,0.0143,1679,0.0203
SA,Port Adelaide,Pennington,Pennington,Yes,844,0.5265,759,0.47350000000000003,1603,0.9906999999999999,15,0.009300000000000001,1618,0.0196
SA,Port Adelaide,Port Adelaide,Port Adelaide,Yes,315,0.5139,298,0.4861,613,0.9919,5,0.008100000000000001,618,0.0075
SA,Port Adelaide,Queenstown,Queenstown,No,764,0.445,953,0.555,1717,0.9856,25,0.0144,1742,0.021099999999999997
SA,Port Adelaide,Rosewater,Rosewater,No,914,0.43170000000000003,1203,0.5683,2117,0.9887999999999999,24,0.011200000000000002,2141,0.0259
SA,Port Adelaide,Royal Park,Royal Park,No,939,0.47619999999999996,1033,0.5238,1972,0.9884999999999999,23,0.0115,1995,0.0242
SA,Port Adelaide,Royal Park South,Royal Park South,No,866,0.4696,978,0.5304,1844,0.9872,24,0.0128,1868,0.0226
SA,Port Adelaide,Seaton,Seaton,No,1040,0.47340000000000004,1157,0.5266,2197,0.9817,41,0.0183,2238,0.0271
SA,Port Adelaide,Seaton Park,Seaton Park,No,1176,0.48100000000000004,1269,0.519,2445,0.9895,26,0.0105,2471,0.029900000000000003
SA,Port Adelaide,Seaton West,Seaton West,No,696,0.4833,744,0.5167,1440,0.9904000000000001,14,0.0096,1454,0.0176
SA,Port Adelaide,Semaphore,Semaphore,Yes,1103,0.568,839,0.43200000000000005,1942,0.9918,16,0.008199999999999999,1958,0.023700000000000002
SA,Port Adelaide,Semaphore Park,Semaphore Park,No,631,0.45630000000000004,752,0.5437,1383,0.9928,10,0.0072,1393,0.0169
SA,Port Adelaide,Semaphore Park South,Semaphore Park South,No,497,0.4011,742,0.5989,1239,0.9887999999999999,14,0.011200000000000002,1253,0.0152
SA,Port Adelaide,Semaphore South,Semaphore South,No,631,0.4843,672,0.5157,1303,0.9894,14,0.0106,1317,0.016
SA,Port Adelaide,Taperoo,Taperoo,No,1092,0.4082,1583,0.5918,2675,0.9915,23,0.0085,2698,0.0327
SA,Port Adelaide,Taperoo East,Taperoo East,No,519,0.36829999999999996,890,0.6317,1409,0.9881,17,0.011899999999999999,1426,0.0173
SA,Port Adelaide,Virginia,Virginia (Port Adelaide),No,192,0.3772,317,0.6228,509,0.9788,11,0.0212,520,0.0063
SA,Port Adelaide,West Croydon,West Croydon,Yes,1143,0.5820000000000001,821,0.418,1964,0.9879000000000001,24,0.0121,1988,0.0241
SA,Port Adelaide,West Lakes Shore,West Lakes Shore,Yes,2336,0.5153,2197,0.48469999999999996,4533,0.9928,33,0.0072,4566,0.0553
SA,Port Adelaide,Woodville,Woodville,Yes,863,0.536,747,0.46399999999999997,1610,0.9914000000000001,14,0.0086,1624,0.0197
SA,Port Adelaide,Woodville Gardens,Woodville Gardens,No,1280,0.4673,1459,0.5327000000000001,2739,0.9817,51,0.0183,2790,0.0338
SA,Port Adelaide,Woodville North,Woodville North,No,606,0.4556,724,0.5444,1330,0.9845,21,0.0155,1351,0.016399999999999998
SA,Port Adelaide,Woodville South,Woodville South,No,887,0.48979999999999996,924,0.5102,1811,0.9891,20,0.0109,1831,0.0222
SA,Port Adelaide,Woodville West,Woodville West,No,759,0.4094,1095,0.5906,1854,0.9856,27,0.0144,1881,0.022799999999999997
SA,Port Adelaide,Special Hospitals,Special Hospitals,No,166,0.37810000000000005,273,0.6219,439,0.9799,9,0.020099999999999996,448,0.0054
SA,Port Adelaide,Total Ordinary,Total Ordinary,No,33698,0.48009999999999997,36486,0.5199,70184,0.9882,840,0.0118,71024,0.8606999999999999
SA,Port Adelaide,ABSENT,ABSENT,No,2426,0.47759999999999997,2654,0.5224,5080,0.9912000000000001,45,0.0088,5125,0.0621
SA,Port Adelaide,POSTAL,POSTAL,No,1154,0.3522,2123,0.6478,3277,0.9915,28,0.0085,3305,0.0401
SA,Port Adelaide,PRE_POLL,PRE_POLL,No,1362,0.4951,1389,0.5049,2751,0.9942,16,0.0058,2767,0.0335
SA,Port Adelaide,PROVISIONAL,PROVISIONAL,No,145,0.49829999999999997,146,0.5017,291,0.9798,6,0.0202,297,0.0036
SA,Port Adelaide,Division Summary,Division Summary,No,38785,0.4754,42798,0.5246,81583,0.9887,935,0.0113,82518,0.9559000000000001
NSW,Page,Bentley,Bentley,No,92,0.43810000000000004,118,0.5619,210,1.0,0,0.0,210,0.0027
NSW,Page,Bexhill,Bexhill,No,206,0.43189999999999995,271,0.5681,477,0.9979,1,0.0021,478,0.0060999999999999995
NSW,Page,Bonalbo,Bonalbo,No,110,0.2588,315,0.7412000000000001,425,0.9884000000000001,5,0.0116,430,0.0055000000000000005
NSW,Page,Broadwater,Broadwater,No,140,0.38670000000000004,222,0.6133,362,0.9918,3,0.008199999999999999,365,0.004699999999999999
NSW,Page,Brooms Head,Brooms Head,No,84,0.45899999999999996,99,0.541,183,1.0,0,0.0,183,0.0024
NSW,Page,Caniaba,Caniaba,No,77,0.3169,166,0.6831,243,1.0,0,0.0,243,0.0031
NSW,Page,Casino,Casino,No,1213,0.33,2463,0.67,3676,0.9884000000000001,43,0.0116,3719,0.0478
NSW,Page,Casino High,Casino High,No,260,0.3125,572,0.6875,832,0.9940000000000001,5,0.006,837,0.0108
NSW,Page,Casino Hospital,Casino Hospital,No,177,0.30519999999999997,403,0.6948000000000001,580,0.9881,7,0.011899999999999999,587,0.0076
NSW,Page,Casino South,Casino South,No,327,0.3389,638,0.6611,965,0.9928,7,0.0072,972,0.0125
NSW,Page,Casino West,Casino West,No,196,0.26239999999999997,551,0.7376,747,1.0,0,0.0,747,0.0096
NSW,Page,Cawongla,Cawongla,Yes,259,0.6675,129,0.3325,388,0.9948999999999999,2,0.0051,390,0.005
NSW,Page,Chatsworth Island,Chatsworth Island,No,115,0.3134,252,0.6866,367,0.9919,3,0.008100000000000001,370,0.0048
NSW,Page,Clovass,Clovass,No,51,0.21789999999999998,183,0.7820999999999999,234,1.0,0,0.0,234,0.003
NSW,Page,Clunes,Clunes,Yes,200,0.5698,151,0.4302,351,0.9915,3,0.0085,354,0.0046
NSW,Page,Copmanhurst,Copmanhurst,No,105,0.3281,215,0.6718999999999999,320,0.9969,1,0.0031,321,0.0040999999999999995
NSW,Page,Coraki,Coraki,No,306,0.3297,622,0.6703,928,0.9956999999999999,4,0.0043,932,0.012
NSW,Page,Corindi,Corindi,No,248,0.40130000000000005,370,0.5987,618,1.0,0,0.0,618,0.008
NSW,Page,Corndale,Corndale,No,63,0.49219999999999997,65,0.5078,128,0.9845999999999999,2,0.0154,130,0.0017000000000000001
NSW,Page,Coutts Crossing,Coutts Crossing,No,235,0.315,511,0.685,746,0.9947,4,0.0053,750,0.0096
NSW,Page,Cowper,Cowper,No,123,0.3361,243,0.6639,366,0.9973000000000001,1,0.0027,367,0.004699999999999999
NSW,Page,Drake,Drake,No,64,0.4384,82,0.5616,146,0.9932,1,0.0068000000000000005,147,0.0019
NSW,Page,Dundurrabin,Dundurrabin,No,59,0.45039999999999997,72,0.5496,131,0.985,2,0.015,133,0.0017000000000000001
NSW,Page,Dunoon,Dunoon,No,285,0.47740000000000005,312,0.5226,597,0.9917,5,0.0083,602,0.0077
NSW,Page,Eltham,Eltham,No,95,0.47979999999999995,103,0.5202,198,1.0,0,0.0,198,0.0025
NSW,Page,Evans Head,Evans Head,No,634,0.40149999999999997,945,0.5985,1579,0.9937,10,0.0063,1589,0.0204
NSW,Page,Fairy Hill,Fairy Hill,No,114,0.2815,291,0.7184999999999999,405,1.0,0,0.0,405,0.0052
NSW,Page,Gillwinga,Gillwinga,No,278,0.431,367,0.569,645,0.9969,2,0.0031,647,0.0083
NSW,Page,Glenreagh,Glenreagh,No,151,0.34630000000000005,285,0.6537000000000001,436,0.982,8,0.018000000000000002,444,0.005699999999999999
NSW,Page,Goolmangar,Goolmangar,No,184,0.435,239,0.565,423,0.9906,4,0.009399999999999999,427,0.0055000000000000005
NSW,Page,Goonellabah,Goonellabah,No,1002,0.4042,1477,0.5958,2479,0.9944,14,0.005600000000000001,2493,0.0321
NSW,Page,Goonellabah South,Goonellabah South,No,698,0.3785,1146,0.6214999999999999,1844,0.9951000000000001,9,0.0049,1853,0.023799999999999998
NSW,Page,Grafton,Grafton,No,780,0.39880000000000004,1176,0.6012,1956,0.9894,21,0.0106,1977,0.0254
NSW,Page,Grafton East,Grafton East,No,562,0.38079999999999997,914,0.6192,1476,0.9893000000000001,16,0.010700000000000001,1492,0.0192
NSW,Page,Grafton Hospital,Grafton Hospital,No,119,0.37420000000000003,199,0.6258,318,0.9969,1,0.0031,319,0.0040999999999999995
NSW,Page,Grafton North,Grafton North,No,692,0.3531,1268,0.6469,1960,0.9944,11,0.005600000000000001,1971,0.0254
NSW,Page,Grafton South,Grafton South,No,364,0.3098,811,0.6901999999999999,1175,0.9906999999999999,11,0.009300000000000001,1186,0.015300000000000001
NSW,Page,Grevillia,Grevillia,No,36,0.2118,134,0.7881999999999999,170,1.0,0,0.0,170,0.0022
NSW,Page,Gulmarrad,Gulmarrad,No,170,0.44270000000000004,214,0.5573,384,0.9922,3,0.0078000000000000005,387,0.005
NSW,Page,Gundurimba South,Gundurimba South,No,32,0.2712,86,0.7288,118,1.0,0,0.0,118,0.0015
NSW,Page,Harwood Island,Harwood Island,No,96,0.3189,205,0.6811,301,0.9967,1,0.0033,302,0.0039000000000000003
NSW,Page,Horseshoe Creek,Horseshoe Creek,No,57,0.3775,94,0.6225,151,0.9869,2,0.0131,153,0.002
NSW,Page,Iluka,Iluka,No,412,0.3564,744,0.6436,1156,0.9948,6,0.0052,1162,0.015
NSW,Page,Jiggi,Jiggi,Yes,126,0.5431,106,0.4569,232,0.9706999999999999,7,0.029300000000000003,239,0.0031
NSW,Page,Junction Hill,Junction Hill,No,279,0.38170000000000004,452,0.6183,731,0.9973000000000001,2,0.0027,733,0.009399999999999999
NSW,Page,Kyogle,Kyogle,No,721,0.3246,1500,0.6754000000000001,2221,0.9902,22,0.0098,2243,0.028900000000000002
NSW,Page,Kyogle Hospital,Kyogle Hospital,No,126,0.3569,227,0.6431,353,0.9833,6,0.0167,359,0.0046
NSW,Page,Lawrence,Lawrence,No,213,0.377,352,0.623,565,0.9947,3,0.0053,568,0.0073
NSW,Page,Leeville,Leeville,No,88,0.2895,216,0.7105,304,0.9806,6,0.0194,310,0.004
NSW,Page,Legume,Legume,No,32,0.2162,116,0.7837999999999999,148,0.9867,2,0.013300000000000001,150,0.0019
NSW,Page,Lismore,Lismore,No,1126,0.46259999999999996,1308,0.5374,2434,0.9822,44,0.0178,2478,0.0319
NSW,Page,Lismore Central,Lismore Central,No,788,0.4707,886,0.5293,1674,0.9941,10,0.0059,1684,0.0217
NSW,Page,Lismore East,Lismore East,No,745,0.4362,963,0.5638000000000001,1708,0.9936,11,0.0064,1719,0.022099999999999998
NSW,Page,Lismore Heights,Lismore Heights,No,379,0.47200000000000003,424,0.528,803,0.9963,3,0.0037,806,0.0104
NSW,Page,Lismore Hospital,Lismore Hospital,No,133,0.408,193,0.5920000000000001,326,0.9939,2,0.0060999999999999995,328,0.0042
NSW,Page,Lismore North,Lismore North,No,224,0.41479999999999995,316,0.5852,540,0.9982,1,0.0018,541,0.006999999999999999
NSW,Page,Lismore St Vincents Hospital,Lismore St Vincents Hospital,No,262,0.4389,335,0.5611,597,0.9917,5,0.0083,602,0.0077
NSW,Page,Lismore South,Lismore South,No,696,0.4068,1015,0.5932,1711,0.9902,17,0.0098,1728,0.0222
NSW,Page,Liston,Liston,No,43,0.3116,95,0.6884,138,1.0,0,0.0,138,0.0018
NSW,Page,Maclean,Maclean,No,640,0.3663,1107,0.6336999999999999,1747,0.9943000000000001,10,0.005699999999999999,1757,0.0226
NSW,Page,Maclean Hospital,Maclean Hospital,No,185,0.34130000000000005,357,0.6587000000000001,542,0.9963,2,0.0037,544,0.006999999999999999
NSW,Page,Mallanganee,Mallanganee,No,70,0.2929,169,0.7071,239,0.9876,3,0.0124,242,0.0031
NSW,Page,Modanville,Modanville,No,118,0.4229,161,0.5771000000000001,279,0.9964,1,0.0036,280,0.0036
NSW,Page,Nimbin,Nimbin,Yes,617,0.6529,328,0.3471,945,0.9732,26,0.0268,971,0.0125
NSW,Page,Nymboida,Nymboida,No,54,0.44630000000000003,67,0.5537,121,0.9918,1,0.008199999999999999,122,0.0016
NSW,Page,Palmers Island,Palmers Island,No,215,0.3601,382,0.6399,597,0.99,6,0.01,603,0.0078000000000000005
NSW,Page,Pound Hill,Pound Hill,No,563,0.39020000000000005,880,0.6098,1443,0.9911,13,0.0089,1456,0.0187
NSW,Page,Rappville,Rappville,No,32,0.2162,116,0.7837999999999999,148,0.9933,1,0.0067,149,0.0019
NSW,Page,Red Rock,Red Rock,No,76,0.46630000000000005,87,0.5337,163,1.0,0,0.0,163,0.0021
NSW,Page,Rosebank,Rosebank,Yes,165,0.7301000000000001,61,0.2699,226,0.9912000000000001,2,0.0088,228,0.0029
NSW,Page,Southgate,Southgate,No,38,0.33039999999999997,77,0.6696,115,1.0,0,0.0,115,0.0015
NSW,Page,Sydney,Sydney (Page),No,8,0.3333,16,0.6667000000000001,24,0.96,1,0.04,25,0.0003
NSW,Page,Tabulam,Tabulam,No,123,0.33880000000000005,240,0.6612,363,0.9918,3,0.008199999999999999,366,0.004699999999999999
NSW,Page,The Channon,The Channon,Yes,285,0.6867,130,0.31329999999999997,415,0.9742000000000001,11,0.0258,426,0.0055000000000000005
NSW,Page,Tregeagle,Tregeagle,No,157,0.3945,241,0.6054999999999999,398,1.0,0,0.0,398,0.0051
NSW,Page,Tucabia,Tucabia,No,104,0.3161,225,0.6839,329,0.997,1,0.003,330,0.0042
NSW,Page,Ulmarra,Ulmarra,No,143,0.2432,445,0.7568,588,0.9983,1,0.0017000000000000001,589,0.0076
NSW,Page,Urbenville,Urbenville,No,44,0.19210000000000002,185,0.8079000000000001,229,0.9956999999999999,1,0.0043,230,0.003
NSW,Page,Vere Street,Vere Street,No,793,0.3247,1649,0.6753,2442,0.9883,29,0.011699999999999999,2471,0.0318
NSW,Page,Waterview Heights,Waterview Heights,No,292,0.3322,587,0.6678000000000001,879,0.991,8,0.009000000000000001,887,0.011399999999999999
NSW,Page,Westlawn,Westlawn,No,326,0.3442,621,0.6557999999999999,947,0.9937,6,0.0063,953,0.0123
NSW,Page,Whiporie,Whiporie,No,35,0.307,79,0.693,114,0.9743999999999999,3,0.0256,117,0.0015
NSW,Page,Wiangaree,Wiangaree,No,113,0.34240000000000004,217,0.6576000000000001,330,0.997,1,0.003,331,0.0043
NSW,Page,Woodburn,Woodburn,No,271,0.32689999999999997,558,0.6731,829,0.9964,3,0.0036,832,0.010700000000000001
NSW,Page,Woodenbong,Woodenbong,No,70,0.2006,279,0.7994,349,1.0,0,0.0,349,0.0045000000000000005
NSW,Page,Wooli,Wooli,No,171,0.35700000000000004,308,0.643,479,0.9917,4,0.0083,483,0.0062
NSW,Page,Woombah,Woombah,No,136,0.37670000000000003,225,0.6233,361,0.9945,2,0.0055000000000000005,363,0.004699999999999999
NSW,Page,Wyrallah,Wyrallah,No,127,0.3608,225,0.6392,352,0.9944,2,0.005600000000000001,354,0.0046
NSW,Page,Yamba,Yamba,No,906,0.43579999999999997,1173,0.5642,2079,0.9976,5,0.0024,2084,0.0268
NSW,Page,Yamba West,Yamba West,No,352,0.4107,505,0.5893,857,0.993,6,0.006999999999999999,863,0.0111
NSW,Page,Special Hospitals,Special Hospitals,No,148,0.3296,301,0.6704000000000001,449,0.9719,13,0.0281,462,0.0059
NSW,Page,Total Ordinary,Total Ordinary,No,24857,0.38170000000000004,40263,0.6183,65120,0.992,524,0.008,65644,0.8445999999999999
NSW,Page,ABSENT,ABSENT,No,1837,0.4815,1978,0.5185,3815,0.993,27,0.006999999999999999,3842,0.049400000000000006
NSW,Page,POSTAL,POSTAL,No,950,0.335,1886,0.665,2836,0.9972,8,0.0028000000000000004,2844,0.0366
NSW,Page,PRE_POLL,PRE_POLL,No,2103,0.4311,2775,0.5689,4878,0.9954999999999999,22,0.0045000000000000005,4900,0.063
NSW,Page,PROVISIONAL,PROVISIONAL,No,178,0.364,311,0.636,489,0.9899,5,0.0101,494,0.0064
NSW,Page,Division Summary,Division Summary,No,29925,0.38789999999999997,47213,0.6121,77138,0.9925,586,0.0075,77724,0.9586
NSW,Parkes,Alectown,Alectown,No,35,0.24309999999999998,109,0.7569,144,0.9863,2,0.0137,146,0.002
NSW,Parkes,Alma,Alma,No,811,0.4172,1133,0.5828,1944,0.9843000000000001,31,0.015700000000000002,1975,0.0264
NSW,Parkes,Ballimore,Ballimore,No,21,0.2414,66,0.7585999999999999,87,0.9886,1,0.011399999999999999,88,0.0012
NSW,Parkes,Bedgerebong,Bedgerebong,No,29,0.1959,119,0.8040999999999999,148,1.0,0,0.0,148,0.002
NSW,Parkes,Bogan Gate,Bogan Gate,No,35,0.1804,159,0.8195999999999999,194,1.0,0,0.0,194,0.0026
NSW,Parkes,Bourke,Bourke,No,376,0.2618,1060,0.7382,1436,0.9897,15,0.0103,1451,0.0194
NSW,Parkes,Brewarrina,Brewarrina,No,173,0.3073,390,0.6927,563,0.9843000000000001,9,0.015700000000000002,572,0.0077
NSW,Parkes,Broken Hill,Broken Hill,No,581,0.425,786,0.575,1367,0.9891,15,0.0109,1382,0.018500000000000003
NSW,Parkes,Broken Hill Hospital,Broken Hill Hospital,No,150,0.419,208,0.581,358,0.9972,1,0.0028000000000000004,359,0.0048
NSW,Parkes,Broken Hill North,Broken Hill North,No,839,0.3569,1512,0.6431,2351,0.9915999999999999,20,0.0084,2371,0.0317
NSW,Parkes,Broken Hill West,Broken Hill West,No,432,0.3881,681,0.6119,1113,0.9964,4,0.0036,1117,0.015
NSW,Parkes,Burcher,Burcher,No,6,0.0882,62,0.9118,68,1.0,0,0.0,68,0.0009
NSW,Parkes,Churchill Gardens,Churchill Gardens,No,432,0.2876,1070,0.7123999999999999,1502,0.9887999999999999,17,0.011200000000000002,1519,0.0203
NSW,Parkes,Cobar,Cobar,No,580,0.2565,1681,0.7434999999999999,2261,0.9921,18,0.0079,2279,0.0305
NSW,Parkes,Collie,Collie,No,15,0.20829999999999999,57,0.7917000000000001,72,1.0,0,0.0,72,0.001
NSW,Parkes,Condobolin,Condobolin,No,532,0.2681,1452,0.7319,1984,0.9904999999999999,19,0.0095,2003,0.0268
NSW,Parkes,Cookamidgera,Cookamidgera,No,19,0.27940000000000004,49,0.7206,68,1.0,0,0.0,68,0.0009
NSW,Parkes,Coolabah,Coolabah,No,4,0.08,46,0.92,50,1.0,0,0.0,50,0.0007000000000000001
NSW,Parkes,Dubbo,Dubbo,No,786,0.3372,1545,0.6628000000000001,2331,0.9936,15,0.0064,2346,0.031400000000000004
NSW,Parkes,Dubbo East,Dubbo East,No,911,0.33240000000000003,1830,0.6676000000000001,2741,0.992,22,0.008,2763,0.037000000000000005
NSW,Parkes,Dubbo Grove,Dubbo Grove,No,693,0.2743,1833,0.7256999999999999,2526,0.9941,15,0.0059,2541,0.034
NSW,Parkes,Dubbo Hospital,Dubbo Hospital,No,49,0.2487,148,0.7513,197,0.9948999999999999,1,0.0051,198,0.0027
NSW,Parkes,Dubbo North,Dubbo North,No,566,0.2622,1593,0.7378,2159,0.9945,12,0.0055000000000000005,2171,0.0291
NSW,Parkes,Dubbo South,Dubbo South,No,551,0.3132,1208,0.6868000000000001,1759,0.9965999999999999,6,0.0034000000000000002,1765,0.0236
NSW,Parkes,Dubbo West,Dubbo West,No,532,0.2716,1427,0.7284,1959,0.9869,26,0.0131,1985,0.026600000000000002
NSW,Parkes,Emmagool,Emmagool,No,19,0.1759,89,0.8240999999999999,108,1.0,0,0.0,108,0.0014000000000000002
NSW,Parkes,Enngonia,Enngonia,No,15,0.2419,47,0.7581,62,0.9841,1,0.0159,63,0.0008
NSW,Parkes,Euabalong,Euabalong,No,29,0.21969999999999998,103,0.7803,132,0.9851000000000001,2,0.0149,134,0.0018
NSW,Parkes,Eumungerie,Eumungerie,No,24,0.16899999999999998,118,0.831,142,1.0,0,0.0,142,0.0019
NSW,Parkes,Excelsior,Excelsior,No,542,0.3582,971,0.6418,1513,0.9908,14,0.0092,1527,0.0204
NSW,Parkes,Fifield,Fifield,No,14,0.22219999999999998,49,0.7778,63,1.0,0,0.0,63,0.0008
NSW,Parkes,Forbes,Forbes,No,1007,0.297,2384,0.703,3391,0.9875,43,0.0125,3434,0.046
NSW,Parkes,Forbes Hospital,Forbes Hospital,No,105,0.3387,205,0.6613,310,0.9968,1,0.0032,311,0.0042
NSW,Parkes,Forbes North,Forbes North,No,374,0.3114,827,0.6886,1201,0.986,17,0.013999999999999999,1218,0.0163
NSW,Parkes,Forbes South,Forbes South,No,116,0.28859999999999997,286,0.7114,402,0.9975,1,0.0025,403,0.0054
NSW,Parkes,Garema,Garema,No,10,0.1333,65,0.8667,75,1.0,0,0.0,75,0.001
NSW,Parkes,Girilambone,Girilambone,No,17,0.25370000000000004,50,0.7463,67,1.0,0,0.0,67,0.0009
NSW,Parkes,Goodooga,Goodooga,No,36,0.2466,110,0.7534000000000001,146,0.9932,1,0.0068000000000000005,147,0.002
NSW,Parkes,Gunningbland,Gunningbland,No,11,0.16920000000000002,54,0.8308,65,1.0,0,0.0,65,0.0009
NSW,Parkes,Hermidale,Hermidale,No,12,0.1446,71,0.8554,83,1.0,0,0.0,83,0.0011
NSW,Parkes,Hillside,Hillside,No,596,0.37020000000000003,1014,0.6297999999999999,1610,0.9871,21,0.0129,1631,0.0218
NSW,Parkes,Ivanhoe,Ivanhoe,No,34,0.2208,120,0.7792,154,1.0,0,0.0,154,0.0021
NSW,Parkes,Lake Cargelligo,Lake Cargelligo,No,238,0.2784,617,0.7216,855,0.9895999999999999,9,0.0104,864,0.0116
NSW,Parkes,Lourdes Hospital,Lourdes Hospital,No,146,0.3259,302,0.6740999999999999,448,0.9890000000000001,5,0.011000000000000001,453,0.0060999999999999995
NSW,Parkes,Louth,Louth,No,10,0.12990000000000002,67,0.8701000000000001,77,1.0,0,0.0,77,0.001
NSW,Parkes,Menindee,Menindee,No,136,0.3505,252,0.6495000000000001,388,0.9873000000000001,5,0.0127,393,0.0053
NSW,Parkes,Morgan Street,Morgan Street,No,541,0.3917,840,0.6083,1381,0.9878,17,0.012199999999999999,1398,0.0187
NSW,Parkes,Murrin Bridge,Murrin Bridge,No,22,0.37929999999999997,36,0.6207,58,1.0,0,0.0,58,0.0008
NSW,Parkes,Narromine,Narromine,No,652,0.2585,1870,0.7415,2522,0.9929000000000001,18,0.0070999999999999995,2540,0.034
NSW,Parkes,Nevertire,Nevertire,No,46,0.30260000000000004,106,0.6973999999999999,152,0.987,2,0.013000000000000001,154,0.0021
NSW,Parkes,Nymagee,Nymagee,No,12,0.15,68,0.85,80,1.0,0,0.0,80,0.0011
NSW,Parkes,Nyngan,Nyngan,No,353,0.2347,1151,0.7653,1504,0.9895,16,0.0105,1520,0.0203
NSW,Parkes,Ootha,Ootha,No,4,0.09300000000000001,39,0.907,43,1.0,0,0.0,43,0.0006
NSW,Parkes,Orana Heights,Orana Heights,No,879,0.3179,1886,0.6820999999999999,2765,0.9932,19,0.0068000000000000005,2784,0.0373
NSW,Parkes,Parkes,Parkes,No,625,0.2989,1466,0.7011,2091,0.9937999999999999,13,0.0062,2104,0.0282
NSW,Parkes,Parkes East,Parkes East,No,351,0.3262,725,0.6738,1076,0.9954000000000001,5,0.0046,1081,0.014499999999999999
NSW,Parkes,Parkes High,Parkes High,No,174,0.3124,383,0.6876000000000001,557,0.9945999999999999,3,0.0054,560,0.0075
NSW,Parkes,Parkes Hospital,Parkes Hospital,No,238,0.32689999999999997,490,0.6731,728,0.9959,3,0.0040999999999999995,731,0.0098
NSW,Parkes,Parkes South,Parkes South,No,215,0.2974,508,0.7026,723,0.9959,3,0.0040999999999999995,726,0.0097
NSW,Parkes,Peak Hill,Peak Hill,No,194,0.25429999999999997,569,0.7456999999999999,763,0.9987,1,0.0013,764,0.0102
NSW,Parkes,Rees Avenue,Rees Avenue,No,250,0.2711,672,0.7289,922,0.9934999999999999,6,0.006500000000000001,928,0.0124
NSW,Parkes,Sydney,Sydney (Parkes),No,24,0.45280000000000004,29,0.5472,53,0.9815,1,0.018500000000000003,54,0.0007000000000000001
NSW,Parkes,Tibooburra,Tibooburra,No,21,0.253,62,0.747,83,1.0,0,0.0,83,0.0011
NSW,Parkes,Tilpa,Tilpa,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NSW,Parkes,Tomingley,Tomingley,No,44,0.2075,168,0.7925,212,1.0,0,0.0,212,0.0028000000000000004
NSW,Parkes,Tottenham,Tottenham,No,90,0.2267,307,0.7733,397,0.99,4,0.01,401,0.0054
NSW,Parkes,Trangie,Trangie,No,180,0.2211,634,0.7789,814,0.9939,5,0.0060999999999999995,819,0.011000000000000001
NSW,Parkes,Trundle,Trundle,No,113,0.22510000000000002,389,0.7748999999999999,502,0.998,1,0.002,503,0.0067
NSW,Parkes,Tullamore,Tullamore,No,70,0.2349,228,0.7651,298,0.9967,1,0.0033,299,0.004
NSW,Parkes,Tullibigeal,Tullibigeal,No,33,0.16670000000000001,165,0.8332999999999999,198,0.995,1,0.005,199,0.0027
NSW,Parkes,Wanaaring,Wanaaring,No,5,0.098,46,0.902,51,1.0,0,0.0,51,0.0007000000000000001
NSW,Parkes,Warren,Warren,No,390,0.2626,1095,0.7373999999999999,1485,0.9945999999999999,8,0.0054,1493,0.02
NSW,Parkes,Warroo,Warroo,No,24,0.2963,57,0.7037,81,1.0,0,0.0,81,0.0011
NSW,Parkes,Weilmoringle,Weilmoringle,No,6,0.1364,38,0.8636,44,1.0,0,0.0,44,0.0006
NSW,Parkes,White Cliffs,White Cliffs,No,25,0.2688,68,0.7312000000000001,93,1.0,0,0.0,93,0.0012
