state,polling_place,yes_n,no_n,formal_n,informal_n,total_n,yes_p,no_p,formal_p,informal_p
WA,Doubleview,2014,1801,3815,28,3843,0.5279,0.4721,0.9927,0.0073
WA,Doubleview North,965,1033,1998,16,2014,0.483,0.517,0.9921,0.0079
WA,Dowerin,114,324,438,6,444,0.2603,0.7397,0.9865,0.0135
WA,Dudinin,26,59,85,1,86,0.3059,0.6941,0.9884,0.0116
WA,Dumbleyung,88,259,347,2,349,0.2536,0.7464,0.9943,0.0057
WA,Duncraig,1475,1617,3092,26,3118,0.477,0.523,0.9917,0.0083
WA,Duncraig East,1118,1067,2185,14,2199,0.5117,0.4883,0.9936,0.0064
WA,Duncraig North,1147,1194,2341,21,2362,0.49,0.51,0.9911,0.0089
WA,Duncraig South,1077,863,1940,7,1947,0.5552,0.4448,0.9964,0.0036
WA,Dunsborough,742,900,1642,9,1651,0.4519,0.5481,0.9945,0.0055
WA,Duranillin,41,130,171,0,171,0.2398,0.7602,1.0,0.0
WA,Dwellingup,129,275,404,3,407,0.3193,0.6807,0.9926,0.0074
WA,East Fremantle,1516,911,2427,31,2458,0.6246,0.3754,0.9874,0.0126
WA,East Perth,321,269,590,4,594,0.5441,0.4559,0.9933,0.0067
WA,Eaton,907,1953,2860,15,2875,0.3171,0.6829,0.9948,0.0052
WA,Eden Hill,1173,1669,2842,39,2881,0.4127,0.5873,0.9865,0.0135
WA,Edgewater,1138,1458,2596,20,2616,0.4384,0.5616,0.9924,0.0076
WA,Elgin,37,117,154,1,155,0.2403,0.7597,0.9935,0.0065
WA,Elleker,135,246,381,2,383,0.3543,0.6457,0.9948,0.0052
WA,Ellenbrook,626,1097,1723,11,1734,0.3633,0.6367,0.9937,0.0063
WA,Embleton,756,1104,1860,27,1887,0.4065,0.5935,0.9857,0.0143
WA,Emu Point,94,202,296,1,297,0.3176,0.6824,0.9966,0.0034
WA,Eneabba,40,121,161,3,164,0.2484,0.7516,0.9817,0.0183
WA,Esperance,794,1697,2491,20,2511,0.3187,0.6813,0.992,0.008
WA,Exmouth,429,519,948,9,957,0.4525,0.5475,0.9906,0.0094
WA,Falcon,876,1386,2262,18,2280,0.3873,0.6127,0.9921,0.0079
WA,Ferguson,73,78,151,0,151,0.4834,0.5166,1.0,0.0
WA,Ferndale,395,598,993,7,1000,0.3978,0.6022,0.993,0.007
WA,Ferndale East,615,1010,1625,13,1638,0.3785,0.6215,0.9921,0.0079
WA,Fitzgerald,10,18,28,1,29,0.3571,0.6429,0.9655,0.0345
WA,Fitzroy Crossing,137,247,384,11,395,0.3568,0.6432,0.9722,0.0278
WA,Floreat,1136,940,2076,20,2096,0.5472,0.4528,0.9905,0.0095
WA,Floreat East,881,740,1621,11,1632,0.5435,0.4565,0.9933,0.0067
WA,Floreat North,576,446,1022,8,1030,0.5636,0.4364,0.9922,0.0078
WA,Forest Hill,25,62,87,1,88,0.2874,0.7126,0.9886,0.0114
WA,Forrest Park,298,187,485,6,491,0.6144,0.3856,0.9878,0.0122
WA,Forrestdale,269,657,926,15,941,0.2905,0.7095,0.9841,0.0159
WA,Forrestfield,961,1842,2803,28,2831,0.3428,0.6572,0.9901,0.0099
WA,Forrestfield North,1169,2193,3362,32,3394,0.3477,0.6523,0.9906,0.0094
WA,Frankland,39,147,186,1,187,0.2097,0.7903,0.9947,0.0053
WA,Fremantle,1190,657,1847,30,1877,0.6443,0.3557,0.984,0.016
WA,Gairdner River,18,52,70,0,70,0.2571,0.7429,1.0,0.0
WA,Gascoyne Junction,9,40,49,0,49,0.1837,0.8163,1.0,0.0
WA,Gelorup,510,673,1183,3,1186,0.4311,0.5689,0.9975,0.0025
WA,Geraldton,719,1319,2038,15,2053,0.3528,0.6472,0.9927,0.0073
WA,Geraldton Central,453,864,1317,9,1326,0.344,0.656,0.9932,0.0068
WA,Geraldton Regional Hospital,63,165,228,2,230,0.2763,0.7237,0.9913,0.0087
WA,Geraldton St John of God Hospital,112,311,423,2,425,0.2648,0.7352,0.9953,0.0047
WA,Gibson,33,133,166,0,166,0.1988,0.8012,1.0,0.0
WA,Gidgegannup,383,649,1032,9,1041,0.3711,0.6289,0.9914,0.0086
WA,Gingin,175,458,633,6,639,0.2765,0.7235,0.9906,0.0094
WA,Girrawheen,873,1233,2106,19,2125,0.4145,0.5855,0.9911,0.0089
WA,Girrawheen Central,206,371,577,5,582,0.357,0.643,0.9914,0.0086
WA,Girrawheen East,620,1030,1650,35,1685,0.3758,0.6242,0.9792,0.0208
WA,Glen Forrest,721,873,1594,17,1611,0.4523,0.5477,0.9894,0.0106
WA,Gnowangerup,102,379,481,4,485,0.2121,0.7879,0.9918,0.0082
WA,Golden Bay,307,485,792,8,800,0.3876,0.6124,0.99,0.01
WA,Goomalling,71,330,401,6,407,0.1771,0.8229,0.9853,0.0147
WA,Gooseberry Hill,610,764,1374,10,1384,0.444,0.556,0.9928,0.0072
WA,Gosnells,588,1279,1867,19,1886,0.3149,0.6851,0.9899,0.0101
WA,Gosnells Central,737,1668,2405,24,2429,0.3064,0.6936,0.9901,0.0099
WA,Gosnells South,956,1977,2933,33,2966,0.3259,0.6741,0.9889,0.0111
WA,Gosnells West,868,1884,2752,22,2774,0.3154,0.6846,0.9921,0.0079
WA,Grass Patch,35,78,113,0,113,0.3097,0.6903,1.0,0.0
WA,Grass Valley,29,114,143,3,146,0.2028,0.7972,0.9795,0.0205
WA,Graylands,1486,1366,2852,16,2868,0.521,0.479,0.9944,0.0056
WA,Greenbushes,90,260,350,2,352,0.2571,0.7429,0.9943,0.0057
WA,Greenfields,715,1528,2243,22,2265,0.3188,0.6812,0.9903,0.0097
WA,Greenfields East,434,944,1378,8,1386,0.3149,0.6851,0.9942,0.0058
WA,Greenhills,5,56,61,0,61,0.082,0.918,1.0,0.0
WA,Greenmount,697,984,1681,9,1690,0.4146,0.5854,0.9947,0.0053
WA,Greenwood,1728,1887,3615,23,3638,0.478,0.522,0.9937,0.0063
WA,Greenwood East,366,479,845,12,857,0.4331,0.5669,0.986,0.014
WA,Greenwood West,839,1070,1909,21,1930,0.4395,0.5605,0.9891,0.0109
WA,Guilderton,83,125,208,2,210,0.399,0.601,0.9905,0.0095
WA,Guildford,708,844,1552,16,1568,0.4562,0.5438,0.9898,0.0102
WA,Halls Creek,145,305,450,4,454,0.3222,0.6778,0.9912,0.0088
WA,Halls Head,1242,2160,3402,24,3426,0.3651,0.6349,0.993,0.007
WA,Halls Head South,561,929,1490,10,1500,0.3765,0.6235,0.9933,0.0067
WA,Hamersley,984,1152,2136,21,2157,0.4607,0.5393,0.9903,0.0097
WA,Hamersley East,510,529,1039,12,1051,0.4909,0.5091,0.9886,0.0114
WA,Hamilton Hill East,746,1007,1753,38,1791,0.4256,0.5744,0.9788,0.0212
WA,Hamilton Hill North,959,1023,1982,29,2011,0.4839,0.5161,0.9856,0.0144
WA,Hamilton Hill South,542,712,1254,16,1270,0.4322,0.5678,0.9874,0.0126
WA,Hampton,1232,1424,2656,37,2693,0.4639,0.5361,0.9863,0.0137
WA,Hampton Park,1039,1405,2444,31,2475,0.4251,0.5749,0.9875,0.0125
WA,Harvey,572,1551,2123,25,2148,0.2694,0.7306,0.9884,0.0116
WA,Hazelmere,264,466,730,4,734,0.3616,0.6384,0.9946,0.0054
WA,Heathridge,999,1634,2633,25,2658,0.3794,0.6206,0.9906,0.0094
WA,Heathridge East,489,812,1301,7,1308,0.3759,0.6241,0.9946,0.0054
WA,Helena Valley,568,830,1398,11,1409,0.4063,0.5937,0.9922,0.0078
WA,Henley Brook,362,598,960,4,964,0.3771,0.6229,0.9959,0.0041
WA,Herne Hill,544,627,1171,21,1192,0.4646,0.5354,0.9824,0.0176
WA,High Wycombe,891,1773,2664,25,2689,0.3345,0.6655,0.9907,0.0093
WA,High Wycombe South,611,1259,1870,20,1890,0.3267,0.6733,0.9894,0.0106
WA,Highbury,28,90,118,0,118,0.2373,0.7627,1.0,0.0
WA,Highgate,1491,770,2261,44,2305,0.6594,0.3406,0.9809,0.0191
WA,Hillarys,1496,1562,3058,16,3074,0.4892,0.5108,0.9948,0.0052
WA,Hillarys North,665,670,1335,4,1339,0.4981,0.5019,0.997,0.003
WA,Hillcrest,1048,1173,2221,27,2248,0.4719,0.5281,0.988,0.012
WA,Hillman,605,1399,2004,20,2024,0.3019,0.6981,0.9901,0.0099
WA,Hilton,910,825,1735,21,1756,0.5245,0.4755,0.988,0.012
WA,Hines Hill,12,42,54,0,54,0.2222,0.7778,1.0,0.0
WA,Hope Valley,224,403,627,4,631,0.3573,0.6427,0.9937,0.0063
WA,Hopetoun,73,201,274,2,276,0.2664,0.7336,0.9928,0.0072
WA,Horrocks,16,69,85,1,86,0.1882,0.8118,0.9884,0.0116
WA,Huntingdale,1155,2099,3254,29,3283,0.3549,0.6451,0.9912,0.0088
WA,Hyden,83,211,294,0,294,0.2823,0.7177,1.0,0.0
WA,Inglewood,617,513,1130,13,1143,0.546,0.454,0.9886,0.0114
WA,Inglewood Brightwater,191,168,359,3,362,0.532,0.468,0.9917,0.0083
WA,Inglewood North,1188,923,2111,20,2131,0.5628,0.4372,0.9906,0.0094
WA,Innaloo North,1188,1383,2571,33,2604,0.4621,0.5379,0.9873,0.0127
WA,Jandakot,441,630,1071,7,1078,0.4118,0.5882,0.9935,0.0065
WA,Jarrahdale,139,260,399,4,403,0.3484,0.6516,0.9901,0.0099
WA,Jennacubbine,15,64,79,0,79,0.1899,0.8101,1.0,0.0
WA,Jerdacuttup,28,44,72,1,73,0.3889,0.6111,0.9863,0.0137
WA,Jerramungup,83,203,286,2,288,0.2902,0.7098,0.9931,0.0069
WA,Jigalong,32,39,71,1,72,0.4507,0.5493,0.9861,0.0139
WA,Jingalup,48,75,123,0,123,0.3902,0.6098,1.0,0.0
WA,Jolimont,667,538,1205,9,1214,0.5535,0.4465,0.9926,0.0074
WA,Joondalup,1182,1815,2997,25,3022,0.3944,0.6056,0.9917,0.0083
WA,Joondanna,833,890,1723,22,1745,0.4835,0.5165,0.9874,0.0126
WA,Jurien,186,499,685,5,690,0.2715,0.7285,0.9928,0.0072
WA,Kalamunda,1612,2369,3981,45,4026,0.4049,0.5951,0.9888,0.0112
WA,Kalamunda North,581,795,1376,9,1385,0.4222,0.5778,0.9935,0.0065
WA,Kalannie,33,135,168,0,168,0.1964,0.8036,1.0,0.0
WA,Kalbarri,221,428,649,3,652,0.3405,0.6595,0.9954,0.0046
WA,Kalgoorlie,1284,2125,3409,36,3445,0.3767,0.6233,0.9896,0.0104
WA,Kalgoorlie East,47,96,143,1,144,0.3287,0.6713,0.9931,0.0069
WA,Kalgoorlie Eastern Goldfields,195,336,531,2,533,0.3672,0.6328,0.9962,0.0038
WA,Kalgoorlie Halfway,623,1097,1720,16,1736,0.3622,0.6378,0.9908,0.0092
WA,Kalgoorlie Hannans,364,404,768,1,769,0.474,0.526,0.9987,0.0013
WA,Kalgoorlie North,644,1011,1655,13,1668,0.3891,0.6109,0.9922,0.0078
WA,Kalgoorlie Regional Hospital,212,298,510,7,517,0.4157,0.5843,0.9865,0.0135
WA,Kalgoorlie Wallace Park,205,284,489,0,489,0.4192,0.5808,1.0,0.0
WA,Kallaroo,1347,1785,3132,19,3151,0.4301,0.5699,0.994,0.006
WA,Kambalda,127,240,367,6,373,0.346,0.654,0.9839,0.0161
WA,Kambalda West,284,593,877,3,880,0.3238,0.6762,0.9966,0.0034
WA,Kardinya,1536,1597,3133,26,3159,0.4903,0.5097,0.9918,0.0082
WA,Kardinya West,588,655,1243,13,1256,0.473,0.527,0.9896,0.0104
WA,Karlgarin,11,73,84,1,85,0.131,0.869,0.9882,0.0118
WA,Karragullen,90,133,223,3,226,0.4036,0.5964,0.9867,0.0133
WA,Karratha,690,664,1354,6,1360,0.5096,0.4904,0.9956,0.0044
WA,Karratha West,1392,1362,2754,14,2768,0.5054,0.4946,0.9949,0.0051
WA,Karridale,89,109,198,0,198,0.4495,0.5505,1.0,0.0
WA,Karrinyup,1262,1209,2471,24,2495,0.5107,0.4893,0.9904,0.0096
WA,Katanning,511,1457,1968,23,1991,0.2597,0.7403,0.9884,0.0116
WA,Katanning District Hospital,68,143,211,3,214,0.3223,0.6777,0.986,0.014
WA,Kellerberrin,143,446,589,8,597,0.2428,0.7572,0.9866,0.0134
WA,Kelmscott,654,1321,1975,16,1991,0.3311,0.6689,0.992,0.008
WA,Kelmscott East,801,1352,2153,23,2176,0.372,0.628,0.9894,0.0106
WA,Kelmscott North,491,990,1481,8,1489,0.3315,0.6685,0.9946,0.0054
WA,Kendenup,91,256,347,1,348,0.2622,0.7378,0.9971,0.0029
WA,Kensington,1019,870,1889,14,1903,0.5394,0.4606,0.9926,0.0074
WA,Kenwick,753,1559,2312,38,2350,0.3257,0.6743,0.9838,0.0162
WA,Kewdale,655,1051,1706,14,1720,0.3839,0.6161,0.9919,0.0081
WA,Kewdale West,1121,1614,2735,26,2761,0.4099,0.5901,0.9906,0.0094
WA,Kiara,647,808,1455,8,1463,0.4447,0.5553,0.9945,0.0055
WA,King Edward Memorial Hospital,160,95,255,2,257,0.6275,0.3725,0.9922,0.0078
WA,King River,91,218,309,3,312,0.2945,0.7055,0.9904,0.0096
WA,Kingsley,1767,2133,3900,25,3925,0.4531,0.5469,0.9936,0.0064
WA,Kingsley East,675,681,1356,10,1366,0.4978,0.5022,0.9927,0.0073
WA,Kingsley South,1181,1250,2431,19,2450,0.4858,0.5142,0.9922,0.0078
WA,Kinross,857,1416,2273,32,2305,0.377,0.623,0.9861,0.0139
WA,Kirup,53,141,194,0,194,0.2732,0.7268,1.0,0.0
WA,Kojonup,192,674,866,4,870,0.2217,0.7783,0.9954,0.0046
WA,Kondinin,61,187,248,1,249,0.246,0.754,0.996,0.004
WA,Koondoola,806,1387,2193,27,2220,0.3675,0.6325,0.9878,0.0122
WA,Koongamia,218,437,655,12,667,0.3328,0.6672,0.982,0.018
WA,Koorda,49,254,303,2,305,0.1617,0.8383,0.9934,0.0066
WA,Kudardup,45,93,138,2,140,0.3261,0.6739,0.9857,0.0143
WA,Kukerin,35,103,138,2,140,0.2536,0.7464,0.9857,0.0143
WA,Kulin,99,244,343,2,345,0.2886,0.7114,0.9942,0.0058
WA,Kununoppin,21,75,96,1,97,0.2188,0.7812,0.9897,0.0103
WA,Kununurra,636,1021,1657,14,1671,0.3838,0.6162,0.9916,0.0084
WA,Lake Clifton,76,130,206,0,206,0.3689,0.6311,1.0,0.0
WA,Lake Grace,87,352,439,4,443,0.1982,0.8018,0.991,0.009
WA,Lake Gwelup,992,907,1899,21,1920,0.5224,0.4776,0.9891,0.0109
WA,Lake King,33,80,113,1,114,0.292,0.708,0.9912,0.0088
WA,Lakeland,537,826,1363,12,1375,0.394,0.606,0.9913,0.0087
WA,Lancelin,198,375,573,2,575,0.3455,0.6545,0.9965,0.0035
WA,Landsdale,513,742,1255,9,1264,0.4088,0.5912,0.9929,0.0071
WA,Langford,849,1390,2239,23,2262,0.3792,0.6208,0.9898,0.0102
WA,Latham,18,63,81,0,81,0.2222,0.7778,1.0,0.0
WA,Lathlain,808,1010,1818,15,1833,0.4444,0.5556,0.9918,0.0082
WA,Laverton,54,178,232,2,234,0.2328,0.7672,0.9915,0.0085
WA,Leda,514,1016,1530,22,1552,0.3359,0.6641,0.9858,0.0142
WA,Ledge Point,38,71,109,0,109,0.3486,0.6514,1.0,0.0
WA,Leederville,596,332,928,8,936,0.6422,0.3578,0.9915,0.0085
WA,Leederville North,753,436,1189,21,1210,0.6333,0.3667,0.9826,0.0174
WA,Leederville West,1083,678,1761,12,1773,0.615,0.385,0.9932,0.0068
WA,Leeman,111,282,393,1,394,0.2824,0.7176,0.9975,0.0025
WA,Leeming,1218,1128,2346,15,2361,0.5192,0.4808,0.9936,0.0064
WA,Leeming East,913,900,1813,12,1825,0.5036,0.4964,0.9934,0.0066
WA,Leeming West,1077,1088,2165,11,2176,0.4975,0.5025,0.9949,0.0051
WA,Leinster,137,173,310,2,312,0.4419,0.5581,0.9936,0.0064
WA,Leonora,103,243,346,0,346,0.2977,0.7023,1.0,0.0
WA,Leschenault,217,394,611,2,613,0.3552,0.6448,0.9967,0.0033
WA,Lesmurdie,1279,1829,3108,30,3138,0.4115,0.5885,0.9904,0.0096
WA,Little Grove,322,646,968,7,975,0.3326,0.6674,0.9928,0.0072
WA,Lockridge,520,1145,1665,26,1691,0.3123,0.6877,0.9846,0.0154
WA,Lockyer,698,1767,2465,16,2481,0.2832,0.7168,0.9936,0.0064
WA,Looma,37,113,150,2,152,0.2467,0.7533,0.9868,0.0132
WA,Lowden,76,131,207,1,208,0.3671,0.6329,0.9952,0.0048
WA,Lower Chittering,77,133,210,0,210,0.3667,0.6333,1.0,0.0
WA,Lower Kalgan,82,152,234,3,237,0.3504,0.6496,0.9873,0.0127
WA,Lower King,284,487,771,5,776,0.3684,0.6316,0.9936,0.0064
WA,Ludlow,29,54,83,1,84,0.3494,0.6506,0.9881,0.0119
WA,Lynwood,469,846,1315,9,1324,0.3567,0.6433,0.9932,0.0068
WA,Maddington,892,2037,2929,46,2975,0.3045,0.6955,0.9845,0.0155
WA,Maddington East,269,602,871,9,880,0.3088,0.6912,0.9898,0.0102
WA,Maddington North,243,457,700,8,708,0.3471,0.6529,0.9887,0.0113
WA,Madora,110,207,317,2,319,0.347,0.653,0.9937,0.0063
WA,Mahogany Creek,266,349,615,7,622,0.4325,0.5675,0.9887,0.0113
WA,Maida Vale,834,1376,2210,16,2226,0.3774,0.6226,0.9928,0.0072
WA,Mandurah,603,1142,1745,18,1763,0.3456,0.6544,0.9898,0.0102
WA,Mandurah Central,587,1191,1778,19,1797,0.3301,0.6699,0.9894,0.0106
WA,Mandurah East,432,956,1388,16,1404,0.3112,0.6888,0.9886,0.0114
WA,Mandurah South,701,1452,2153,16,2169,0.3256,0.6744,0.9926,0.0074
WA,Manjimup,763,1913,2676,38,2714,0.2851,0.7149,0.986,0.014
WA,Manjimup East,178,536,714,5,719,0.2493,0.7507,0.993,0.007
WA,Manning,1530,1543,3073,16,3089,0.4979,0.5021,0.9948,0.0052
WA,Manning North,582,657,1239,10,1249,0.4697,0.5303,0.992,0.008
WA,Manypeaks,64,114,178,0,178,0.3596,0.6404,1.0,0.0
WA,Marangaroo,1059,1333,2392,25,2417,0.4427,0.5573,0.9897,0.0103
WA,Marangaroo Central,1213,1639,2852,29,2881,0.4253,0.5747,0.9899,0.0101
WA,Marble Bar,53,66,119,1,120,0.4454,0.5546,0.9917,0.0083
WA,Margaret River,1318,1239,2557,21,2578,0.5154,0.4846,0.9919,0.0081
WA,Marmion,885,795,1680,12,1692,0.5268,0.4732,0.9929,0.0071
WA,Marvel Loch,47,80,127,0,127,0.3701,0.6299,1.0,0.0
WA,Mayanup,18,93,111,0,111,0.1622,0.8378,1.0,0.0
WA,Maylands,1616,1445,3061,43,3104,0.5279,0.4721,0.9861,0.0139
WA,Maylands East,681,707,1388,14,1402,0.4906,0.5094,0.99,0.01
WA,Meadow Springs,720,1215,1935,13,1948,0.3721,0.6279,0.9933,0.0067
WA,Meadow Springs North,71,145,216,0,216,0.3287,0.6713,1.0,0.0
WA,Meckering,29,122,151,0,151,0.1921,0.8079,1.0,0.0
WA,Medina,703,1749,2452,27,2479,0.2867,0.7133,0.9891,0.0109
WA,Meekatharra,99,286,385,0,385,0.2571,0.7429,1.0,0.0
WA,Melville Heights,716,920,1636,12,1648,0.4377,0.5623,0.9927,0.0073
WA,Melville South,448,495,943,6,949,0.4751,0.5249,0.9937,0.0063
WA,Menora,166,355,521,7,528,0.3186,0.6814,0.9867,0.0133
WA,Menzies,14,53,67,1,68,0.209,0.791,0.9853,0.0147
WA,Mercy Hospital,189,134,323,1,324,0.5851,0.4149,0.9969,0.0031
WA,Merredin,286,641,927,10,937,0.3085,0.6915,0.9893,0.0107
WA,Merredin District Hospital,93,183,276,4,280,0.337,0.663,0.9857,0.0143
WA,Merredin South,116,337,453,9,462,0.2561,0.7439,0.9805,0.0195
WA,Merriwa,782,1546,2328,20,2348,0.3359,0.6641,0.9915,0.0085
WA,Middlesex,38,66,104,0,104,0.3654,0.6346,1.0,0.0
WA,Middleton Beach,302,571,873,6,879,0.3459,0.6541,0.9932,0.0068
WA,Midland,1202,1854,3056,53,3109,0.3933,0.6067,0.983,0.017
WA,Midvale,513,938,1451,8,1459,0.3535,0.6465,0.9945,0.0055
WA,Miling,32,79,111,1,112,0.2883,0.7117,0.9911,0.0089
WA,Millen,564,744,1308,7,1315,0.4312,0.5688,0.9947,0.0053
WA,Mindarie,498,834,1332,4,1336,0.3739,0.6261,0.997,0.003
WA,Mingenew,111,220,331,2,333,0.3353,0.6647,0.994,0.006
WA,Mirrabooka,1197,1178,2375,19,2394,0.504,0.496,0.9921,0.0079
WA,Mirrabooka Central,707,1030,1737,21,1758,0.407,0.593,0.9881,0.0119
WA,Mirrabooka East,750,970,1720,24,1744,0.436,0.564,0.9862,0.0138
WA,Mogumber,10,48,58,0,58,0.1724,0.8276,1.0,0.0
WA,Moonyoonooka,40,171,211,0,211,0.1896,0.8104,1.0,0.0
WA,Moora,249,737,986,8,994,0.2525,0.7475,0.992,0.008
WA,Moorine Rock,17,82,99,0,99,0.1717,0.8283,1.0,0.0
WA,Morawa,136,327,463,2,465,0.2937,0.7063,0.9957,0.0043
WA,Morley,814,1046,1860,13,1873,0.4376,0.5624,0.9931,0.0069
WA,Morley North,543,847,1390,9,1399,0.3906,0.6094,0.9936,0.0064
WA,Mosman Park,1347,1225,2572,25,2597,0.5237,0.4763,0.9904,0.0096
WA,Mosman Park South,318,382,700,2,702,0.4543,0.5457,0.9972,0.0028
WA,Mount Barker,391,1081,1472,9,1481,0.2656,0.7344,0.9939,0.0061
WA,Mount Hawthorn,1303,675,1978,30,2008,0.6587,0.3413,0.9851,0.0149
WA,Mount Hawthorn East,405,614,1019,18,1037,0.3974,0.6026,0.9826,0.0174
WA,Mount Hawthorn West,448,346,794,11,805,0.5642,0.4358,0.9863,0.0137
WA,Mount Helena,478,847,1325,5,1330,0.3608,0.6392,0.9962,0.0038
WA,Mount Lawley,1598,1096,2694,13,2707,0.5932,0.4068,0.9952,0.0048
WA,Mount Lawley East,443,306,749,7,756,0.5915,0.4085,0.9907,0.0093
WA,Mount Lawley West,365,221,586,11,597,0.6229,0.3771,0.9816,0.0184
WA,Mount Magnet,100,215,315,1,316,0.3175,0.6825,0.9968,0.0032
WA,Mount Tarcoola,603,1122,1725,19,1744,0.3496,0.6504,0.9891,0.0109
WA,Mount Walker,14,43,57,1,58,0.2456,0.7544,0.9828,0.0172
WA,Mowanjum,10,84,94,1,95,0.1064,0.8936,0.9895,0.0105
WA,Mt Pleasant,1337,1431,2768,22,2790,0.483,0.517,0.9921,0.0079
WA,Muchea,74,246,320,2,322,0.2312,0.7688,0.9938,0.0062
WA,Mukinbudin,73,296,369,4,373,0.1978,0.8022,0.9893,0.0107
WA,Mullaloo,1325,1584,2909,18,2927,0.4555,0.5445,0.9939,0.0061
WA,Mullewa,104,255,359,4,363,0.2897,0.7103,0.989,0.011
WA,Mundaring,811,1349,2160,16,2176,0.3755,0.6245,0.9926,0.0074
WA,Mundijong,257,620,877,7,884,0.293,0.707,0.9921,0.0079
WA,Munglinup,35,83,118,1,119,0.2966,0.7034,0.9916,0.0084
WA,Munster,435,585,1020,11,1031,0.4265,0.5735,0.9893,0.0107
WA,Muntadgin,10,44,54,0,54,0.1852,0.8148,1.0,0.0
WA,Muradup,35,138,173,0,173,0.2023,0.7977,1.0,0.0
WA,Myaree,997,1040,2037,16,2053,0.4894,0.5106,0.9922,0.0078
WA,Nabawa,33,147,180,0,180,0.1833,0.8167,1.0,0.0
WA,Nannup,231,428,659,11,670,0.3505,0.6495,0.9836,0.0164
WA,Napier,30,104,134,0,134,0.2239,0.7761,1.0,0.0
WA,Narembeen,77,320,397,5,402,0.194,0.806,0.9876,0.0124
WA,Narrikup,50,178,228,3,231,0.2193,0.7807,0.987,0.013
WA,Narrogin,532,1680,2212,26,2238,0.2405,0.7595,0.9884,0.0116
WA,Narrogin Regional Hospital,104,263,367,2,369,0.2834,0.7166,0.9946,0.0054
WA,Nedlands Central,358,216,574,3,577,0.6237,0.3763,0.9948,0.0052
WA,Nedlands East,787,569,1356,11,1367,0.5804,0.4196,0.992,0.008
WA,Nedlands North,841,514,1355,5,1360,0.6207,0.3793,0.9963,0.0037
WA,Nedlands South,1175,677,1852,11,1863,0.6344,0.3656,0.9941,0.0059
WA,Neerabup,112,260,372,1,373,0.3011,0.6989,0.9973,0.0027
WA,New Norcia,36,71,107,1,108,0.3364,0.6636,0.9907,0.0093
WA,Newdegate,45,180,225,3,228,0.2,0.8,0.9868,0.0132
WA,Newman,341,431,772,9,781,0.4417,0.5583,0.9885,0.0115
WA,Newman North,324,420,744,8,752,0.4355,0.5645,0.9894,0.0106
WA,Nollamara,846,1274,2120,30,2150,0.3991,0.6009,0.986,0.014
WA,Nollamara North,252,355,607,5,612,0.4152,0.5848,0.9918,0.0082
WA,Noonkanbah,24,68,92,0,92,0.2609,0.7391,1.0,0.0
WA,Noranda,1101,1240,2341,17,2358,0.4703,0.5297,0.9928,0.0072
WA,Noranda West,1937,1816,3753,36,3789,0.5161,0.4839,0.9905,0.0095
WA,Norseman,144,387,531,3,534,0.2712,0.7288,0.9944,0.0056
WA,North Beach,1052,956,2008,17,2025,0.5239,0.4761,0.9916,0.0084
WA,North Beach Central,374,405,779,0,779,0.4801,0.5199,1.0,0.0
WA,North Dandalup,123,223,346,3,349,0.3555,0.6445,0.9914,0.0086
WA,North Fremantle,593,407,1000,14,1014,0.593,0.407,0.9862,0.0138
WA,North Perth,427,302,729,11,740,0.5857,0.4143,0.9851,0.0149
WA,North Perth Central,1296,733,2029,36,2065,0.6387,0.3613,0.9826,0.0174
WA,Northam,640,1475,2115,28,2143,0.3026,0.6974,0.9869,0.0131
WA,Northam East,227,638,865,2,867,0.2624,0.7376,0.9977,0.0023
WA,Northam North,143,428,571,7,578,0.2504,0.7496,0.9879,0.0121
WA,Northampton,198,628,826,6,832,0.2397,0.7603,0.9928,0.0072
WA,Northbridge,192,93,285,6,291,0.6737,0.3263,0.9794,0.0206
WA,Northcliffe,126,291,417,7,424,0.3022,0.6978,0.9835,0.0165
WA,Nullagine,44,56,100,1,101,0.44,0.56,0.9901,0.0099
WA,Nulsen,354,818,1172,10,1182,0.302,0.698,0.9915,0.0085
WA,Nungarin,28,114,142,1,143,0.1972,0.8028,0.993,0.007
WA,Nyabing,18,143,161,0,161,0.1118,0.8882,1.0,0.0
WA,Oakford,244,428,672,3,675,0.3631,0.6369,0.9956,0.0044
WA,Ocean Reef,1320,1766,3086,31,3117,0.4277,0.5723,0.9901,0.0099
WA,Ocean Reef North,891,1078,1969,11,1980,0.4525,0.5475,0.9944,0.0056
WA,Ongerup,57,127,184,0,184,0.3098,0.6902,1.0,0.0
WA,Onslow,82,201,283,0,283,0.2898,0.7102,1.0,0.0
WA,Osborne,935,995,1930,32,1962,0.4845,0.5155,0.9837,0.0163
WA,Osborne East,296,330,626,6,632,0.4728,0.5272,0.9905,0.0095
WA,Osborne Park,429,405,834,15,849,0.5144,0.4856,0.9823,0.0177
WA,Padbury,1206,1614,2820,15,2835,0.4277,0.5723,0.9947,0.0053
WA,Padbury South,1180,1335,2515,17,2532,0.4692,0.5308,0.9933,0.0067
WA,Palmyra,1295,1279,2574,27,2601,0.5031,0.4969,0.9896,0.0104
WA,Palmyra North,276,322,598,2,600,0.4615,0.5385,0.9967,0.0033
WA,Pannawonica,105,187,292,3,295,0.3596,0.6404,0.9898,0.0102
WA,Paraburdoo,240,358,598,6,604,0.4013,0.5987,0.9901,0.0099
WA,Parkerville,351,483,834,6,840,0.4209,0.5791,0.9929,0.0071
