,state,polling_place,latitude,longitude
4375,QLD,Fig Tree Pocket,-27.5265,152.965
4376,QLD,Gaythorne,-27.416307300000003,152.97737180000001
4377,QLD,Grovely,-27.4012419,152.9609942
4378,QLD,Indooroopilly,-27.5017,152.972
4379,QLD,Indooroopilly East,-27.5032,152.98
4380,QLD,Indooroopilly West,-27.4997,152.966
4381,QLD,Ironside,-27.500425,152.99639
4382,QLD,Karana Downs,-27.5519,152.808
4383,QLD,Kenmore,-27.5088,152.94
4385,QLD,Kenmore South,-27.5186527,152.9436135
4386,QLD,Keperra,-27.4149287,152.9553616
4387,QLD,Milton,-27.4638043,152.9990602
4388,QLD,Mitchelton,-27.4118,152.967
4389,QLD,Moggill,-27.569080100000004,152.8769124
4390,QLD,Oxford Park,-27.4041,152.965
4391,QLD,Pullenvale,-27.5336,152.895
4392,QLD,Rainworth,-27.4677,152.985
4393,QLD,St Lucia,-27.4955,152.997
4399,QLD,The Gap,-27.442982699999998,152.9444718
4400,QLD,The Gap East,-27.449447600000003,152.9513168
4401,QLD,The Gap West,-27.4374,152.936
4402,QLD,Toowong,-27.4853453,152.9883313
4403,QLD,Toowong West,-27.4872,152.981
4404,QLD,Upper Brookfield,-27.4785,152.869
4405,QLD,Upper Kedron,-27.409223699999995,152.9261899
4406,QLD,Amamoor,-26.346525899999996,152.67300759999998
4407,QLD,Baddow,-25.5246,152.679
4408,QLD,Bauple,-25.812257100000004,152.6227501
4409,QLD,Bell Hilltop,-25.5157,152.689
4411,QLD,Boonooroo,-25.6723807,152.88813280000002
4412,QLD,Boreen Point,-26.2858063,152.9970324
4413,QLD,Brisbane City,-27.468859100000003,153.02257780000002
4414,QLD,Brooweena,-25.5988929,152.2612106
4415,QLD,Chatsworth,-26.141569600000004,152.614646
4416,QLD,Cherbourg,-26.291232300000004,151.95669709999999
4417,QLD,Cloyna,-26.108,151.846
4418,QLD,Cooloola Cove,-25.97097,152.98479
4419,QLD,Cooran,-26.3412,152.82399999999998
4420,QLD,Cooroy,-26.411689000000003,152.910553
4421,QLD,Cootharaba Rd,-26.1901,152.678
4422,QLD,Curra,-26.0836,152.579
4424,QLD,Federal,-26.3924544,152.7938038
4425,QLD,Glenwood,-25.9494,152.60299999999998
4426,QLD,Goomboorian,-26.0769034,152.77944209999998
4427,QLD,Goomeri,-26.179496899999997,152.06508540000002
4428,QLD,Granville,-25.5442097,152.7216406
4429,QLD,Gunalda,-25.992596399999996,152.5601051
4430,QLD,Gympie Central,-26.1883904,152.6668328
4431,QLD,Gympie East,-26.1795131,152.7328605
4432,QLD,Gympie North,-26.1752,152.656
4434,QLD,Horseshoe Bend,-26.182610500000003,152.6713409
4435,QLD,Imbil,-26.4599189,152.67926819999997
4436,QLD,Jones Hill,-26.228310200000003,152.6678373
4437,QLD,Kandanga,-26.3865917,152.68050290000002
4438,QLD,Kilkivan,-26.0875366,152.241603
4439,QLD,Kin Kin,-26.2625595,152.8717362
4440,QLD,Kybong,-26.2938959,152.7110666
4441,QLD,Lower Wonga,-26.0908019,152.4845098
4442,QLD,Maryborough,-25.539092800000002,152.7011422
4444,QLD,Maryborough West,-25.5225,152.694
4445,QLD,Mothar Mountain,-26.245423499999998,152.75026409999998
4446,QLD,Mungar,-25.6039,152.591
4447,QLD,Murgon,-26.2460018,151.94004740000003
4448,QLD,Noosa Heads,-26.4007543,153.10038219999998
4450,QLD,Noosaville,-26.407803,153.049014
4451,QLD,Noosaville West,-26.4116844,153.039094
4452,QLD,Peregian Beach,-26.480223600000002,153.0949678
4453,QLD,Pie Creek,-26.241087,152.61946890000002
4454,QLD,Pomona,-26.365525,152.855392
4455,QLD,Rainbow Beach,-25.9085,153.079
4456,QLD,Southside,-26.199,152.648
4461,QLD,Tansey,-26.0346204,152.0453021
4462,QLD,Tewantin,-26.3898,153.032
4464,QLD,Tiaro,-25.7283171,152.5826523
4465,QLD,Tinana,-25.5591,152.668
4466,QLD,Tinbeerwah,-26.4169,152.9971
4467,QLD,Tin Can Bay,-25.9261,152.996
4468,QLD,Veteran,-26.1357,152.701
4469,QLD,Weyba,-26.4042,153.075
4470,QLD,Widgee,-26.2038058,152.4432885
4471,QLD,Wolvi,-26.149707100000004,152.8174582
4472,QLD,Aratula,-27.9807,152.547
4473,QLD,Beaudesert,-27.9907256,152.9918289
4474,QLD,Beaudesert East,-27.9913,152.999
4475,QLD,Beechmont,-28.1237,153.187
4476,QLD,Blenheim,-27.6491,152.33100000000002
4478,QLD,Bonogin,-28.0976792,153.35607290000002
4479,QLD,Boonah,-27.9972,152.68
4480,QLD,Brisbane City,-27.468859100000003,153.02257780000002
4483,QLD,Canungra,-28.016844,153.16264099999998
4485,QLD,Flagstone,-27.808439,152.9550988
4486,QLD,Flagstone Creek,-27.6157,152.116
4487,QLD,Forest Hill,-27.590999999999998,152.355
4488,QLD,Gatton,-27.559834999999996,152.27918300000002
4489,QLD,Gatton South,-27.5686,152.278
4490,QLD,Gilston,-28.0393,153.313
4491,QLD,Glenore Grove,-27.530215999999996,152.40921
4492,QLD,Grantham,-27.5728,152.203
4493,QLD,Greenbank,-27.7103,152.975
4494,QLD,Greenbank South,-27.730490000000003,152.98328999999998
4495,QLD,Harrisville,-27.8119,152.667
4496,QLD,Hatton Vale,-27.5459,152.49200000000002
4497,QLD,Helidon,-27.5545,152.126
4498,QLD,Hillcrest,-27.6643,153.02685
4499,QLD,Hillview,-28.2152,153.007
4501,QLD,Jimboomba,-27.8296,153.028
4502,QLD,Jimboomba East,-27.8352,153.034
4504,QLD,Kalbar,-27.9424,152.623
4505,QLD,Kentville,-27.4791406,152.42727309999998
4506,QLD,Kerry,-28.104683,153.02788769999998
4507,QLD,Kooralbyn,-28.093291999999998,152.843555
4508,QLD,Laidley,-27.6238,152.39600000000002
4509,QLD,Lake Clarendon,-27.5223,152.357
4510,QLD,Logan Village,-27.7648,153.105
4511,QLD,Ma Ma Creek,-27.629,152.191
4512,QLD,Mount Alford,-28.1651,152.668
4513,QLD,Mount Sylvia,-27.7227,152.224
4514,QLD,Mudgeeraba,-28.086690500000003,153.3482409
4515,QLD,Murphys Creek,-27.459968,152.056471
4516,QLD,Mutdapilly,-27.771348600000003,152.6507144
4517,QLD,Nerang West,-28.0018,153.328
4518,QLD,Oxenford,-27.8996439,153.30390930000002
4520,QLD,Pacific Pines,-27.9413937,153.3179426
4521,QLD,Park Ridge,-27.700703999999998,153.0392289
4522,QLD,Peak Crossing,-27.779802399999998,152.7311546
4523,QLD,Plainland,-27.568633000000002,152.419402
4524,QLD,Rathdowney,-28.2184,152.858
4525,QLD,Roadvale,-27.9196,152.705
4533,QLD,Springbrook,-28.1896,153.265
4534,QLD,St. Bernard,-27.9703956,153.1985794
4535,QLD,Stockyard Creek,-27.6685,152.05700000000002
4536,QLD,Studio Village,-27.919515899999997,153.3052826
4537,QLD,Tallai,-28.0746,153.35399999999998
4538,QLD,Tamborine,-27.8763,153.125
4539,QLD,Tamborine North,-27.933000000000003,153.19
4540,QLD,Tamrookum,-28.1045,152.916
4541,QLD,Thornton,-27.7982,152.372
4542,QLD,Upper Tenthill,-27.6339,152.22
4543,QLD,Warrill View,-27.8239,152.61700000000002
4544,QLD,Withcott,-27.5595,152.024
4545,QLD,Woodhill,-27.8939,152.97299999999998
4546,SA,Adelaide,-34.84880089999999,138.516891
4548,SA,Adelaide East,-34.92788,138.60935
4550,SA,Adelaide South,-34.934185,138.604438
4551,SA,Black Forest,-34.960414,138.573518
4552,SA,Black Forest East,-34.960550399999995,138.5810571
4553,SA,Blair Athol,-34.8542,138.599
4555,SA,Broadview,-34.880086,138.614978
4556,SA,Brompton,-34.898096,138.581904
4557,SA,Clarence Park,-34.9643,138.59
4558,SA,College Park,-34.902899,138.611334
4559,SA,Croydon,-34.895852000000005,138.567236
4560,SA,Croydon Park,-34.88015,138.56602
4562,SA,Dulwich,-34.9345,138.632
4563,SA,Enfield,-34.8655,138.602
4564,SA,Enfield North,-34.851301,138.603859
4565,SA,Fullarton,-34.95773,138.62051
4567,SA,Goodwood,-34.9515,138.589
4568,SA,Greenacres,-34.871,138.626
4569,SA,Hyde Park,-34.960398,138.60711899999998
4570,SA,Keswick,-34.94303,138.57221
4571,SA,Kilburn,-34.862159999999996,138.58816299999998
4572,SA,Kilkenny North,-34.87382,138.555193
4573,SA,Malvern,-34.9584,138.612
4574,SA,Marden,-34.896640000000005,138.63846
4575,SA,Maylands,-34.912543,138.636013
4576,SA,Mile End,-34.91979,138.53797
4577,SA,Nailsworth,-34.882715999999995,138.603923
4578,SA,North Adelaide,-34.905105999999996,138.597604
4579,SA,Northfield,-34.848419,138.61986399999998
4580,SA,Northgate,-34.858341499999995,138.6266987
4581,SA,Norwood,-34.9216,138.636
4582,SA,Norwood West,-34.9188,138.631
4585,SA,Parkside,-34.9446,138.62
4586,SA,Prospect,-34.884989000000004,138.59001899999998
4587,SA,Prospect North,-34.87485,138.59684199999998
4588,SA,Prospect South,-34.8901,138.602
4589,SA,Renown Park,-34.8944,138.58100000000002
4590,SA,Rose Park,-34.93144,138.62877
4591,SA,St Peters,-34.905367,138.6277398
4602,SA,Unley,-34.9508,138.608
4603,SA,Vale Park,-34.88542,138.62593999999999
4604,SA,Walkerville,-34.8953,138.613
4606,SA,Angaston,-34.5044,139.045
4607,SA,Barmera,-34.251999999999995,140.453
4608,SA,Beachport,-37.4763,140.01
4609,SA,Berri,-34.284293700000006,140.5980062
4610,SA,Blanchetown,-34.350469,139.611084
4612,SA,Bordertown,-36.31303,140.7693
4614,SA,Cadell,-34.0393,139.764
4615,SA,Cambrai,-34.6526973,139.280827
4616,SA,Carpenter Rocks,-37.9136,140.399
4617,SA,Cobdogla,-34.2431,140.407
4618,SA,Compton,-37.8019,140.72899999999998
4619,SA,Coomandook,-35.4722,139.701
4620,SA,Coonalpyn,-35.6972,139.859
4621,SA,Coonawarra,-37.2914,140.833
4623,SA,Eden Valley,-34.641999999999996,139.09799999999998
4624,SA,Frances,-36.7096,140.95600000000002
4625,SA,Furner,-37.4085,140.33700000000002
4626,SA,Glenburnie,-37.8401,140.857
4627,SA,Glencoe,-37.66,140.561
4628,SA,Glossop,-34.2747,140.535
4629,SA,Jervois,-35.2657,139.436
4630,SA,Kalangadoo,-37.565,140.696
4631,SA,Karoonda,-35.093428,139.896074
4632,SA,Keith,-36.1007,140.351
4633,SA,Keyneton,-34.5526,139.132
4634,SA,Kingston SE,-36.8376,139.85399999999998
4635,SA,Kongorong,-37.8986,140.561
4636,SA,Lameroo,-35.331406,140.51617099999999
4637,SA,Loxton,-34.452881,140.57054
4638,SA,Loxton North,-34.4138,140.625
4639,SA,Lucindale,-36.9716,140.36700000000002
4640,SA,Lyrup,-34.25510379999999,140.6465667
4641,SA,Mannum,-34.915509,139.305731
4642,SA,Meningie,-35.6846,139.341
4643,SA,Mil Lel,-37.781,140.825
4644,SA,Millicent,-37.5933,140.349
4645,SA,Millicent South,-37.6086,140.362
4646,SA,Moculta,-34.4711325,139.1178973
4647,SA,Monash,-34.2379,140.558
4648,SA,Moorak,-37.8632,140.737
4649,SA,Moorook,-34.2735724,140.3545255
4650,SA,Morgan,-34.0334,139.66899999999998
4651,SA,Mount Burr,-37.538984,140.457682
4652,SA,Mount Gambier,-37.8312344,140.7788301
4653,SA,Mount Gambier East,-37.8402,140.79399999999998
4654,SA,Mount Gambier North,-37.8163,140.774
4655,SA,Mount Gambier Park,-37.826710999999996,140.793258
4657,SA,Mount Gambier West,-37.8259,140.765
4658,SA,Mundulla,-36.358509999999995,140.69291
4659,SA,Murray Bridge,-35.1165,139.27200000000002
4660,SA,Murray Bridge East,-35.1152,139.303
4662,SA,Murray Bridge South,-35.1346,139.285
4663,SA,Murray Bridge West,-35.126242,139.26483100000002
4664,SA,Mypolonga,-35.0401,139.355
4665,SA,Nangwarry,-37.5413,140.825
4666,SA,Naracoorte,-36.9555,140.74200000000002
4668,SA,Naracoorte South,-36.9723,140.746
4669,SA,Narrung,-35.5133,139.171
4670,SA,Nildottie,-34.6806,139.651
4671,SA,Nuriootpa,-34.468760700000004,138.9994311
4674,SA,Padthaway,-36.593,140.497
4675,SA,Palmer,-34.8532,139.161
4676,SA,Paringa,-34.1807,140.784
4677,SA,Peake,-35.3664,139.952
4678,SA,Penola,-37.3795,140.836
4679,SA,Pinnaroo,-35.2606,140.909
4680,SA,Ponde,-34.9511,139.31
4681,SA,Port MacDonnell,-38.0512,140.7
4682,SA,Purnong,-34.8544,139.623
4683,SA,Ramco,-34.1698,139.933
4684,SA,Rendelsham,-37.5508,140.226
4685,SA,Renmark,-34.178738,140.749134
4686,SA,Renmark North,-34.1275,140.71
4688,SA,Renmark West,-34.1668,140.71
4689,SA,Robe,-37.1645,139.76
4690,SA,Sedan,-34.5726,139.299
4691,SA,Southend,-37.5676,140.134
4699,SA,Stockwell,-34.4339,139.05200000000002
4700,SA,Suttontown,-37.7985,140.773
4701,SA,Swan Reach,-34.5696,139.59799999999998
4702,SA,Tailem Bend,-35.2548,139.455
4703,SA,Tantanoola,-37.6986,140.454
4704,SA,Tanunda,-34.525192,138.9589696
4705,SA,Tintinara,-35.8847,140.058
4706,SA,Truro,-34.4087,139.127
4707,SA,Waikerie,-34.184,139.982
4709,SA,Walker Flat,-34.7617,139.569
4710,SA,Wellington,-35.3308,139.381
4711,SA,Western Flat,-36.523,140.75
4712,SA,Willalooka,-36.4017,140.346
4713,SA,Winkie,-34.3138,140.526
4714,SA,Wolseley,-36.3649,140.906
4715,SA,Woods Point,-35.2196,139.381
4716,SA,Yahl,-37.8799,140.829
4717,SA,Aberfoyle Park,-35.0742,138.594
4718,SA,Aberfoyle Park North,-35.0592,138.6
4719,SA,Aberfoyle Park South,-35.0787,138.594
4721,SA,Belair,-35.0055,138.626
4722,SA,Bellevue Heights,-35.0298,138.589
4723,SA,Blackwood,-35.0294,138.62
4724,SA,Blackwood Central,-35.021770000000004,138.6176
4726,SA,Brighton,-35.0164,138.52200000000002
4729,SA,Brighton North,-35.002579,138.525681
4730,SA,Brighton South,-35.025393,138.528156
4731,SA,Brighton West,-35.004,138.52100000000002
4732,SA,Colonel Light Gardens,-34.987482,138.59639199999998
4733,SA,Coromandel Valley,-35.033089000000004,138.625939
4734,SA,Daw Park,-34.981,138.592
4736,SA,Eden Hills,-35.0249,138.608
4737,SA,Flagstaff Hill,-35.0501,138.589
4738,SA,Flagstaff Hill East,-35.0576,138.616
4740,SA,Happy Valley,-35.0868,138.584
4741,SA,Hawthorndene,-35.020174,138.63611
4742,SA,Hawthorn West,-34.9737,138.6
4743,SA,Kingswood,-34.971578,138.616175
4744,SA,Marino,-35.0428,138.518
4745,SA,Marion,-35.004216,138.555772
4746,SA,Melrose Park,-34.9795,138.579
4747,SA,Mitcham,-34.9771085,138.6200826
4748,SA,Mitchell Park,-34.9979,138.558
4750,SA,Netherby,-34.9649,138.626
4751,SA,Oaklands Park,-35.0108,138.542
4753,SA,Panorama,-34.9937,138.60299999999998
4754,SA,Pasadena,-34.9927,138.59
4755,SA,St Marys,-34.999057,138.578249
4756,SA,Seacliff,-35.0317,138.523
4757,SA,Seacombe Heights,-35.0292,138.548
4758,SA,Seaview Downs,-35.040714,138.535645
4765,SA,Sturt,-35.0181,138.55200000000002
4766,SA,Tonsley Park,-35.014832,138.56141100000002
4767,SA,Warradale,-35.00332,138.53745
4768,SA,Westbourne Park,-34.9694,138.592
4770,SA,Alford,-33.81564,137.82189
4771,SA,Andamooka,-30.4478,137.168
4772,SA,Ardrossan,-34.42277,137.91218
4773,SA,Arno Bay,-33.9108,136.567
4774,SA,Arthurton,-34.259479999999996,137.75665
4776,SA,Blyth,-33.8468,138.489
4777,SA,Booborowie,-33.56,138.76
4778,SA,Booleroo Centre,-32.8818,138.351
4779,SA,Brinkworth,-33.68996,138.4036374
4780,SA,Burra,-33.681271,138.937607
4781,SA,Bute,-33.8658,138.006
4782,SA,Ceduna,-32.127079200000004,133.6745435
4784,SA,Cleve,-33.702635,136.494448
4785,SA,Coffin Bay,-34.622178000000005,135.469221
4786,SA,Coober Pedy,-29.0114044,134.7546759
4788,SA,Coobowie,-35.0424,137.73
4789,SA,Corny Point,-34.9264,137.083
4790,SA,Cowell,-33.684,136.9264
4791,SA,Crystal Brook,-33.35163,138.20723
4792,SA,Cummins,-34.2645,135.72799999999998
4793,SA,Curramulka,-34.6978,137.71200000000002
4794,SA,Darke Peak,-33.4376597,136.1986891
4796,SA,Edithburgh,-35.086018700000004,137.7455413
4797,SA,Elliston,-33.648109999999996,134.89018000000002
4798,SA,Eudunda,-34.1733583,139.0849507
4799,SA,Farrell Flat,-33.82479,138.79629
4800,SA,Georgetown,-33.3599,138.393
4801,SA,Gladstone,-33.2675417,138.35554
4802,SA,Hallett,-33.4111499,138.8924968
4803,SA,Hardwicke Bay,-34.8921,137.461
4804,SA,Hawker,-31.888855,138.422448
4805,SA,Iron Knob,-32.7303923,137.1496993
4806,SA,Jamestown,-33.2052414,138.6017993
4807,SA,Kadina,-33.9617,137.715
4809,SA,Kimba,-33.13884,136.41878
4810,SA,Kirton Point,-34.7313,135.86700000000002
4811,SA,Laura,-33.1857,138.30100000000002
4812,SA,Leigh Creek,-30.479,138.41899999999998
4813,SA,Lochiel,-33.9278,138.161
4814,SA,Lock,-33.5664,135.757
4815,SA,Maitland,-34.3689,137.672
4816,SA,Marion Bay,-35.2365,136.981
4817,SA,Melrose,-32.824,138.188
4818,SA,Minlaton,-34.772432,137.594417
4820,SA,Minnipa,-32.8542,135.155
4821,SA,Moonta,-34.0672,137.59
4822,SA,Napperby,-33.152879999999996,138.11361000000002
4823,SA,North Shields,-34.6262,135.866
4824,SA,Orroroo,-32.7336,138.613
4825,SA,Paskeville,-34.0383,137.901
4826,SA,Peterborough,-32.9735,138.838
4828,SA,Point Pass,-34.0758,139.05
4829,SA,Poochera,-32.7213,134.84
4830,SA,Port Augusta Central,-32.493315,137.76396200000002
4831,SA,Port Augusta East,-32.494409999999995,137.7722
4834,SA,Port Augusta West,-32.4727,137.753
4835,SA,Port Broughton,-33.5998,137.931
4836,SA,Port Clinton,-34.2242,138.019
4837,SA,Port Germein,-33.017534600000005,138.0015734
4838,SA,Port Kenny,-33.1739464,134.7055364
4839,SA,Port Lincoln,-34.721112299999994,135.857234
4840,SA,Port Lincoln Central,-34.7184,135.8489
4842,SA,Port Neill,-34.1183,136.34799999999998
4844,SA,Port Pirie West,-33.1838,138.006
4845,SA,Port Victoria,-34.4974,137.484
4846,SA,Port Vincent,-34.7789495,137.860297
4847,SA,Quorn,-32.3455425,138.0417538
4848,SA,Redhill,-33.5393,138.22299999999998
4854,SA,Risdon Park East,-33.198,138.004
4855,SA,Risdon Park South,-33.207,137.993
4856,SA,Robertstown,-33.990493,139.0802729
4857,SA,Roxby Downs,-30.5635286,136.89557140000002
4859,SA,Smoky Bay,-32.3741,133.936
4860,SA,Snowtown,-33.7815,138.215
4861,SA,Solomontown,-33.1896,138.02
4862,SA,Spalding,-33.4981,138.608
4870,SA,Stansbury,-34.9091,137.797
4871,SA,Stirling North,-32.5131833,137.839248
4872,SA,Streaky Bay,-32.7993,134.211
4873,SA,Terowie,-33.1492025,138.9199626
4874,SA,Tumby Bay,-34.3813,136.10299999999998
4875,SA,Ungarra,-34.181,136.049
4876,SA,Wallaroo,-33.932883399999994,137.6274812
4877,SA,Wallaroo Mines,-33.9643626,137.7014351
4878,SA,Wangary,-34.549703,135.4786905
4879,SA,Warooka,-34.9907,137.40200000000002
4880,SA,Whyalla Central East,-33.0361,137.585
4881,SA,Whyalla Central West,-33.034,137.56799999999998
4882,SA,Whyalla Norrie East,-33.0286,137.55
4883,SA,Whyalla Norrie North,-33.0197,137.546
4884,SA,Whyalla Norrie South,-33.0391,137.532
4886,SA,Whyalla Stuart West,-33.0153,137.517
4887,SA,Wilmington,-32.6508,138.099
4888,SA,Wirrabara,-33.0308475,138.2673812
4889,SA,Wirrulla,-32.4056,134.534
4890,SA,Woomera,-31.1989174,136.8271637
4891,SA,Wudinna,-33.0483,135.467
4892,SA,Yorketown,-35.0284,137.625
4894,SA,Ascot Park,-34.990689,138.562692
4895,SA,Black Forest,-34.960414,138.573518
4898,SA,Brooklyn Park,-34.926,138.549
4899,SA,Brooklyn Park South,-34.9302,138.535
4900,SA,Cowandilla,-34.9345,138.559
4902,SA,Edwardstown,-34.97453,138.56483
4903,SA,Flinders Park,-34.90785,138.54733000000002
4904,SA,Forbes,-34.9781,138.558
4905,SA,Fulham,-34.930503,138.51370500000002
4906,SA,Fulham Gardens,-34.9129,138.503
4907,SA,Glenelg Central,-34.981499,138.51490800000002
4908,SA,Glenelg East,-34.9852,138.52200000000002
4911,SA,Glenelg North,-34.9726,138.52
4912,SA,Glenelg South,-34.9896,138.517
4913,SA,Glengowrie,-34.98337,138.52973
4914,SA,Grange,-34.9025,138.49675
4915,SA,Grovene,-34.978866,138.529173
4916,SA,Henley Beach,-34.9179,138.495
4917,SA,Henley South,-34.93,138.5
4918,SA,Kidman Park,-34.9158,138.53
4919,SA,Kurralta Park,-34.95114,138.56374
4920,SA,Lockleys,-34.925536,138.526488
4921,SA,Lockleys North,-34.91979,138.53797
4922,SA,Mile End,-34.91979,138.53797
4923,SA,Netley,-34.954324,138.54700400000002
4924,SA,Novar Gardens,-34.9727,138.537
4925,SA,Park Holme,-34.989016,138.547452
4926,SA,Park Holme South,-34.9905,138.556
4927,SA,Plympton,-34.9607,138.556
4928,SA,Plympton Park,-34.9703,138.555
4929,SA,Plympton West,-34.96232,138.54768
4931,SA,Richmond,-34.9399,138.562
4932,SA,Royal Park South,-34.878151,138.511076
4933,SA,Seaton,-34.885290000000005,138.50648
4934,SA,Seaton West,-34.898,138.505
4935,SA,Semaphore Park,-34.8549,138.491
4936,SA,Somerton Park East,-34.9938226,138.5266797
4937,SA,South Plympton,-34.9679,138.56
4941,SA,Torrensville,-34.9173,138.563
4942,SA,West Beach,-34.9375,138.509
4943,SA,West Lakes Shore,-34.8637,138.482
4945,SA,Aldinga Beach,-35.2689,138.46138
4946,SA,Aldinga Beach West,-35.273,138.455
4949,SA,Christie Downs,-35.1331,138.494
4950,SA,Christies Beach,-35.1376,138.47799999999998
4954,SA,Hackham,-35.14338,138.51691200000002
4955,SA,Hackham East,-35.1394,138.534
4956,SA,Hackham South,-35.152974799999996,138.51647480000003
4957,SA,Hallett Cove,-35.0833,138.504
4958,SA,Hallett Cove Central,-35.077628000000004,138.509925
4959,SA,Hallett Cove East,-35.0709,138.518
4960,SA,Happy Valley,-35.0868,138.584
4961,SA,Maslin Beach,-35.2249,138.47899999999998
4962,SA,Moana,-35.19206,138.47449
4963,SA,Morphett Vale,-35.1269,138.52
4964,SA,Morphett Vale East,-35.1216,138.531
4965,SA,Morphett Vale North,-35.111309000000006,138.516693
4966,SA,Morphett Vale South,-35.1344,138.50298
4967,SA,Noarlunga Downs,-35.1504,138.496
4968,SA,O'Halloran Hill,-35.080896,138.55303600000002
4969,SA,O'Sullivan Beach,-35.1251,138.48
4970,SA,Old Noarlunga,-35.18322,138.50101
4971,SA,Onkaparinga Hills,-35.1319,138.542
4973,SA,Pimpala,-35.1132,138.529
4974,SA,Port Noarlunga,-35.148942,138.472345
4975,SA,Reynella,-35.100495,138.537147
4976,SA,Reynella East,-35.09086,138.55491
4977,SA,Reynella South,-35.10487,138.52471
4978,SA,Seaford,-35.175404,138.47274199999998
4979,SA,Seaford Meadows,-35.185638,138.480434
4980,SA,Seaford Rise,-35.20019,138.48743000000002
4981,SA,Sellicks Beach,-35.3258,138.455
4982,SA,Sheidow Park,-35.071709999999996,138.53124
4986,SA,Trott Park,-35.0791,138.536
4987,SA,Woodcroft,-35.10601,138.55622
4988,SA,Woodcroft South,-35.114309999999996,138.54443
4990,SA,Banksia Park,-34.8085,138.726
4994,SA,Fairview Park,-34.7987,138.731
4995,SA,Golden Grove,-34.7739,138.732
4996,SA,Golden Grove Central,-34.79381,138.69623
4997,SA,Golden Grove East,-34.78673,138.70932
4998,SA,Greenwith,-34.76961,138.7201
4999,SA,Greenwith West,-34.767936999999996,138.708998
5000,SA,Hope Valley West,-34.8398,138.688
5001,SA,Ingle Farm,-34.8268,138.642
5002,SA,Mawson Lakes,-34.810562,138.620982
5003,SA,Mawson Lakes North,-34.8107,138.615
5004,SA,Modbury Central,-34.8259,138.692
5005,SA,Modbury Heights,-34.811,138.686
5008,SA,Modbury North,-34.8246,138.673
5009,SA,Modbury West,-34.8338,138.67600000000002
5010,SA,Para Hills,-34.830717,138.62954399999998
5011,SA,Para Hills East,-34.8173,138.667
5012,SA,Para Hills West,-34.8,138.654
5013,SA,Para Vista,-34.8348,138.66
5014,SA,Pooraka,-34.83318,138.61305
5015,SA,Pooraka North,-34.823681,138.622604
5016,SA,Redwood Park,-34.8154,138.701
5017,SA,Ridgehaven,-34.8173,138.709
5018,SA,St Agnes,-34.8314,138.719
5019,SA,St Agnes West,-34.8342,138.705
5020,SA,Salisbury East,-34.7935,138.656
5021,SA,Salisbury East Central,-34.7847,138.66299999999998
5022,SA,Salisbury East Estate,-34.774,138.67
5023,SA,Salisbury Heights,-34.7589,138.67700000000002
5026,SA,Surrey Downs,-34.79888,138.71336000000002
5027,SA,Tea Tree Gully,-34.8221,138.727
5028,SA,Valley View,-34.8413,138.654
5029,SA,Walkley Heights,-34.8369,138.641
5030,SA,Wynn Vale,-34.800043,138.688016
5031,SA,Wynn Vale West,-34.799578000000004,138.67594
5033,SA,Aldgate,-35.01876,138.74951000000001
5034,SA,American River,-35.7734292,137.77923959999998
5035,SA,Ashbourne,-35.2885,138.768
5036,SA,Birdwood,-34.81977,138.9589
5038,SA,Bridgewater,-35.00428,138.76143000000002
5039,SA,Brukunga,-35.002388,138.942118
5040,SA,Callington,-35.113580999999996,139.039224
5041,SA,Charleston,-34.916059000000004,138.902078
5042,SA,Cherry Gardens,-35.0635,138.65358
5044,SA,Clarendon,-35.108851,138.62870700000002
5045,SA,Coromandel Valley,-35.033089000000004,138.625939
5046,SA,Crafers,-34.99365,138.71278
5047,SA,Cudlee Creek,-34.8399,138.816
5048,SA,Currency Creek,-35.4469,138.766
5049,SA,Delamere,-35.57182,138.195069
5051,SA,Echunga,-35.0978,138.791
5052,SA,Forreston,-34.797841,138.898752
5053,SA,Goolwa,-35.4979,138.78
5054,SA,Goolwa Central,-35.5044,138.779
5055,SA,Gumeracha,-34.821907,138.885984
5056,SA,Hahndorf,-35.03391,138.81358999999998
5057,SA,Happy Valley,-35.0868,138.584
5058,SA,Houghton,-34.8285,138.762
5059,SA,Kangarilla,-35.148,138.66
5060,SA,Kersbrook,-34.7831,138.85
5061,SA,Kingscote,-35.651167,137.63313
5063,SA,Langhorne Creek,-35.296108000000004,139.03708899999998
5064,SA,Lenswood,-34.9216719,138.8244009
5065,SA,Littlehampton,-35.048661700000004,138.8689311
5066,SA,Lobethal,-34.90526,138.87493
5067,SA,Longwood,-35.05708,138.72166
5068,SA,Macclesfield,-35.1735,138.8375
5069,SA,Mclaren Flat,-35.206509999999994,138.58701000000002
5070,SA,Mclaren Vale,-35.213,138.531
5071,SA,Magill,-34.9141,138.67700000000002
5072,SA,Meadows,-35.18152,138.75848
5073,SA,Middleton,-35.5082,138.70600000000002
5074,SA,Milang,-35.4055,138.9732
5075,SA,Mount Barker,-35.0738,138.858
5076,SA,Mount Barker Central,-35.06888,138.85346299999998
5079,SA,Mount Compass,-35.3506,138.621
5080,SA,Mount Pleasant,-34.77397,139.053129
5081,SA,Mount Torrens,-34.872,138.96
5082,SA,Mylor,-35.0434,138.76
5083,SA,Myponga,-35.3932,138.465
5084,SA,Nairne,-35.0385,138.903
5085,SA,Norton Summit,-34.9278,138.72899999999998
5086,SA,Oakbank,-34.989011,138.835366
