,state,polling_place,latitude,longitude
1328,NSW,Chifley,-33.966190000000005,151.24251
1329,NSW,Clovelly Beach,-33.915,151.267
1330,NSW,Clovelly North,-33.908,151.259
1331,NSW,Coogee,-33.9222,151.253
1332,NSW,Coogee Beach,-33.9191,151.255
1333,NSW,Coogee Central,-33.919911,151.253026
1334,NSW,Coogee South,-33.93335870000001,151.2536459
1335,NSW,Daceyville,-33.9290665,151.2280782
1337,NSW,Eastlakes,-33.9316,151.208
1338,NSW,Eastlakes East,-33.9258798,151.21454939999998
1340,NSW,Hillsdale,-33.9554,151.23
1341,NSW,Kensington,-33.9098,151.225
1342,NSW,Kensington Park,-33.9209,151.224
1343,NSW,Kensington West,-33.90984,151.21944
1344,NSW,Kingsford South,-33.9266,151.232
1345,NSW,La Perouse,-33.9792,151.236
1346,NSW,Malabar,-33.96243,151.24858
1347,NSW,Maroubra Bay,-33.9447,151.253
1348,NSW,Maroubra Central,-33.94161,151.242506
1349,NSW,Maroubra Junction,-33.9362604,151.23968090000002
1350,NSW,Maroubra South,-33.9473927,151.2519195
1351,NSW,Maroubra West,-33.9447995,151.23526819999998
1352,NSW,Mascot,-33.9291,151.19299999999998
1353,NSW,Mascot East,-33.9277457,151.2008842
1355,NSW,Mascot North,-33.9256,151.194
1356,NSW,Matraville,-33.9583,151.24
1357,NSW,Randwick,-33.91,151.243
1358,NSW,Randwick Central,-33.924800299999994,151.2389195
1359,NSW,Randwick East,-33.9115,151.243
1361,NSW,Randwick North,-33.9057,151.247
1362,NSW,Randwick South,-33.9218,151.24
1363,NSW,Randwick West,-33.9126406,151.2396486
1364,NSW,Rosebery West,-33.9213,151.19799999999998
1367,NSW,Sydney,-33.8730501,151.20645280000002
1369,NSW,The Spot,-33.9182,151.245
1371,NSW,Berkshire Park,-33.6769,150.781
1373,NSW,Cambridge Gardens,-33.737332,150.7229665
1374,NSW,Cambridge Park,-33.748000000000005,150.726
1375,NSW,Cambridge Park South,-33.7523,150.734
1376,NSW,Castlereagh,-33.6675182,150.6770237
1377,NSW,Claremont Meadows,-33.773751700000005,150.74613100000002
1378,NSW,Colyton,-33.7838,150.791
1379,NSW,Cranebrook,-33.7128,150.708
1380,NSW,Cranebrook South,-33.721,150.709
1382,NSW,Emu Heights,-33.7361,150.65
1383,NSW,Emu Plains,-33.7559934,150.6582736
1384,NSW,Emu Plains North,-33.7486716,150.67029119999998
1385,NSW,Glenmore Park,-33.7847,150.681
1386,NSW,Glenmore Park Central,-33.7919868,150.6721976
1387,NSW,Glenmore Park East,-33.7872932,150.6899196
1388,NSW,Jamisontown,-33.7724,150.683
1389,NSW,Jamisontown West,-33.7637561,150.6812575
1390,NSW,Kingswood,-33.7642,150.726
1391,NSW,Kingswood North,-33.7535,150.714
1392,NSW,Kingswood South,-33.7697,150.71200000000002
1393,NSW,Leonay,-33.7647,150.651
1394,NSW,Llandilo,-33.7071,150.752
1395,NSW,Londonderry,-33.6472,150.736
1397,NSW,Mulgoa,-33.836665,150.653532
1398,NSW,Orchard Hills,-33.782322,150.72173600000002
1399,NSW,Oxley Park,-33.7709329,150.7892231
1400,NSW,Penrith,-33.754841,150.694366
1402,NSW,Penrith North,-33.7413,150.711
1403,NSW,Penrith South,-33.7642,150.701
1404,NSW,Regentville,-33.7767,150.668
1405,NSW,St Marys,-33.7684193,150.7705767
1406,NSW,St Marys North,-33.7566411,150.78312649999998
1407,NSW,St Marys South,-33.7795,150.776
1409,NSW,Sydney,-33.8730501,151.20645280000002
1410,NSW,Werrington,-33.754475799999994,150.746012
1411,NSW,Werrington County,-33.7454,150.747
1412,NSW,York,-33.7746877,150.69855790000003
1413,NSW,Barrington,-31.9714,151.911
1414,NSW,Beechwood,-31.4366,152.681
1416,NSW,Bolwarra,-32.7074,151.57299999999998
1417,NSW,Bonny Hills,-31.5911,152.839
1418,NSW,Booral,-32.4663,151.961
1419,NSW,Bulahdelah,-32.4127,152.21200000000002
1420,NSW,Bungwahl,-32.3895,152.44799999999998
1421,NSW,Burrell Creek,-31.9526,152.296
1422,NSW,Chatham,-31.8966,152.48
1423,NSW,Clarence Town,-32.589690000000004,151.77678999999998
1424,NSW,Comboyne,-31.6051,152.472
1425,NSW,Coolongolook,-32.2147,152.321
1426,NSW,Coomba Park,-32.2405,152.464
1427,NSW,Coopernook,-31.8251,152.613
1428,NSW,Cundletown,-31.8999,152.52200000000002
1429,NSW,Diamond Beach,-32.0714,152.543
1431,NSW,Dunbogan,-31.6457,152.816
1432,NSW,Dungog,-32.4055,151.75799999999998
1433,NSW,Dyers Crossing,-32.0939,152.30100000000002
1435,NSW,Elands,-31.6335,152.296
1436,NSW,Forster East,-32.1794,152.51
1437,NSW,Forster Keys,-32.2137,152.53799999999998
1438,NSW,Forster South,-32.2015435,152.5195431
1440,NSW,Gloucester,-32.00918,151.95872
1441,NSW,Gloucester South,-32.0173,151.96
1442,NSW,Gresford,-32.4310261,151.55310730000002
1443,NSW,Hallidays Point,-32.0649,152.52700000000002
1444,NSW,Hannam Vale,-31.712,152.594
1445,NSW,Harrington,-31.8719,152.69
1446,NSW,Hawks Nest,-32.673,152.179
1447,NSW,Herons Creek,-31.5884,152.72899999999998
1448,NSW,Hinton,-32.7166,151.651
1449,NSW,Huntingdon,-31.478344300000003,152.66053689999998
1450,NSW,Johns River,-31.7331,152.697
1451,NSW,Karuah,-32.6542,151.966
1452,NSW,Kendall,-31.6323,152.703
1453,NSW,Kew,-31.6393,152.734
1454,NSW,Killabakh,-31.7363,152.401
1455,NSW,King Creek,-31.4721,152.756
1456,NSW,Krambach,-32.0495,152.266
1457,NSW,Lake Cathie,-31.570257199999997,152.8260935
1458,NSW,Lansdowne,-31.783703000000003,152.532633
1459,NSW,Largs,-32.7002,151.606
1460,NSW,Laurieton,-31.651425099999997,152.7968396
1461,NSW,Long Flat,-31.4369,152.49
1462,NSW,Lorn,-32.7273,151.56
1463,NSW,Lorne,-31.6616,152.61
1464,NSW,Marlee,-31.7709,152.316
1465,NSW,Martins Creek,-32.566,151.624
1466,NSW,Mitchells Island,-31.8971,152.6112
1467,NSW,Moorland,-31.7706,152.65200000000002
1468,NSW,Mount George,-31.8817,152.18
1469,NSW,Nabiac,-32.0996,152.381
1470,NSW,North Arm Cove,-32.6651,152.041
1471,NSW,North Haven,-31.63413,152.82151000000002
1472,NSW,Old Bar,-31.9722,152.588
1473,NSW,Pacific Palms,-32.3402,152.52100000000002
1474,NSW,Paterson Central,-32.6062,151.6
1475,NSW,Pembrooke,-31.3803,152.757
1477,NSW,Purfleet,-31.941,152.469
1479,NSW,Rollands Plains,-31.2788,152.679
1480,NSW,Seaham,-32.6627,151.72899999999998
1485,NSW,Stratford,-32.1174,151.939
1486,NSW,Stroud,-32.4037,151.965
1487,NSW,Stroud Road,-32.3464,151.931
1488,NSW,Sydney,-33.8730501,151.20645280000002
1489,NSW,Taree,-31.90975,152.46338
1490,NSW,Taree North,-31.892,152.461
1492,NSW,Taree West,-31.9071173,152.44496999999998
1493,NSW,Tea Gardens,-32.6678,152.158
1494,NSW,Tinonee,-31.932641999999998,152.414473
1495,NSW,Tuncurry,-32.1598,152.487
1496,NSW,Upper Lansdowne,-31.7062,152.4681
1497,NSW,Vacy,-32.542111199999994,151.5771074
1498,NSW,Wallarobba,-32.5045,151.713
1499,NSW,Wauchope,-31.451989,152.73123999999999
1500,NSW,Wauchope South,-31.4694,152.731
1501,NSW,West Haven,-31.6428,152.79399999999998
1502,NSW,Wherrol Flat,-31.7835,152.22799999999998
1503,NSW,Wingham,-31.8701,152.377
1504,NSW,Wingham West,-31.87,152.37
1505,NSW,Woodville,-32.6652,151.60399999999998
1506,NSW,Airds,-34.0874603,150.82808269999998
1507,NSW,Ambarvale,-34.0866,150.798
1508,NSW,Ambarvale West,-34.0942,150.79
1509,NSW,Blairmount,-34.0484,150.803
1511,NSW,Bradbury,-34.086,150.813
1512,NSW,Bradbury South,-34.0977,150.816
1514,NSW,Campbelltown,-34.0703,150.816
1515,NSW,Campbelltown East,-34.0723,150.83100000000002
1517,NSW,Campbelltown North,-34.0613,150.82299999999998
1518,NSW,Catherine Field,-33.993,150.765
1519,NSW,Claymore,-34.043,150.80700000000002
1520,NSW,Currans Hill,-34.048,150.769
1522,NSW,Eagle Vale,-34.0339,150.815
1523,NSW,Eschol Park,-34.0287,150.811
1524,NSW,Glen Alpine,-34.08660020000001,150.78827890000002
1525,NSW,Gregory Hills,-34.027606299999995,150.77636719999998
1526,NSW,Harrington Park,-34.0264,150.738
1527,NSW,Harrington Park Central,-34.02906,150.73494
1528,NSW,Ingleburn,-33.9999,150.86700000000002
1529,NSW,Ingleburn East,-34.0044,150.872
1531,NSW,Ingleburn South,-34.010999999999996,150.863
1532,NSW,Leppington,-33.9596,150.81
1533,NSW,Leumeah,-34.0545,150.828
1534,NSW,Leumeah North,-34.0487,150.84
1535,NSW,Menangle Park,-34.1082141,150.75149069999998
1536,NSW,Minto,-34.0298,150.847
1537,NSW,Minto North,-34.0228,150.857
1538,NSW,Minto South,-34.0389,150.847
1539,NSW,Oran Park,-34.002777,150.73583359999998
1540,NSW,Raby,-34.0157,150.81799999999998
1541,NSW,Rosemeadow,-34.1048,150.795
1542,NSW,Rossmore,-33.9468,150.77200000000002
1543,NSW,Ruse,-34.067,150.842
1544,NSW,St Andrews,-34.022,150.832
1545,NSW,St Andrews South,-34.0296,150.828
1546,NSW,St Helens Park,-34.1109,150.803
1548,NSW,Sydney,-33.8730501,151.20645280000002
1549,NSW,Wedderburn,-34.13,150.814
1550,NSW,Woodbine,-34.0490199,150.82005680000003
1551,NSW,Avalon,-33.6359511,151.3293514
1552,NSW,Barrenjoey,-33.6303,151.334
1553,NSW,Bayview,-33.6575,151.295
1554,NSW,Beacon Hill,-33.7534,151.262
1555,NSW,Belrose,-33.7389,151.218
1556,NSW,Belrose North,-33.7277,151.216
1557,NSW,Bilgola Plateau,-33.6448,151.314
1560,NSW,Collaroy,-33.7281,151.299
1561,NSW,Collaroy Plateau,-33.7329483,151.293289
1562,NSW,Cromer,-33.7378,151.274
1563,NSW,Cromer East,-33.7381,151.284
1564,NSW,Dee Why,-33.7486,151.286
1565,NSW,Dee Why Central,-33.7543,151.29
1566,NSW,Dee Why East,-33.754581200000004,151.2922257
1568,NSW,Elanora,-33.7027,151.284
1569,NSW,Forest,-33.7499,151.231
1570,NSW,Forestville,-33.7615289,151.2115291
1571,NSW,Frenchs Forest,-33.7519545,151.2242559
1573,NSW,Mimosa,-33.7439,151.204
1574,NSW,Mona Vale,-33.6765,151.304
1575,NSW,Mona Vale Beach,-33.6782,151.315
1576,NSW,Mona Vale North,-33.669376799999995,151.3028793
1578,NSW,Narrabeen,-33.7203,151.298
1579,NSW,Narrabeen East,-33.7128,151.299
1580,NSW,Narrabeen North,-33.7007979,151.2975472
1581,NSW,Narraweena,-33.7493,151.273
1582,NSW,Newport,-33.660585100000006,151.31332719999997
1583,NSW,Newport Beach,-33.653509,151.322793
1584,NSW,Palm Beach,-33.602557700000006,151.3189969
1585,NSW,RSL Retirement Village,-33.7227,151.286
1589,NSW,Sydney,-33.8730501,151.20645280000002
1590,NSW,Terrey Hills,-33.6853625,151.223182
1591,NSW,Warriewood,-33.6969,151.299
1592,NSW,Wheeler Heights,-33.7280915,151.2861959
1593,NSW,Bilpin,-33.4979864,150.5122648
1594,NSW,Blackheath,-33.6392,150.286
1595,NSW,Blaxland,-33.7548,150.605
1596,NSW,Blaxland East,-33.7468,150.623
1597,NSW,Bligh Park,-33.6393,150.79399999999998
1598,NSW,Bligh Park East,-33.6413,150.814
1600,NSW,Cattai,-33.5588,150.907
1601,NSW,Colo Heights,-33.3728,150.739
1603,NSW,Ebenezer,-33.5307,150.877
1604,NSW,Faulconbridge,-33.6858,150.549
1605,NSW,Freemans Reach,-33.5594,150.797
1606,NSW,Glenbrook,-33.7663,150.61700000000002
1607,NSW,Glossodia,-33.534209999999995,150.7663138
1608,NSW,Grose Wold,-33.5957,150.666
1609,NSW,Hazelbrook,-33.7269,150.459
1610,NSW,Hobartville,-33.6033,150.74200000000002
1611,NSW,Katoomba,-33.7195074,150.31394450000002
1612,NSW,Katoomba Central,-33.715759999999996,150.31166000000002
1613,NSW,Katoomba North,-33.6992,150.316
1615,NSW,Kurmond,-33.5499,150.69299999999998
1616,NSW,Kurrajong,-33.5555,150.662
1617,NSW,Kurrajong East,-33.510999999999996,150.778
1618,NSW,Kurrajong North,-33.50676,150.69826
1619,NSW,Lapstone,-33.7717,150.631
1620,NSW,Lawson,-33.7216261,150.42848909999998
1621,NSW,Leura,-33.71131,150.33586
1622,NSW,Leura Central,-33.7139,150.344
1623,NSW,McGraths Hill,-33.6156,150.835
1624,NSW,Maraylya,-33.5931,150.916
1625,NSW,Medlow Bath,-33.6742,150.282
1626,NSW,Mount Riverview,-33.7298,150.63299999999998
1627,NSW,Mount Victoria,-33.5916,150.254
1628,NSW,Mount Wilson,-33.5057118,150.3677381
1629,NSW,North Richmond,-33.580928,150.717126
1630,NSW,Oakville,-33.6207,150.872
1632,NSW,Pitt Town,-33.584,150.861
1633,NSW,Richmond,-33.5993,150.757
1635,NSW,St Albans,-33.2946,150.971
1637,NSW,Springwood,-33.701768,150.561583
1638,NSW,Springwood North,-33.6902,150.586
1640,NSW,Springwood South,-33.7055,150.57299999999998
1641,NSW,Sydney,-33.8730501,151.20645280000002
1642,NSW,Tennyson,-33.5350331,150.7373648
1643,NSW,Valley Heights,-33.70387120000001,150.58068659999998
1644,NSW,Vineyard East,-33.6481,150.858
1645,NSW,Warrimoo,-33.7273,150.599
1646,NSW,Wentworth Falls,-33.71436,150.37255
1647,NSW,Wilberforce,-33.55852,150.83947
1648,NSW,Windsor,-33.6091899,150.8171314
1649,NSW,Windsor South,-33.6185,150.804
1650,NSW,Winmalee,-33.6751,150.615
1651,NSW,Woodford,-33.7341,150.47
1652,NSW,Yarramundi,-33.6359,150.66
1655,NSW,Erskine Park,-33.8057,150.803
1656,NSW,Fairfield Central,-33.867740000000005,150.95541
1657,NSW,Fairfield Heights,-33.867,150.94799999999998
1659,NSW,Fairfield South,-33.8767019,150.94129099999998
1660,NSW,Fairfield West,-33.868559999999995,150.92455
1661,NSW,Fairfield West Central,-33.874464399999994,150.9299808
1662,NSW,Fowler Road,-33.8409,150.976
1663,NSW,Granville South,-33.8488183,150.9961068
1664,NSW,Greystanes,-33.8281535,150.9417595
1665,NSW,Greystanes Central,-33.8341,150.951
1666,NSW,Greystanes East,-33.8203,150.959
1667,NSW,Greystanes North,-33.81478189999999,150.94184130000002
1668,NSW,Greystanes North East,-33.8128,150.952
1669,NSW,Greystanes South,-33.8337,150.94
1670,NSW,Guildford,-33.8553985,150.9813992
1671,NSW,Guildford East,-33.8546727,150.9884935
1672,NSW,Guildford West,-33.8471,150.967
1673,NSW,Horsley Park,-33.841203,150.85259230000003
1674,NSW,Kemps Creek,-33.8839497,150.7899021
1675,NSW,Merrylands East,-33.8421,150.989
1676,NSW,Merrylands North,-33.83764,150.98918
1677,NSW,Merrylands West,-33.8363083,150.96013069999998
1678,NSW,Minchinbury,-33.7875,150.83100000000002
1681,NSW,St Clair,-33.7965,150.786
1682,NSW,St Clair East,-33.7962789,150.79973940000002
1683,NSW,St Clair South,-33.8059,150.783
1684,NSW,St Clair West,-33.7937771,150.77325969999998
1685,NSW,Smithfield,-33.8542,150.934
1686,NSW,Smithfield East,-33.8564,150.939
1687,NSW,Smithfield West,-33.8572671,150.9171256
1688,NSW,South Wentworthville Central,-33.8187,150.967
1690,NSW,Sydney,-33.8730501,151.20645280000002
1691,NSW,Wetherill Park,-33.8545,150.906
1692,NSW,Yennora,-33.867,150.971
1693,NSW,Aminya,-33.7575,151.0
1694,NSW,Baulkham Hills,-33.77955,151.00288999999998
1695,NSW,Baulkham Hills Central,-33.7519685,150.98997849999998
1696,NSW,Baulkham Hills North,-33.7523967,150.99959230000002
1697,NSW,Beaumont Hills,-33.698,150.947
1698,NSW,Bella Vista,-33.730222999999995,150.966064
1700,NSW,Castle Hill,-33.7282,151.005
1701,NSW,Castle Hill Central,-33.7272,150.999
1702,NSW,Castle Hill East,-33.7384,151.003
1704,NSW,Crestwood,-33.748090000000005,150.97142
1705,NSW,Crestwood Central,-33.7440822,150.97468080000002
1707,NSW,Eurambie Park,-33.7447,151.03
1708,NSW,Jasper Road,-33.7611,150.982
1709,NSW,Kellyville,-33.7119846,150.95791730000002
1710,NSW,Kellyville East,-33.70909,150.96702
1711,NSW,Kellyville South,-33.712493200000004,150.9654849
1712,NSW,Matthew Pearce,-33.75752,150.9625
1713,NSW,Model Farms,-33.7704,150.972
1714,NSW,Muirfield,-33.76575,151.02222
1715,NSW,Northmead,-33.7867,150.991
1716,NSW,Northmead East,-33.7885,151.0
1717,NSW,North Rocks,-33.7688,151.026
1718,NSW,Old Toongabbie,-33.787,150.966
1720,NSW,Rondelay,-33.7408,150.991
1721,NSW,Rouse Hill,-33.67905,150.92002
1722,NSW,Samuel Gilbert,-33.7142,150.993
1723,NSW,Sherwood Ridge,-33.7072,150.976
1725,NSW,Sydney,-33.8730501,151.20645280000002
1726,NSW,The Hills,-33.761129,150.9907762
1727,NSW,Winston Heights,-33.7754,150.968
1728,NSW,Winston Hills,-33.7735,150.981
1729,NSW,Winston Hills Central,-33.777571,150.973022
1730,NSW,Withers,-33.68757,150.93382
1731,NSW,Aberdeen,-32.1662857,150.8891058
1732,NSW,Arding,-30.566399600000004,151.52841569999998
1733,NSW,Armidale,-30.5146,151.666
1735,NSW,Armidale South,-30.5193,151.664
1736,NSW,Armidale West,-30.5108727,151.6507081
1737,NSW,Ashford,-29.3215,151.095
1738,NSW,Attunga,-30.9301543,150.8465307
1739,NSW,Barraba,-30.373449800000003,150.60955790000003
1740,NSW,Bendemeer,-30.886709999999997,151.15104
1741,NSW,Ben Lomond,-30.0172,151.661
1742,NSW,Ben Venue,-30.503106699999996,151.67441619999997
1743,NSW,Bingara,-29.866929,150.568325
1744,NSW,Black Mountain,-30.308601399999997,151.6577425
1745,NSW,Blackville,-31.642932899999998,150.23850919999998
1746,NSW,Blandford,-31.7784,150.892
1748,NSW,Bonshaw,-29.0483,151.276
1749,NSW,Bundarra,-30.167914500000002,151.0760407
1750,NSW,Calala,-31.1288,150.94
1751,NSW,Caroona,-31.4065974,150.4247081
1752,NSW,Cassilis,-32.0053,149.97799999999998
1753,NSW,Coledale Community,-31.1105102,150.8954636
1754,NSW,Currabubula,-31.2633,150.735
1755,NSW,Dangarsleigh,-30.602753399999997,151.678791
1756,NSW,Deepwater,-29.4434,151.84799999999998
1757,NSW,Delungra,-29.651714799999997,150.83119150000002
1759,NSW,Drake,-28.9286,152.375
1760,NSW,Dungowan,-31.223371399999998,151.1382294
1761,NSW,Duri,-31.2227108,150.8358479
1762,NSW,Ebor,-30.402852799999998,152.3497061
1763,NSW,Elsmore,-29.8028531,151.2751293
1764,NSW,Emmaville,-29.447138199999998,151.60116409999998
1765,NSW,Gilgai,-29.8542,151.118
1766,NSW,Glencoe,-29.9275,151.725
1767,NSW,Glen Innes,-29.7356,151.739
1768,NSW,Glen Innes West,-29.7379068,151.72953869999998
1769,NSW,Gundy,-32.0142622,150.9990764
1770,NSW,Guyra,-30.2225,151.67600000000002
1771,NSW,Hallsville,-31.003604499999998,150.87565890000002
1772,NSW,Hillvue,-31.1304153,150.9198037
1773,NSW,Hillvue West,-31.114202000000002,150.908466
1774,NSW,Inverell,-29.7741325,151.1149995
1775,NSW,Inverell East,-29.7731886,151.12214980000002
1777,NSW,Jennings,-28.9272952,151.93413280000001
1778,NSW,Kentucky,-30.7611614,151.4492154
1779,NSW,Kingstown,-30.507382699999997,151.11492880000003
1780,NSW,Kootingal,-31.0541,151.054
1781,NSW,Legume,-28.40601,152.3068571
1782,NSW,Liston,-28.6469,152.085
1783,NSW,Loomberah,-31.234985100000003,151.0205212
1784,NSW,Madgwick,-30.4961473,151.64075459999998
1785,NSW,Manilla,-30.7464,150.72
1786,NSW,Merriwa,-32.1415,150.35299999999998
1787,NSW,Mingoola,-29.005230800000003,151.542439
1788,NSW,Moonbi,-31.018961800000003,151.07477250000002
1789,NSW,Moore Creek,-30.9952988,150.9227835
1790,NSW,Murrurundi,-31.7643516,150.8352792
1792,NSW,Nemingha,-31.1271941,151.00427340000002
1793,NSW,Newling,-30.5231,151.67700000000002
1794,NSW,Niangala,-31.298000000000002,151.408
1795,NSW,Nowendoc,-31.514032300000004,151.71637769999998
1796,NSW,Nundle,-31.4599,151.127
1797,NSW,Oxley Vale,-31.059,150.895
1798,NSW,Peel High,-31.1,150.893
1799,NSW,Premer,-31.4548788,149.90080830000002
1800,NSW,Quirindi,-31.5018,150.68
1801,NSW,Red Range,-29.777303600000003,151.8946123
1802,NSW,Rocky River,-30.6130803,151.4914677
1803,NSW,Ross Hill,-29.7708,151.10299999999998
1804,NSW,Scone,-32.05,150.863
1805,NSW,Scone East,-32.0501,150.874
1806,NSW,Scone South,-32.0561859,150.8712771
1807,NSW,Somerton,-30.9384,150.642
1813,NSW,Spring Ridge,-31.3911988,150.256667
1814,NSW,Sydney,-33.8730501,151.20645280000002
1815,NSW,Tamworth,-31.0891815,150.93208049999998
1816,NSW,Tamworth East,-31.0846637,150.93641619999997
1817,NSW,Tamworth North,-31.0719765,150.91854569999998
1819,NSW,Tamworth South,-31.1045,150.917
1820,NSW,Tamworth West,-31.092,150.921
1821,NSW,Tenterfield,-29.051246399999997,152.01901
1823,NSW,Timbumburi,-31.2037,150.916
1824,NSW,Tingha,-29.9584202,151.21348369999998
1825,NSW,Upper Horton,-30.1408,150.444
1826,NSW,Uralla,-30.6418998,151.49466280000001
1827,NSW,Urbenville,-28.4733,152.545
1828,NSW,Walcha,-30.980287100000005,151.6033968
1829,NSW,Wallabadah,-31.540796000000004,150.82814040000002
1830,NSW,Werris Creek,-31.3492,150.651
1831,NSW,Westdale,-31.0945,150.873
1832,NSW,Willow Tree,-31.645245399999997,150.72617169999998
1833,NSW,Wingen,-31.893809700000002,150.8795035
1834,NSW,Wollomombi,-30.5175911,152.0540444
1835,NSW,Woolbrook,-30.9695,151.342
1836,NSW,Woolomin,-31.301873399999998,151.1484895
1837,NSW,Yarrowitch,-31.250798,151.9482403
1838,NSW,Yetman,-28.9008756,150.77498319999998
1839,NSW,Adamstown Heights,-32.9464,151.707
1840,NSW,Adamstown North,-32.931127000000004,151.728308
1841,NSW,Adamstown South,-32.937315999999996,151.72638700000002
1842,NSW,Beaumont Park,-32.9353,151.739
1843,NSW,Birmingham Gardens North,-32.8889663,151.69391869999998
1845,NSW,Cardiff Heights,-32.9377159,151.68309119999998
1846,NSW,Carrington,-32.9122,151.765
1848,NSW,Cooks Hill,-32.929263,151.768023
1849,NSW,Cooks Hill South,-32.9338,151.768
1851,NSW,Elermore Vale,-32.9149,151.666
1852,NSW,Georgetown,-32.907985700000005,151.73164119999998
1853,NSW,Glendore,-32.8737,151.651
1854,NSW,Hamilton,-32.924,151.744
1855,NSW,Hamilton North,-32.917469,151.73408500000002
1856,NSW,Hamilton South,-32.9341,151.754
1857,NSW,Islington,-32.9115,151.744
1858,NSW,Jesmond North,-32.9013657,151.6960568
1859,NSW,Kotara East,-32.9381,151.705
1860,NSW,Kotara South,-32.945909,151.69491200000002
1861,NSW,Lambton,-32.9147,151.709
1862,NSW,Lambton East,-32.9175,151.722
1863,NSW,Maryland,-32.882,151.659
1864,NSW,Mayfield,-32.898022499999996,151.74149350000002
1865,NSW,Mayfield East,-32.8959,151.748
1866,NSW,Mayfield South,-32.9,151.734
1867,NSW,Mayfield West,-32.8894,151.731
1868,NSW,Merewether,-32.9378,151.752
1869,NSW,Merewether Heights,-32.9469,151.739
1870,NSW,Merewether South,-32.9484767,151.7541281
1871,NSW,Minmi,-32.8838,151.614
1872,NSW,Newcastle City,-32.9304,151.77700000000002
1874,NSW,New Lambton,-32.924906,151.71575190000001
1875,NSW,New Lambton Central,-32.9266,151.714
1876,NSW,New Lambton South,-32.9314303,151.71750649999998
1877,NSW,Pittown,-32.9000437,151.6642575
1878,NSW,Plattsburg,-32.8921027,151.66801919999997
1879,NSW,Shortland,-32.8827,151.696
1880,NSW,Silver Ridge,-32.9067,151.683
1883,NSW,Stockton,-32.9120555,151.783126
1884,NSW,Sydney,-33.8730501,151.20645280000002
1885,NSW,The Junction,-32.9392328,151.75812009999999
1886,NSW,Tighes Hill,-32.9082,151.752
1887,NSW,Wallsend,-32.9083,151.672
1888,NSW,Wallsend South,-32.9206289,151.67536030000002
1889,NSW,Warabrook,-32.8867,151.718
1890,NSW,Waratah,-32.9058,151.722
1891,NSW,Waratah West,-32.8993,151.716
1892,NSW,Artarmon,-33.8069303,151.18612290000002
1893,NSW,Artarmon Central,-33.810987100000006,151.18573569999998
1895,NSW,Boronia Park,-33.8211705,151.1355456
1896,NSW,Cammeray,-33.820861,151.211348
1897,NSW,Castlecrag,-33.8033981,151.2131419
1898,NSW,Chatswood,-33.7957148,151.18369819999998
1899,NSW,Chatswood East,-33.799308200000006,151.1871733
1901,NSW,Chatswood South,-33.8056008,151.17908390000002
1902,NSW,Chatswood West,-33.798272999999995,151.1782533
1903,NSW,Cremorne,-33.8285,151.225
1904,NSW,Crows Nest,-33.8302599,151.2035121
1905,NSW,Crows Nest East,-33.8291235,151.20872450000002
1907,NSW,Cullen,-33.809851200000004,151.1523201
1909,NSW,Gladesville,-33.8323301,151.12592180000001
1910,NSW,Greenwich North,-33.829170500000004,151.1883862
1911,NSW,Hunters Hill,-33.83520120000001,151.15133269999998
1912,NSW,Hunters Hill West,-33.8315418,151.1427724
1913,NSW,Kirribilli,-33.8485905,151.21430130000002
1914,NSW,Lane Cove,-33.8164317,151.1694767
1915,NSW,Lane Cove East,-33.8127091,151.1713361
1916,NSW,Lane Cove South,-33.819208,151.1701635
1917,NSW,Lane Cove West,-33.812923,151.15833500000002
1918,NSW,Longueville,-33.8277534,151.1700811
1919,NSW,McMahons Point,-33.843099,151.205217
1920,NSW,Middle Harbour,-33.8224262,151.2325467
1922,NSW,Mowbray,-33.804541,151.155406
1923,NSW,Naremburn,-33.8194691,151.2007257
1924,NSW,Naremburn East,-33.826301,151.21056000000002
1925,NSW,Neutral Bay,-33.832489100000004,151.2199092
1926,NSW,Neutral Bay West,-33.835410700000004,151.21462380000003
1927,NSW,Northbridge,-33.810429,151.210377
1928,NSW,Northbridge East,-33.8122014,151.2189118
1929,NSW,North Sydney,-33.8349829,151.20403269999997
1930,NSW,St Leonards,-33.821839600000004,151.1922988
1934,NSW,Sydney,-33.8730501,151.20645280000002
1936,NSW,Waverton,-33.837717,151.196348
1937,NSW,Willoughby,-33.80351829999999,151.19955530000001
1938,NSW,Willoughby North,-33.795410700000005,151.2052803
1939,NSW,Wollstonecraft,-33.8231691,151.1870939
1940,NSW,Alstonville,-28.839851899999996,153.4339079
1942,NSW,Baryulgil,-29.2234984,152.60646369999998
1943,NSW,Bentley,-28.7519153,153.08103180000003
1944,NSW,Bexhill,-28.766089,153.346233
1946,NSW,Bonalbo,-28.7367,152.622
1947,NSW,Broadwater,-29.0137,153.434
1948,NSW,Brooms Head,-29.6090539,153.3384619
1949,NSW,Caniaba,-28.837562100000003,153.2051129
1950,NSW,Casino,-28.8659375,153.0477541
1951,NSW,Casino North,-28.8455,153.043
1953,NSW,Casino South,-28.8727849,153.044616
1954,NSW,Casino West,-28.855,153.037
1955,NSW,Cawongla,-28.599716600000004,153.098625
1956,NSW,Chatsworth Island,-29.3879674,153.2313816
1957,NSW,Clovass,-28.874755100000005,153.1686889
1958,NSW,Clunes,-28.7253581,153.4087595
1960,NSW,Copmanhurst,-29.586389299999997,152.7755195
1961,NSW,Coraki,-28.9921,153.283
