StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
ACT,101,Canberra,8829,Barton,991,44.4,1241,55.6,2232,2.19
ACT,101,Canberra,64583,Belconnen CANBERRA PPVC,446,39.86,673,60.14,1119,0.57
ACT,101,Canberra,65504,BLV Canberra PPVC,16,48.48,17,51.52,33,15.15
ACT,101,Canberra,11877,Bonython,691,37.27,1163,62.73,1854,-2.11
ACT,101,Canberra,8802,Braddon (Canberra),409,32.75,840,67.25,1249,5.17
ACT,101,Canberra,11452,Calwell,908,40.09,1357,59.91,2265,-2.46
ACT,101,Canberra,8806,Campbell,859,46.41,992,53.59,1851,-2.2
ACT,101,Canberra,8761,Chapman,1077,40.9,1556,59.1,2633,-1.94
ACT,101,Canberra,8763,Chisholm,665,39.61,1014,60.39,1679,-4.64
ACT,101,Canberra,8808,City (Canberra),360,34.48,684,65.52,1044,7.78
ACT,101,Canberra,58708,City CANBERRA PPVC,2995,44.24,3775,55.76,6770,4.43
ACT,101,Canberra,31298,Conder,1181,38.67,1873,61.33,3054,-2.56
ACT,101,Canberra,82523,Coombs,492,39.33,759,60.67,1251,0.46
ACT,101,Canberra,8764,Curtin,923,36.35,1616,63.65,2539,-0.33
ACT,101,Canberra,8766,Deakin,741,59.47,505,40.53,1246,0.61
ACT,101,Canberra,30092,Divisional Office (PREPOLL),92,50,92,50,184,11.52
ACT,101,Canberra,8767,Duffy,657,34.93,1224,65.07,1881,-2.66
ACT,101,Canberra,8768,Fadden,913,47.88,994,52.12,1907,0.21
ACT,101,Canberra,8769,Farrer,1082,44.78,1334,55.22,2416,-3.06
ACT,101,Canberra,8794,Garran,540,43.41,704,56.59,1244,0.45
ACT,101,Canberra,8771,Gilmore,787,42.33,1072,57.67,1859,-1.31
ACT,101,Canberra,12072,Gordon,1378,39.71,2092,60.29,3470,-3.69
ACT,101,Canberra,8772,Gowrie,707,40.84,1024,59.16,1731,-3.99
ACT,101,Canberra,8817,Griffith,647,45.89,763,54.11,1410,-0.03
ACT,101,Canberra,65981,Gungahlin CANBERRA PPVC,106,44.17,134,55.83,240,-4.22
ACT,101,Canberra,8773,Holder,885,41.88,1228,58.12,2113,0.44
ACT,101,Canberra,8774,Hughes,783,40.2,1165,59.8,1948,0.76
ACT,101,Canberra,8884,Isabella Plains,744,36.87,1274,63.13,2018,-2.84
ACT,101,Canberra,8776,Kambah North,540,37.09,916,62.91,1456,-3.75
ACT,101,Canberra,8777,Kambah South,805,34.43,1533,65.57,2338,-1.41
ACT,101,Canberra,8778,Kambah West,1052,38.88,1654,61.12,2706,-2.93
ACT,101,Canberra,8779,Lyons,462,36.67,798,63.33,1260,-1.3
ACT,101,Canberra,8780,Mawson,847,38.66,1344,61.34,2191,-5.45
ACT,101,Canberra,8781,Monash,976,41.8,1359,58.2,2335,-1.54
ACT,101,Canberra,8782,Narrabundah,608,35.27,1116,64.73,1724,-1.38
ACT,101,Canberra,65739,Norfolk Island,121,49.39,124,50.61,245,7
ACT,101,Canberra,66153,Norfolk Island PPVC,51,61.45,32,38.55,83,28.12
ACT,101,Canberra,8783,Oaks Estate,72,41.38,102,58.62,174,2.87
ACT,101,Canberra,65158,Other Mobile Team 1,9,36,16,64,25,4.75
ACT,101,Canberra,65741,Parkes (Canberra),920,35.24,1691,64.76,2611,2.86
ACT,101,Canberra,65742,Parkes PPVC,0,0,0,0,0,0
ACT,101,Canberra,8784,Pearce,1006,40,1509,60,2515,0.13
ACT,101,Canberra,8785,Red Hill,1021,45.78,1209,54.22,2230,1.21
ACT,101,Canberra,8786,Richardson,534,36.15,943,63.85,1477,-3.66
ACT,101,Canberra,32712,Special Hospital Team 1,105,48.39,112,51.61,217,-5.39
ACT,101,Canberra,58810,Special Hospital Team 2,87,46.03,102,53.97,189,-7.43
ACT,101,Canberra,58811,Special Hospital Team 3,86,49.43,88,50.57,174,-4.04
ACT,101,Canberra,66154,Special Hospital Team 4,196,36.23,345,63.77,541,-17.62
ACT,101,Canberra,8788,Tharwa,70,52.24,64,47.76,134,1.75
ACT,101,Canberra,11878,Theodore,615,38.41,986,61.59,1601,-4.71
ACT,101,Canberra,32704,Tuggeranong CANBERRA PPVC,6074,44.28,7642,55.72,13716,-1.4
ACT,101,Canberra,66118,Turner (Canberra),170,27.16,456,72.84,626,3.97
ACT,101,Canberra,8790,Wanniassa,807,38.65,1281,61.35,2088,1.03
ACT,101,Canberra,8791,Wanniassa Hills,730,38.28,1177,61.72,1907,-1.24
ACT,101,Canberra,8792,Waramanga,942,38.2,1524,61.8,2466,-0.82
ACT,101,Canberra,8793,Weston,521,36.69,899,63.31,1420,-0.64
ACT,101,Canberra,32705,Woden CANBERRA PPVC,4791,45.13,5825,54.87,10616,-0.41
ACT,101,Canberra,8840,Yarralumla,802,49.35,823,50.65,1625,4.36
ACT,102,Fenner,8801,Ainslie North,523,23.17,1734,76.83,2257,-0.1
ACT,102,Fenner,38197,Amaroo,1144,42,1580,58,2724,-3.25
ACT,102,Fenner,8803,Aranda,690,28.2,1757,71.8,2447,0.7
ACT,102,Fenner,8805,Belconnen,888,31.73,1911,68.27,2799,-1.07
ACT,102,Fenner,32464,Belconnen FENNER PPVC,5862,38.21,9481,61.79,15343,-1.37
ACT,102,Fenner,65505,BLV Fenner PPVC,5,20.83,19,79.17,24,-15.76
ACT,102,Fenner,65695,Bonner,814,38.58,1296,61.42,2110,-0.8
ACT,102,Fenner,66142,Braddon (Fenner),377,25.88,1080,74.12,1457,-1.76
ACT,102,Fenner,8807,Charnwood,840,34.45,1598,65.55,2438,-1.57
ACT,102,Fenner,66144,City (Fenner),173,28.18,441,71.82,614,1.51
ACT,102,Fenner,32465,City FENNER PPVC,2446,33.49,4858,66.51,7304,-0.73
ACT,102,Fenner,8809,Dickson,383,29.92,897,70.08,1280,-0.1
ACT,102,Fenner,30093,Divisional Office (PREPOLL),71,30.34,163,69.66,234,-0.86
ACT,102,Fenner,82525,Downer,343,23.69,1105,76.31,1448,-3.84
ACT,102,Fenner,8812,Evatt,1160,36.74,1997,63.26,3157,1.14
ACT,102,Fenner,8814,Florey,659,33.88,1286,66.12,1945,-3.75
ACT,102,Fenner,65493,Forde,828,49.4,848,50.6,1676,-0.48
ACT,102,Fenner,34238,Fraser Central,1056,35.97,1880,64.03,2936,-0.85
ACT,102,Fenner,8816,Giralang,596,34.94,1110,65.06,1706,-0.1
ACT,102,Fenner,34240,Gungahlin,1188,41.71,1660,58.29,2848,-2.48
ACT,102,Fenner,38504,Gungahlin FENNER PPVC,3880,46.67,4433,53.33,8313,-2.27
ACT,102,Fenner,47681,Harrison,1428,42.65,1920,57.35,3348,-3.42
ACT,102,Fenner,8821,Holt,969,33.41,1931,66.59,2900,-0.67
ACT,102,Fenner,8823,Kaleen,855,36.26,1503,63.74,2358,-2.16
ACT,102,Fenner,8824,Kaleen South,606,35.82,1086,64.18,1692,-2.33
ACT,102,Fenner,8825,Latham,560,32.18,1180,67.82,1740,-4.28
ACT,102,Fenner,8826,Lyneham,804,25.13,2396,74.88,3200,-0.51
ACT,102,Fenner,8827,Macgregor,882,33.37,1761,66.63,2643,-1.02
ACT,102,Fenner,8828,Macquarie,489,29.76,1154,70.24,1643,-0.19
ACT,102,Fenner,8830,Melba,749,32.23,1575,67.77,2324,-4.38
ACT,102,Fenner,32463,Ngunnawal,1147,35.46,2088,64.54,3235,-4.08
ACT,102,Fenner,32081,Nicholls,1888,48.91,1972,51.09,3860,-0.18
ACT,102,Fenner,65840,Other Mobile Team 1,5,8.06,57,91.94,62,-7.47
ACT,102,Fenner,8832,Page,601,33.28,1205,66.72,1806,-3.36
ACT,102,Fenner,31626,Palmerston,1081,39.28,1671,60.72,2752,-1.11
ACT,102,Fenner,65743,Parkes (Fenner),408,26.88,1110,73.12,1518,0.57
ACT,102,Fenner,8834,Scullin,370,30.11,859,69.89,1229,-2.74
ACT,102,Fenner,32467,Special Hospital Team 1,189,47.25,211,52.75,400,3.48
ACT,102,Fenner,32468,Special Hospital Team 2,50,46.73,57,53.27,107,3.25
ACT,102,Fenner,82488,Special Hospital Team 3,61,38.13,99,61.88,160,-5.58
ACT,102,Fenner,64585,Tuggeranong FENNER PPVC,212,38.2,343,61.8,555,-0.43
ACT,102,Fenner,8836,Turner (Fenner),401,23.29,1321,76.71,1722,0.06
ACT,102,Fenner,8837,Watson,669,26.29,1876,73.71,2545,-0.88
ACT,102,Fenner,8838,Weetangera,759,36.65,1312,63.35,2071,-2.03
ACT,102,Fenner,64584,Woden FENNER PPVC,453,38.95,710,61.05,1163,1.56
NSW,103,Banks,31,Allawah,650,48.95,678,51.05,1328,-3.24
NSW,103,Banks,67,Allawah South,446,48.69,470,51.31,916,-0.19
NSW,103,Banks,56500,Beverly Hills North (Banks),162,48.8,170,51.2,332,4.39
NSW,103,Banks,79612,Beverly Hills South (Banks),308,46.74,351,53.26,659,0.6
NSW,103,Banks,46,Blakehurst North,195,42.3,266,57.7,461,-12.32
NSW,103,Banks,65425,BLV Banks PPVC,14,56,11,44,25,7.61
NSW,103,Banks,56472,Carlton South (Banks),531,41.39,752,58.61,1283,-4.5
NSW,103,Banks,65,Carlton West,611,52.95,543,47.05,1154,1.3
NSW,103,Banks,42,Connells Point (Banks),1269,64.32,704,35.68,1973,-4.27
NSW,103,Banks,30094,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,103,Banks,2,East Hills,616,50.33,608,49.67,1224,-5.07
NSW,103,Banks,79613,Hurstville (Banks),207,51.36,196,48.64,403,3.07
NSW,103,Banks,34046,Hurstville BANKS PPVC,3902,54.73,3228,45.27,7130,3.43
NSW,103,Banks,79614,Hurstville East (Banks),151,50.67,147,49.33,298,2.03
NSW,103,Banks,45,Hurstville Grove,1045,59.61,708,40.39,1753,0.04
NSW,103,Banks,43,Hurstville South,537,50.95,517,49.05,1054,1.95
NSW,103,Banks,4,Lugarno,1775,64.57,974,35.43,2749,-1.23
NSW,103,Banks,55,Mortdale Central,869,48.04,940,51.96,1809,-1.05
NSW,103,Banks,56,Mortdale East,776,46.66,887,53.34,1663,-3.56
NSW,103,Banks,5,Mortdale West,994,51.32,943,48.68,1937,0.24
NSW,103,Banks,6,Narwee,1111,46.33,1287,53.67,2398,-1.3
NSW,103,Banks,58,Oatley,1649,60.34,1084,39.66,2733,1.09
NSW,103,Banks,59,Oatley West,1545,61.48,968,38.52,2513,2.75
NSW,103,Banks,7,Padstow,1417,47.97,1537,52.03,2954,1.61
NSW,103,Banks,8,Padstow East,774,46.4,894,53.6,1668,-2.58
NSW,103,Banks,58722,Padstow PPVC,2095,51.86,1945,48.14,4040,-1.27
NSW,103,Banks,10,Padstow South,1332,53.91,1139,46.09,2471,0.58
NSW,103,Banks,11,Panania,470,44.38,589,55.62,1059,-9.86
NSW,103,Banks,12,Panania Central,530,49.49,541,50.51,1071,-6.49
NSW,103,Banks,13,Panania North,872,45.49,1045,54.51,1917,-5.3
NSW,103,Banks,14,Panania South,1570,55.34,1267,44.66,2837,-4.69
NSW,103,Banks,16,Peakhurst East,892,48.16,960,51.84,1852,0.42
NSW,103,Banks,17,Peakhurst South,1082,58.49,768,41.51,1850,-2.25
NSW,103,Banks,18,Peakhurst West,1357,54.13,1150,45.87,2507,-0.63
NSW,103,Banks,19,Penshurst,637,48.55,675,51.45,1312,-2.15
NSW,103,Banks,60,Penshurst Central,859,43.8,1102,56.2,1961,0.46
NSW,103,Banks,22,Picnic Point North,1130,57.54,834,42.46,1964,-4.51
NSW,103,Banks,57281,Revesby,611,42.97,811,57.03,1422,-5.11
NSW,103,Banks,25,Revesby North (Banks),958,41.78,1335,58.22,2293,-2.85
NSW,103,Banks,26,Revesby South,1217,50.48,1194,49.52,2411,-6.26
NSW,103,Banks,3,Riverwood East (Banks),461,38.94,723,61.06,1184,1.18
NSW,103,Banks,27,Riverwood North,263,26.17,742,73.83,1005,-5.35
NSW,103,Banks,28,Riverwood South,666,44.85,819,55.15,1485,-0.73
NSW,103,Banks,33594,Special Hospital Team 1,115,60.21,76,39.79,191,-2.02
NSW,103,Banks,14011,Sydney (Banks),72,48.32,77,51.68,149,6.71
NSW,104,Barton,32,Arncliffe,421,35.29,772,64.71,1193,-10.23
NSW,104,Barton,34,Arncliffe Central,454,34.26,871,65.74,1325,-5.15
NSW,104,Barton,2642,Arncliffe West,809,35.36,1479,64.64,2288,-11.71
NSW,104,Barton,2643,Bardwell Park,519,50.88,501,49.12,1020,-2.9
NSW,104,Barton,65982,Belmore BARTON PPVC,509,46.74,580,53.26,1089,-1.68
NSW,104,Barton,2645,Beverly Hills,568,51.26,540,48.74,1108,0.3
NSW,104,Barton,2670,Beverly Hills Central,430,51.81,400,48.19,830,-2.66
NSW,104,Barton,2646,Beverly Hills South (Barton),313,46.03,367,53.97,680,-0.14
NSW,104,Barton,2647,Bexley,841,40.34,1244,59.66,2085,-5.65
NSW,104,Barton,2640,Bexley East,597,38.1,970,61.9,1567,-2.66
NSW,104,Barton,2649,Bexley North,559,44.97,684,55.03,1243,-2.61
NSW,104,Barton,2650,Bexley West,882,45.49,1057,54.51,1939,-4.72
NSW,104,Barton,65449,BLV Barton PPVC,5,45.45,6,54.55,11,-11.07
NSW,104,Barton,38,Brighton-Le-Sands (Barton),1269,47.81,1385,52.19,2654,-3.96
NSW,104,Barton,2652,Canterbury South,580,33.14,1170,66.86,1750,-1.95
NSW,104,Barton,2653,Carlton,1209,40.05,1810,59.95,3019,-1.17
NSW,104,Barton,47,Carlton South (Barton),385,41.31,547,58.69,932,-5.82
NSW,104,Barton,2656,Clemton Park,1171,41.82,1629,58.18,2800,-3.97
NSW,104,Barton,30095,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,104,Barton,2660,Earlwood Central,662,48.5,703,51.5,1365,-6.37
NSW,104,Barton,2661,Earlwood South,1156,41.84,1607,58.16,2763,-7
NSW,104,Barton,79724,Hurlstone Park (Barton),113,24.2,354,75.8,467,-5.83
NSW,104,Barton,2663,Hurstville (Barton),693,51.18,661,48.82,1354,2.8
NSW,104,Barton,65171,Hurstville BARTON PPVC,3111,56.94,2353,43.06,5464,9.87
NSW,104,Barton,2664,Hurstville East (Barton),748,49.97,749,50.03,1497,1.26
NSW,104,Barton,2665,Hurstville North,766,47.05,862,52.95,1628,-4.12
NSW,104,Barton,2666,Kingsgrove,401,51.54,377,48.46,778,1.97
NSW,104,Barton,79715,Kingsgrove North (Barton),258,49.62,262,50.38,520,-2.76
NSW,104,Barton,2667,Kingsgrove South,602,44.76,743,55.24,1345,-2.15
NSW,104,Barton,50,Kogarah Central,797,38.92,1251,61.08,2048,-4.16
NSW,104,Barton,51,Kyeemagh,555,50.68,540,49.32,1095,-4.14
NSW,104,Barton,65249,Marrickville BARTON PPVC,605,30.22,1397,69.78,2002,-16.88
NSW,104,Barton,1010,Marrickville South,207,21.74,745,78.26,952,1.32
NSW,104,Barton,1011,Marrickville West,462,22.79,1565,77.21,2027,0.16
NSW,104,Barton,2662,North Bexley North,742,48.85,777,51.15,1519,-1.77
NSW,104,Barton,2672,North Earlwood,682,45.59,814,54.41,1496,-6.15
NSW,104,Barton,62,Rockdale,453,36.53,787,63.47,1240,-2.93
NSW,104,Barton,33869,Rockdale BARTON PPVC,2502,39.2,3881,60.8,6383,-10.58
NSW,104,Barton,63,Rockdale Central,923,39.72,1401,60.28,2324,-5.05
NSW,104,Barton,2671,Rockdale West,460,36.62,796,63.38,1256,-2.91
NSW,104,Barton,33595,Special Hospital Team 1,59,66.29,30,33.71,89,12.09
NSW,104,Barton,33765,Special Hospital Team 2,60,50.85,58,49.15,118,-3.22
NSW,104,Barton,38392,Special Hospital Team 3,28,49.12,29,50.88,57,-5.43
NSW,104,Barton,14014,Sydney (Barton),106,41.73,148,58.27,254,-3.58
NSW,104,Barton,1470,Tempe,420,28.34,1062,71.66,1482,1.68
NSW,104,Barton,1016,The Warren,340,25.62,987,74.38,1327,4.5
NSW,104,Barton,2641,Turrella,432,36.27,759,63.73,1191,-12.82
NSW,104,Barton,2673,Undercliffe,649,38.04,1057,61.96,1706,-6.68
NSW,105,Bennelong,65453,BLV Bennelong PPVC,11,57.89,8,42.11,19,2.72
NSW,105,Bennelong,33930,Boronia Park (Bennelong),834,61.14,530,38.86,1364,1.54
NSW,105,Bennelong,634,Carlingford (Bennelong),898,65.31,477,34.69,1375,7.82
NSW,105,Bennelong,65177,Chatswood BENNELONG PPVC,617,55.54,494,44.46,1111,-4.04
NSW,105,Bennelong,638,Denistone,701,59.91,469,40.09,1170,6.4
NSW,105,Bennelong,639,Denistone East,1811,62.73,1076,37.27,2887,5.17
NSW,105,Bennelong,647,Denistone West,748,57.89,544,42.11,1292,1.99
NSW,105,Bennelong,30096,Divisional Office (PREPOLL),18,56.25,14,43.75,32,56.25
NSW,105,Bennelong,79,Eastview,888,62.14,541,37.86,1429,-1.1
NSW,105,Bennelong,642,Eastwood,1789,63.22,1041,36.78,2830,12.68
NSW,105,Bennelong,80,Eastwood Heights,931,61.25,589,38.75,1520,7.11
NSW,105,Bennelong,643,Eastwood West,799,60.99,511,39.01,1310,1.38
NSW,105,Bennelong,644,Epping,1286,58.72,904,41.28,2190,5.35
NSW,105,Bennelong,81,Epping East,1336,59.17,922,40.83,2258,8.26
NSW,105,Bennelong,645,Epping Heights,1068,60.82,688,39.18,1756,1.42
NSW,105,Bennelong,82,Epping North,1230,59.42,840,40.58,2070,-0.82
NSW,105,Bennelong,11927,Epping West,1736,63.68,990,36.32,2726,8.27
NSW,105,Bennelong,2252,Ermington Central,731,49.29,752,50.71,1483,-3.25
NSW,105,Bennelong,2253,Ermington West (Bennelong),975,53.25,856,46.75,1831,0.52
NSW,105,Bennelong,84,Gladesville (Bennelong),1317,55.95,1037,44.05,2354,-2.36
NSW,105,Bennelong,87,Gladesville North,726,68.56,333,31.44,1059,8.32
NSW,105,Bennelong,92,Kent Road,1325,58.34,946,41.66,2271,5.17
NSW,105,Bennelong,98,Macquarie Park,650,49.92,652,50.08,1302,2.46
NSW,105,Bennelong,99,Marsfield,1141,65.69,596,34.31,1737,4.99
NSW,105,Bennelong,75,Marsfield North,1301,57.52,961,42.48,2262,3.19
NSW,105,Bennelong,650,Meadowbank,651,53.49,566,46.51,1217,-2.13
NSW,105,Bennelong,33928,Melrose Park,875,59.69,591,40.31,1466,0.83
NSW,105,Bennelong,33877,Middle Ryde,473,63.75,269,36.25,742,10.17
NSW,105,Bennelong,8869,Parkes Street,900,59.72,607,40.28,1507,0.31
NSW,105,Bennelong,102,Putney,2172,68.8,985,31.2,3157,2.29
NSW,105,Bennelong,33926,Roselea,1434,64.59,786,35.41,2220,4.43
NSW,105,Bennelong,654,Ryde,726,52.12,667,47.88,1393,-2.11
NSW,105,Bennelong,105,Ryde East,1858,60.32,1222,39.68,3080,-0.82
NSW,105,Bennelong,655,Ryde Heights,757,54.07,643,45.93,1400,-0.89
NSW,105,Bennelong,106,Ryde North,1535,58.43,1092,41.57,2627,-0.35
NSW,105,Bennelong,657,Ryde South,294,64.9,159,35.1,453,-1.4
NSW,105,Bennelong,33596,Special Hospital Team 1,290,72.5,110,27.5,400,3.49
NSW,105,Bennelong,58583,Special Hospital Team 2,141,64.98,76,35.02,217,-3.99
NSW,105,Bennelong,14017,Sydney (Bennelong),86,48.04,93,51.96,179,1.84
NSW,105,Bennelong,34349,Top Ryde,1151,51.61,1079,48.39,2230,-1.72
NSW,105,Bennelong,107,Truscott,965,61.23,611,38.77,1576,-1.5
NSW,105,Bennelong,661,West Ryde,1574,52.62,1417,47.38,2991,-1.86
NSW,105,Bennelong,33945,West Ryde BENNELONG PPVC,4411,63.01,2590,36.99,7001,0.54
NSW,106,Berowra,1822,Annangrove,933,81.41,213,18.59,1146,-1.47
NSW,106,Berowra,1823,Arcadia,655,74.18,228,25.82,883,-2.99
NSW,106,Berowra,43686,Asquith (Berowra),389,58.32,278,41.68,667,-1.62
NSW,106,Berowra,632,Beecroft,1901,65.89,984,34.11,2885,0.85
NSW,106,Berowra,117,Berowra,1552,57.42,1151,42.58,2703,-4.89
NSW,106,Berowra,118,Berowra Heights,1102,56.89,835,43.11,1937,-5.39
NSW,106,Berowra,65454,BLV Berowra PPVC,9,81.82,2,18.18,11,21.82
NSW,106,Berowra,120,Brooklyn,228,44.97,279,55.03,507,-7.61
NSW,106,Berowra,58669,Castle Hill BEROWRA PPVC,3150,76.75,954,23.25,4104,-4.48
NSW,106,Berowra,637,Cheltenham,865,64.65,473,35.35,1338,2.08
NSW,106,Berowra,11928,Cherrybrook,2139,68.51,983,31.49,3122,-1.61
NSW,106,Berowra,34004,Cherrybrook Central,1184,68.16,553,31.84,1737,-3.75
NSW,106,Berowra,1852,Cherrybrook North,2088,66.01,1075,33.99,3163,-0.51
NSW,106,Berowra,11929,Cherrybrook South,830,67.04,408,32.96,1238,-1.33
NSW,106,Berowra,121,Cowan,275,55.44,221,44.56,496,-2.12
NSW,106,Berowra,30097,Divisional Office (PREPOLL),12,60,8,40,20,60
NSW,106,Berowra,11930,Dural,1529,79.35,398,20.65,1927,-3.27
NSW,106,Berowra,11971,Eurambie Park (Berowra),1531,75.38,500,24.62,2031,0.58
NSW,106,Berowra,1836,Galston,1228,76.08,386,23.92,1614,-3.71
NSW,106,Berowra,1838,Glenhaven,1908,80.51,462,19.49,2370,-2.48
NSW,106,Berowra,1839,Glenorie,1129,77.22,333,22.78,1462,-1.57
NSW,106,Berowra,1831,Hillside Central,334,77.86,95,22.14,429,-3.04
NSW,106,Berowra,1851,Hopetoun,318,69.13,142,30.87,460,-9.2
NSW,106,Berowra,123,Hornsby (Berowra),536,50.61,523,49.39,1059,-6.4
NSW,106,Berowra,58578,Hornsby BEROWRA PPVC,3946,60.95,2528,39.05,6474,-6.03
NSW,106,Berowra,43688,Hornsby Central (Berowra),186,57.76,136,42.24,322,1.51
NSW,106,Berowra,124,Hornsby Heights,1286,59.7,868,40.3,2154,-2.28
NSW,106,Berowra,126,Hornsby North,882,58.14,635,41.86,1517,-2.85
NSW,106,Berowra,134,Hornsby South,639,56.6,490,43.4,1129,-2.81
NSW,106,Berowra,128,Hornsby West (Berowra),486,56.98,367,43.02,853,2.07
NSW,106,Berowra,1842,Kenthurst,1857,80.84,440,19.16,2297,-1.31
NSW,106,Berowra,1788,Maroota,264,79.76,67,20.24,331,-4.78
NSW,106,Berowra,1789,Maroota South,350,79.91,88,20.09,438,-5.63
NSW,106,Berowra,1846,Middle Dural,906,78.85,243,21.15,1149,-1.48
NSW,106,Berowra,131,Mount Colah,1448,58.62,1022,41.38,2470,-3.05
NSW,106,Berowra,132,Mount Kuring-Gai,743,58.46,528,41.54,1271,-7.23
NSW,106,Berowra,1848,Mowll,369,80.92,87,19.08,456,2.23
NSW,106,Berowra,1850,Murray Farm,1516,66.67,758,33.33,2274,0.48
NSW,106,Berowra,79812,Normanhurst (Berowra),523,58.5,371,41.5,894,-4.39
NSW,106,Berowra,135,Normanhurst West,1160,56.75,884,43.25,2044,-3.2
NSW,106,Berowra,33781,Oakhill Drive,2010,69.48,883,30.52,2893,-2.02
NSW,106,Berowra,136,Pennant Hills,1693,59.59,1148,40.41,2841,-2.55
NSW,106,Berowra,56586,Samuel Gilbert (Berowra),426,75.8,136,24.2,562,-0.5
NSW,106,Berowra,33598,Special Hospital Team 1,162,75.35,53,24.65,215,-3.85
NSW,106,Berowra,14020,Sydney (Berowra),57,48.72,60,51.28,117,-10.71
NSW,106,Berowra,1855,Thompsons Corner,1496,66.28,761,33.72,2257,-2.91
NSW,106,Berowra,56576,Thornleigh,657,60.5,429,39.5,1086,0.12
NSW,106,Berowra,33118,West Pennant Hills,803,66.64,402,33.36,1205,-4.66
NSW,106,Berowra,65184,West Ryde BEROWRA PPVC,201,66.56,101,33.44,302,-3.73
NSW,106,Berowra,148,Westleigh,2048,63,1203,37,3251,-2.45
NSW,106,Berowra,33800,Wisemans Ferry,122,75.78,39,24.22,161,-1.93
NSW,107,Blaxland,2365,Auburn,454,23.82,1452,76.18,1906,-6.48
NSW,107,Blaxland,2392,Auburn Central,195,26.68,536,73.32,731,-5.31
NSW,107,Blaxland,2366,Auburn East,388,31.29,852,68.71,1240,-11.59
NSW,107,Blaxland,2368,Auburn North,345,22.06,1219,77.94,1564,-3.72
NSW,107,Blaxland,2369,Auburn West,552,22.64,1886,77.36,2438,-5.93
NSW,107,Blaxland,31455,Bankstown (Blaxland),305,20.66,1171,79.34,1476,-7.16
NSW,107,Blaxland,33854,Bankstown BLAXLAND PPVC,2109,28.28,5348,71.72,7457,-5.65
NSW,107,Blaxland,155,Bankstown Central,161,19.93,647,80.07,808,-10.54
NSW,107,Blaxland,154,Bankstown East,352,24.65,1076,75.35,1428,-5.85
NSW,107,Blaxland,157,Bankstown North,210,20.63,808,79.37,1018,-8.3
NSW,107,Blaxland,177,Bankstown West,435,26.41,1212,73.59,1647,-10.32
NSW,107,Blaxland,159,Bass Hill,574,28.73,1424,71.27,1998,-14.21
NSW,107,Blaxland,162,Bass Hill West,1144,39.75,1734,60.25,2878,-7.68
NSW,107,Blaxland,2370,Berala,609,25.62,1768,74.38,2377,-5.1
NSW,107,Blaxland,2383,Berala South,732,34.4,1396,65.6,2128,-4.79
NSW,107,Blaxland,2371,Birrong,699,27.45,1847,72.55,2546,-8.53
NSW,107,Blaxland,2373,Blaxcell,405,21.98,1438,78.02,1843,-7.76
NSW,107,Blaxland,65523,BLV Blaxland PPVC,3,21.43,11,78.57,14,-36.46
NSW,107,Blaxland,2375,Chester Hill,501,25.54,1461,74.46,1962,-9.58
NSW,107,Blaxland,160,Chester Hill Central,366,24.17,1148,75.83,1514,-11.13
NSW,107,Blaxland,2376,Chester Hill North,588,27.83,1525,72.17,2113,-7.44
NSW,107,Blaxland,167,Condell Park,1010,34.24,1940,65.76,2950,-8.14
NSW,107,Blaxland,33117,Condell Park North,345,40.73,502,59.27,847,-8.59
NSW,107,Blaxland,168,Condell Park South,472,26.01,1343,73.99,1815,-7.66
NSW,107,Blaxland,30098,Divisional Office (PREPOLL),21,28.38,53,71.62,74,-7.64
NSW,107,Blaxland,65264,Fairfield BLAXLAND PPVC,129,23.54,419,76.46,548,-11.85
NSW,107,Blaxland,169,Georges Hall,945,39.51,1447,60.49,2392,-8.54
NSW,107,Blaxland,46624,Granville East (Blaxland),59,20.77,225,79.23,284,-16.2
NSW,107,Blaxland,2380,Granville South (Blaxland),65,30.09,151,69.91,216,-13.99
NSW,107,Blaxland,2390,Guildford South,308,32.08,652,67.92,960,-15.13
NSW,107,Blaxland,79934,Lidcombe (Blaxland),128,35.85,229,64.15,357,-1.37
NSW,107,Blaxland,65744,Lidcombe BLAXLAND PPVC,1563,36.56,2712,63.44,4275,-2.97
NSW,107,Blaxland,79935,Lidcombe South (Blaxland),207,36.57,359,63.43,566,-5.2
NSW,107,Blaxland,174,Milperra,1122,54.49,937,45.51,2059,-9.63
NSW,107,Blaxland,66017,Parramatta BLAXLAND PPVC,203,33.22,408,66.78,611,-8.59
NSW,107,Blaxland,2391,Regents Park,277,27.92,715,72.08,992,-1.88
NSW,107,Blaxland,79866,Revesby North (Blaxland),168,37.5,280,62.5,448,-6.08
NSW,107,Blaxland,2393,Sefton,658,30.69,1486,69.31,2144,-8.71
NSW,107,Blaxland,2394,Silverwater (Blaxland),143,23.95,454,76.05,597,-12.73
NSW,107,Blaxland,33600,Special Hospital Team 1,53,59.55,36,40.45,89,12.42
NSW,107,Blaxland,82562,Special Hospital Team 2,20,48.78,21,51.22,41,1.53
NSW,107,Blaxland,82575,Special Hospital Team 3,8,18.6,35,81.4,43,-28.14
