StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
WA,236,Canning,7481,Coolup,274,71.35,110,28.65,384,-1.81
WA,236,Canning,7482,Dawesville,1366,57.98,990,42.02,2356,-4.44
WA,236,Canning,30227,Divisional Office (PREPOLL),0,0,0,0,0,-62.86
WA,236,Canning,7494,Dudley Park,779,54.29,656,45.71,1435,-8.07
WA,236,Canning,7483,Dwellingup,191,52.76,171,47.24,362,-6.06
WA,236,Canning,7484,Falcon,1755,59.19,1210,40.81,2965,-4.98
WA,236,Canning,7473,Furnissdale,505,55.13,411,44.87,916,-8.6
WA,236,Canning,11894,Greenfields,1191,49.15,1232,50.85,2423,-1.15
WA,236,Canning,31809,Greenfields East,338,39.67,514,60.33,852,-1.16
WA,236,Canning,33043,Greenfields PPVC,8401,57.34,6250,42.66,14651,4.46
WA,236,Canning,7495,Halls Head,1530,62.94,901,37.06,2431,-4.43
WA,236,Canning,31478,Halls Head South,1291,53.55,1120,46.45,2411,-6.58
WA,236,Canning,34340,Halls Head West,1181,63.53,678,36.47,1859,-1.96
WA,236,Canning,7489,Jarrahdale,246,51.36,233,48.64,479,-7.77
WA,236,Canning,7541,Karragullen,334,66.14,171,33.86,505,-7.47
WA,236,Canning,31065,Lake Clifton,208,59.77,140,40.23,348,-1.29
WA,236,Canning,47748,Lakelands,878,51.53,826,48.47,1704,-4.54
WA,236,Canning,7490,Madora Bay,517,56.2,403,43.8,920,0.83
WA,236,Canning,7491,Mandurah,179,51,172,49,351,-9.77
WA,236,Canning,7492,Mandurah Central,719,52.06,662,47.94,1381,-7.09
WA,236,Canning,7493,Mandurah East,396,46.64,453,53.36,849,-9.58
WA,236,Canning,11897,Meadow Springs,873,53.26,766,46.74,1639,2.11
WA,236,Canning,33073,Meadow Springs North,586,61.3,370,38.7,956,-2.45
WA,236,Canning,7497,Mundijong,729,58.18,524,41.82,1253,-7.9
WA,236,Canning,7499,North Dandalup,271,61.45,170,38.55,441,-2.56
WA,236,Canning,7516,North Yunderup,257,51.71,240,48.29,497,-15.19
WA,236,Canning,7500,Oakford,614,64.36,340,35.64,954,-8.74
WA,236,Canning,65247,Other Mobile Team 1,0,0,0,0,0,-50
WA,236,Canning,7551,Pickering Brook,260,73.65,93,26.35,353,-0.18
WA,236,Canning,7502,Pinjarra,976,56.03,766,43.97,1742,-9.29
WA,236,Canning,7479,Pinjarra North,257,43.71,331,56.29,588,-11.15
WA,236,Canning,46571,Preston Beach,60,54.55,50,45.45,110,-3.92
WA,236,Canning,7554,Roleystone,1597,56.33,1238,43.67,2835,-6.92
WA,236,Canning,7509,Serpentine,829,62.99,487,37.01,1316,-7.71
WA,236,Canning,7515,South Yunderup,847,59.94,566,40.06,1413,-8.55
WA,236,Canning,34078,Special Hospital Team 1,101,61.96,62,38.04,163,-0.94
WA,236,Canning,34207,Special Hospital Team 2,161,54.21,136,45.79,297,-8.49
WA,236,Canning,7512,Waroona,855,61.64,532,38.36,1387,-6.96
WA,237,Cowan,11591,Alexander Heights,1069,49.44,1093,50.56,2162,-7.64
WA,237,Cowan,32071,Alexander Heights West,663,41.33,941,58.67,1604,-5.77
WA,237,Cowan,7564,Ballajura,871,49.04,905,50.96,1776,-1.9
WA,237,Cowan,11592,Ballajura Central,1107,47.49,1224,52.51,2331,-6.42
WA,237,Cowan,31735,Ballajura South,795,36.33,1393,63.67,2188,-3.95
WA,237,Cowan,33068,Ballajura West,1125,46.47,1296,53.53,2421,-7.57
WA,237,Cowan,8855,Beechboro,488,34.44,929,65.56,1417,-2.2
WA,237,Cowan,7918,Beechboro East,492,35.17,907,64.83,1399,-2.7
WA,237,Cowan,11910,Beechboro West (Cowan),415,37.29,698,62.71,1113,-7.51
WA,237,Cowan,65700,Bennett Springs,709,44.68,878,55.32,1587,-4.14
WA,237,Cowan,65417,BLV Cowan PPVC,2,20,8,80,10,-65.71
WA,237,Cowan,36411,Darch,1964,58.71,1381,41.29,3345,-5.28
WA,237,Cowan,30228,Divisional Office (PREPOLL),0,0,0,0,0,-64.97
WA,237,Cowan,7570,Girrawheen,599,36.17,1057,63.83,1656,-3.17
WA,237,Cowan,7572,Girrawheen East,360,33.18,725,66.82,1085,-1.28
WA,237,Cowan,7573,Greenwood,1525,57.29,1137,42.71,2662,-2.21
WA,237,Cowan,7574,Greenwood East,993,51.61,931,48.39,1924,-2.82
WA,237,Cowan,47761,Hocking,1247,53.77,1072,46.23,2319,-10.01
WA,237,Cowan,82503,Joondalup COWAN PPVC,1161,58.55,822,41.45,1983,-6.42
WA,237,Cowan,31956,Kiara (Cowan),341,39.33,526,60.67,867,-3.81
WA,237,Cowan,7580,Koondoola,490,34.12,946,65.88,1436,-3.72
WA,237,Cowan,32813,Landsdale,2431,56.35,1883,43.65,4314,-7.17
WA,237,Cowan,7946,Lockridge,325,26.29,911,73.71,1236,-3.98
WA,237,Cowan,47764,Madeley,1494,64.54,821,35.46,2315,-1.6
WA,237,Cowan,11593,Marangaroo,839,43.52,1089,56.48,1928,-5.9
WA,237,Cowan,11633,Marangaroo Central,667,41.35,946,58.65,1613,-4.34
WA,237,Cowan,38455,Marangaroo East,822,40.25,1220,59.75,2042,-2.71
WA,237,Cowan,65708,Pearsall,1118,56.66,855,43.34,1973,-6.63
WA,237,Cowan,36412,Sinagra,1045,52.86,932,47.14,1977,-6.84
WA,237,Cowan,34080,Special Hospital Team 1,82,57.75,60,42.25,142,-4.95
WA,237,Cowan,34122,Tapping,1655,51.32,1570,48.68,3225,-11.07
WA,237,Cowan,7966,Wanneroo,679,49.6,690,50.4,1369,-5.85
WA,237,Cowan,7967,Wanneroo East,1269,51.13,1213,48.87,2482,-6.39
WA,237,Cowan,82505,Wanneroo PPVC,1397,57.02,1053,42.98,2450,-7.95
WA,237,Cowan,34099,Wanneroo West,575,60.02,383,39.98,958,-7.76
WA,237,Cowan,7588,Warwick,585,55.19,475,44.81,1060,-0.71
WA,237,Cowan,32812,Warwick West,524,54.36,440,45.64,964,-4.88
WA,238,Curtin,65579,BLV Curtin PPVC,8,61.54,5,38.46,13,-3.17
WA,238,Curtin,7602,Churchlands,1575,74.57,537,25.43,2112,0.03
WA,238,Curtin,7591,City Beach,1260,80.36,308,19.64,1568,0.73
WA,238,Curtin,7592,City Beach North,1174,81.41,268,18.59,1442,4.57
WA,238,Curtin,7593,Claremont,2027,77.72,581,22.28,2608,2.88
WA,238,Curtin,7594,Cottesloe,1626,78.7,440,21.3,2066,1.41
WA,238,Curtin,7595,Cottesloe North,1597,75.54,517,24.46,2114,3.51
WA,238,Curtin,7597,Cottesloe South,1435,74.82,483,25.18,1918,-4.43
WA,238,Curtin,7598,Dalkeith,2010,85.57,339,14.43,2349,2.62
WA,238,Curtin,30229,Divisional Office (PREPOLL),24,82.76,5,17.24,29,82.76
WA,238,Curtin,32458,Doubleview (Curtin),2265,65.86,1174,34.14,3439,2.05
WA,238,Curtin,7600,Floreat,1540,77.23,454,22.77,1994,2.65
WA,238,Curtin,7601,Floreat East,858,73.58,308,26.42,1166,2.84
WA,238,Curtin,8186,Innaloo North,1504,54.51,1255,45.49,2759,-4.2
WA,238,Curtin,7607,Jolimont,1227,66.87,608,33.13,1835,1.84
WA,238,Curtin,71034,Karrinyup South (Curtin),730,59.79,491,40.21,1221,-4.29
WA,238,Curtin,7613,Leederville West,1280,64.1,717,35.9,1997,3.85
WA,238,Curtin,7614,Mosman Park,1571,73.93,554,26.07,2125,9.6
WA,238,Curtin,7606,Mount Claremont,1755,73.86,621,26.14,2376,2.29
WA,238,Curtin,60353,Mount Claremont East,391,68.96,176,31.04,567,0.02
WA,238,Curtin,7619,Nedlands Central,357,57.4,265,42.6,622,3.41
WA,238,Curtin,7621,Nedlands North,1061,66.4,537,33.6,1598,-0.08
WA,238,Curtin,7622,Nedlands South,1762,75.69,566,24.31,2328,4.16
WA,238,Curtin,8195,Scarborough (Curtin),443,66.12,227,33.88,670,0.87
WA,238,Curtin,8196,Scarborough Central (Curtin),806,59.84,541,40.16,1347,-0.22
WA,238,Curtin,7628,Shenton Park West,1339,62.8,793,37.2,2132,4.63
WA,238,Curtin,34083,Special Hospital Team 1,229,88.08,31,11.92,260,13.08
WA,238,Curtin,34197,Special Hospital Team 2,222,87.4,32,12.6,254,12.51
WA,238,Curtin,34199,Special Hospital Team 3,28,82.35,6,17.65,34,7.99
WA,238,Curtin,34200,Special Hospital Team 4,119,70.41,50,29.59,169,-4.47
WA,238,Curtin,34201,Special Hospital Team 5,51,77.27,15,22.73,66,2.42
WA,238,Curtin,34202,Special Hospital Team 6,206,74.1,72,25.9,278,-0.9
WA,238,Curtin,34203,Special Hospital Team 7,6,54.55,5,45.45,11,-19.13
WA,238,Curtin,7629,Subiaco,827,64.51,455,35.49,1282,2.77
WA,238,Curtin,46574,Subiaco Central,1342,62.8,795,37.2,2137,-0.19
WA,238,Curtin,65666,Subiaco PPVC,4679,75.97,1480,24.03,6159,3.44
WA,238,Curtin,7633,Swanbourne,1479,78.84,397,21.16,1876,3.38
WA,238,Curtin,7634,Wembley Central,604,68.09,283,31.91,887,6.23
WA,238,Curtin,8199,Wembley Downs,1934,70.58,806,29.42,2740,1.93
WA,238,Curtin,7635,Wembley North,673,53.71,580,46.29,1253,1.29
WA,238,Curtin,7637,Wembley West,1523,66.1,781,33.9,2304,2.9
WA,238,Curtin,8200,Woodlands,1849,70.79,763,29.21,2612,1.11
WA,312,Durack,7916,Badgingarra,120,85.71,20,14.29,140,-6.7
WA,312,Durack,7981,Bencubbin,129,77.25,38,22.75,167,-5.9
WA,312,Durack,65596,BLV Durack PPVC,1,50,1,50,2,-50
WA,312,Durack,7806,Broome,507,40.43,747,59.57,1254,-5
WA,312,Durack,58812,Broome East,568,56.46,438,43.54,1006,-3.12
WA,312,Durack,33257,Broome PPVC,1104,55.76,876,44.24,1980,-1.48
WA,312,Durack,32077,Broome West,454,42.31,619,57.69,1073,-2.04
WA,312,Durack,7993,Bruce Rock,301,79,80,21,381,4.27
WA,312,Durack,7999,Calingiri,230,85.5,39,14.5,269,3.17
WA,312,Durack,8000,Carnamah,174,85.29,30,14.71,204,1.79
WA,312,Durack,7808,Carnarvon,387,57.68,284,42.32,671,-2.12
WA,312,Durack,7809,Carnarvon East,455,60.67,295,39.33,750,-6.12
WA,312,Durack,32762,Carnarvon PPVC,450,58.82,315,41.18,765,-4.78
WA,312,Durack,7926,Cervantes,219,75.52,71,24.48,290,-0.28
WA,312,Durack,8002,Coorow,129,88.36,17,11.64,146,-3.2
WA,312,Durack,8853,Coral Bay,47,59.49,32,40.51,79,-11.94
WA,312,Durack,7817,Cue,56,62.22,34,37.78,90,-10.06
WA,312,Durack,8007,Cunderdin,335,74.61,114,25.39,449,-3.95
WA,312,Durack,8009,Dalwallinu,311,81.63,70,18.37,381,-0.62
WA,312,Durack,7929,Dandaragan,220,83.97,42,16.03,262,-0.28
WA,312,Durack,7820,Denham,180,60,120,40,300,-6.86
WA,312,Durack,7821,Derby,400,41.8,557,58.2,957,-10.31
WA,312,Durack,82767,Derby PPVC,0,0,0,0,0,-62.11
WA,312,Durack,47163,Divisional Office (PREPOLL),141,70.5,59,29.5,200,-11.03
WA,312,Durack,8011,Dongara,1167,69.26,518,30.74,1685,-3.7
WA,312,Durack,8013,Dowerin,291,78.44,80,21.56,371,-0.42
WA,312,Durack,8018,Eneabba,74,69.81,32,30.19,106,3.81
WA,312,Durack,7823,Exmouth,704,64,396,36,1100,0.89
WA,312,Durack,82770,Exmouth PPVC,0,0,0,0,0,-61.8
WA,312,Durack,7826,Fitzroy Crossing,116,32.22,244,67.78,360,4.33
WA,312,Durack,8023,Geraldton - Augustus,1022,57.03,770,42.97,1792,-5.2
WA,312,Durack,7984,Geraldton - Bluff Point,1019,62.98,599,37.02,1618,-1.19
WA,312,Durack,31485,Geraldton - Cape Burney,199,67.69,95,32.31,294,4.46
WA,312,Durack,8025,Geraldton - Carson,483,62.4,291,37.6,774,-7.69
WA,312,Durack,65667,Geraldton - Drummonds Cove,423,68.56,194,31.44,617,1.54
WA,312,Durack,8066,Geraldton - Mount Tarcoola,1555,64.85,843,35.15,2398,-4.15
WA,312,Durack,8095,Geraldton - Rangeway,695,46.83,789,53.17,1484,-11.16
WA,312,Durack,11904,Geraldton - Spalding,381,51.63,357,48.37,738,-4.44
WA,312,Durack,8106,Geraldton - Waggrakine,1115,63.07,653,36.93,1768,-5.71
WA,312,Durack,8115,Geraldton - Wonthella,1239,64.2,691,35.8,1930,-3.47
WA,312,Durack,34255,Geraldton PPVC,3583,67.68,1711,32.32,5294,-2.03
WA,312,Durack,8027,Goomalling,331,78.44,91,21.56,422,2.29
WA,312,Durack,7833,Halls Creek,112,29.95,262,70.05,374,-14.04
WA,312,Durack,7941,Jurien Bay,559,70.67,232,29.33,791,-6.2
WA,312,Durack,7838,Kalbarri,478,64.59,262,35.41,740,-4.29
WA,312,Durack,82793,Kalbarri PPVC,0,0,0,0,0,-63.14
WA,312,Durack,7850,Karratha,428,55.15,348,44.85,776,-2.59
WA,312,Durack,34351,Karratha - Nickol,1045,54.46,874,45.54,1919,-9.8
WA,312,Durack,47800,Karratha PPVC,1156,59.19,797,40.81,1953,-3.83
WA,312,Durack,7851,Karratha West,565,55.94,445,44.06,1010,-4.6
WA,312,Durack,8040,Kellerberrin,397,69.53,174,30.47,571,-3.64
WA,312,Durack,8044,Koorda,164,76.64,50,23.36,214,-2.97
WA,312,Durack,7853,Kununurra,722,59.08,500,40.92,1222,-1.57
WA,312,Durack,65824,Kununurra PPVC,318,59.22,219,40.78,537,-4.24
WA,312,Durack,8052,Leeman,249,72.59,94,27.41,343,-1.54
WA,312,Durack,82766,Marble Bar,107,59.12,74,40.88,181,3.31
WA,312,Durack,7861,Meekatharra,104,50.98,100,49.02,204,-1.7
WA,312,Durack,8054,Merredin,974,66.76,485,33.24,1459,-6.15
WA,312,Durack,8057,Miling,78,90.7,8,9.3,86,-1.05
WA,312,Durack,8058,Mingenew,214,83.59,42,16.41,256,0.26
WA,312,Durack,8063,Moonyoonooka,231,78.57,63,21.43,294,-2.85
WA,312,Durack,8064,Moora,708,73.75,252,26.25,960,-5.33
WA,312,Durack,7864,Morawa,219,70.19,93,29.81,312,-3.94
WA,312,Durack,7866,Mount Magnet,95,51.35,90,48.65,185,-14.34
WA,312,Durack,8068,Mukinbudin,238,85,42,15,280,-1.24
WA,312,Durack,7867,Mullewa,139,62.05,85,37.95,224,-4.01
WA,312,Durack,7869,Nabawa,182,79.48,47,20.52,229,3.9
WA,312,Durack,8071,Narembeen,262,87.33,38,12.67,300,2.92
WA,312,Durack,8076,New Norcia,101,78.91,27,21.09,128,-4.17
WA,312,Durack,7870,Newman,279,53.35,244,46.65,523,-5.18
WA,312,Durack,11900,Newman North,273,52.91,243,47.09,516,-4.23
WA,312,Durack,82769,Newman PPVC,0,0,0,0,0,-62.11
WA,312,Durack,7873,Northampton,566,73.41,205,26.59,771,0.55
WA,312,Durack,7876,Onslow,124,56.88,94,43.12,218,-2.42
WA,312,Durack,65255,Other Mobile Team 1,24,45.28,29,54.72,53,8.92
WA,312,Durack,7877,Pannawonica,101,54.59,84,45.41,185,-6.04
WA,312,Durack,7878,Paraburdoo,171,51.35,162,48.65,333,-10.08
WA,312,Durack,8084,Perenjori,137,79.19,36,20.81,173,-3.61
WA,312,Durack,7879,Port Hedland,536,57.26,400,42.74,936,-7.87
WA,312,Durack,8092,Quairading,384,74.56,131,25.44,515,-2.96
WA,312,Durack,47090,Remote Mobile Team 1,61,36.75,105,63.25,166,0.39
WA,312,Durack,47091,Remote Mobile Team 2,70,19.83,283,80.17,353,-16.35
WA,312,Durack,47092,Remote Mobile Team 3,148,17.79,684,82.21,832,-18.46
WA,312,Durack,47093,Remote Mobile Team 4,102,29.48,244,70.52,346,-6.8
WA,312,Durack,47801,Remote Mobile Team 5,59,18.5,260,81.5,319,-17.86
WA,312,Durack,65750,Remote Mobile Team 6,17,31.48,37,68.52,54,-5.06
WA,312,Durack,7886,South Hedland,281,49.73,284,50.27,565,-9.38
WA,312,Durack,7887,South Hedland Baler,383,39.65,583,60.35,966,-8.67
WA,312,Durack,38316,South Hedland PPVC,784,52.76,702,47.24,1486,-9.35
WA,312,Durack,7888,Southern Cross,285,71.07,116,28.93,401,-4.19
WA,312,Durack,47096,Special Hospital Team 1,85,57.05,64,42.95,149,-6.78
WA,312,Durack,82775,Special Hospital Team 10,13,39.39,20,60.61,33,-24.02
WA,312,Durack,82776,Special Hospital Team 11,12,38.71,19,61.29,31,-25.37
WA,312,Durack,65900,Special Hospital Team 2,8,72.73,3,27.27,11,10.23
WA,312,Durack,65915,Special Hospital Team 3,4,33.33,8,66.67,12,-33.34
WA,312,Durack,65916,Special Hospital Team 4,7,77.78,2,22.22,9,15.28
WA,312,Durack,65917,Special Hospital Team 5,2,25,6,75,8,-37.5
WA,312,Durack,65918,Special Hospital Team 6,3,50,3,50,6,-12.5
WA,312,Durack,65919,Special Hospital Team 7,1,33.33,2,66.67,3,-33.34
WA,312,Durack,65920,Special Hospital Team 8,10,50,10,50,20,-14.29
WA,312,Durack,82773,Special Hospital Team 9,7,50,7,50,14,-13.73
WA,312,Durack,8100,Tammin,126,67.38,61,32.62,187,-5.35
WA,312,Durack,8101,Three Springs,166,77.21,49,22.79,215,-1.32
WA,312,Durack,7891,Tom Price,338,52.08,311,47.92,649,-11.92
WA,312,Durack,82777,Tom Price PPVC,0,0,0,0,0,-64.41
WA,312,Durack,8104,Trayning,116,69.88,50,30.12,166,-7.23
WA,312,Durack,8108,Walkaway,259,76.63,79,23.37,338,-0.46
WA,312,Durack,8110,Watheroo,114,87.02,17,12.98,131,-4.51
WA,312,Durack,7895,Westonia,76,72.38,29,27.62,105,-8.05
WA,312,Durack,7896,Wickham,373,49.54,380,50.46,753,-13.84
WA,312,Durack,7897,Wiluna,32,66.67,16,33.33,48,-0.64
WA,312,Durack,8114,Wongan Hills,496,80,124,20,620,-3.12
WA,312,Durack,8120,Wyalkatchem,189,72.69,71,27.31,260,-11.29
WA,312,Durack,7899,Wyndham,92,34.33,176,65.67,268,-8.88
WA,312,Durack,7901,Yalgoo,20,40.82,29,59.18,49,-7.9
WA,239,Forrest,7644,Acton Park,279,80.87,66,19.13,345,-4.84
WA,239,Forrest,7650,Augusta,577,67.64,276,32.36,853,1.58
WA,239,Forrest,7651,Australind,1880,65.1,1008,34.9,2888,-2.61
WA,239,Forrest,34112,Australind East,605,61.86,373,38.14,978,0.38
WA,239,Forrest,32576,Australind North,722,61.29,456,38.71,1178,0.13
WA,239,Forrest,65823,Australind South,606,59.76,408,40.24,1014,-4.39
WA,239,Forrest,7652,Balingup,176,52.69,158,47.31,334,-2.08
WA,239,Forrest,7475,Binningup,397,61.36,250,38.64,647,-2.54
WA,239,Forrest,65526,BLV Forrest PPVC,2,33.33,4,66.67,6,-33.34
WA,239,Forrest,7655,Boyanup,509,64.03,286,35.97,795,-1.69
WA,239,Forrest,7476,Brunswick,490,66.22,250,33.78,740,-2.41
WA,239,Forrest,7660,Bunbury,741,62.8,439,37.2,1180,-2.67
WA,239,Forrest,7661,Bunbury Central,646,65.99,333,34.01,979,0.02
WA,239,Forrest,7662,Bunbury East,837,56.25,651,43.75,1488,-4.45
WA,239,Forrest,46632,Bunbury PPVC,4443,62.91,2619,37.09,7062,-2.77
WA,239,Forrest,7665,Burekup,391,69.33,173,30.67,564,-0.8
WA,239,Forrest,7666,Busselton,1026,65.98,529,34.02,1555,-4.11
WA,239,Forrest,32928,Busselton East,1155,67.11,566,32.89,1721,-2.3
WA,239,Forrest,82797,Busselton INTERSTATE PPVC,0,0,0,0,0,-63.33
WA,239,Forrest,32817,Busselton PPVC,2916,69.23,1296,30.77,4212,-2.43
WA,239,Forrest,34114,Busselton South,1421,63.64,812,36.36,2233,-3.42
WA,239,Forrest,7667,Busselton West,1475,65.41,780,34.59,2255,-1.09
WA,239,Forrest,7668,Capel,979,61.34,617,38.66,1596,0.07
WA,239,Forrest,8852,Carbunup River,311,69.57,136,30.43,447,-5.21
WA,239,Forrest,7669,Carey Park,615,42.8,822,57.2,1437,-9.14
WA,239,Forrest,7670,Carey Park South,455,48.3,487,51.7,942,-4.78
WA,239,Forrest,11899,Clifton Park,417,60,278,40,695,-4.89
WA,239,Forrest,7677,Coral Park,1036,55.82,820,44.18,1856,-3.96
WA,239,Forrest,7678,Cowaramup,545,60.96,349,39.04,894,-2.58
WA,239,Forrest,34343,Dalyellup,1643,58.99,1142,41.01,2785,-3.74
WA,239,Forrest,7679,Dardanup,675,75.67,217,24.33,892,0.84
WA,239,Forrest,30230,Divisional Office (PREPOLL),0,0,0,0,0,0
WA,239,Forrest,7683,Donnybrook,1176,68.17,549,31.83,1725,0.84
WA,239,Forrest,7684,Dunsborough,1671,67.9,790,32.1,2461,-0.38
WA,239,Forrest,7685,Eaton,919,59.41,628,40.59,1547,-3.63
WA,239,Forrest,34115,Eaton East,1583,59.47,1079,40.53,2662,-3.26
WA,239,Forrest,7686,Elgin,132,86.27,21,13.73,153,4.22
WA,239,Forrest,7690,Ferguson,149,81.87,33,18.13,182,10.13
WA,239,Forrest,7691,Gelorup,913,68.8,414,31.2,1327,0.17
WA,239,Forrest,7487,Harvey,1378,65.4,729,34.6,2107,2.1
WA,239,Forrest,7695,Karridale,197,65.67,103,34.33,300,1.63
WA,239,Forrest,7697,Kirup,204,72.6,77,27.4,281,4.06
WA,239,Forrest,32577,Leschenault,378,67.26,184,32.74,562,1.1
WA,239,Forrest,7702,Lowden,161,63.14,94,36.86,255,-3.39
WA,239,Forrest,7709,Margaret River,999,48.83,1047,51.17,2046,-0.32
WA,239,Forrest,82796,Margaret River INTERSTATE PPVC,0,0,0,0,0,-63.64
WA,239,Forrest,32819,Margaret River PPVC,873,55.64,696,44.36,1569,0.58
WA,239,Forrest,7715,Nannup,423,62.3,256,37.7,679,4.24
WA,239,Forrest,7721,Picton,598,56.2,466,43.8,1064,-1.89
WA,239,Forrest,7724,Rosa Brook,160,64.78,87,35.22,247,-0.56
WA,239,Forrest,7728,South Bunbury,746,58.14,537,41.86,1283,-2.4
WA,239,Forrest,33112,South West Health Campus,422,56.87,320,43.13,742,-0.2
WA,239,Forrest,34086,Special Hospital Team 1,196,70.25,83,29.75,279,-0.36
WA,239,Forrest,34210,Special Hospital Team 2,62,67.39,30,32.61,92,-3.12
WA,239,Forrest,34211,Special Hospital Team 3,87,62.59,52,37.41,139,-37.41
WA,239,Forrest,34212,Special Hospital Team 4,22,75.86,7,24.14,29,6.42
WA,239,Forrest,7732,Vasse,1215,67.31,590,32.69,1805,-2.84
WA,239,Forrest,7738,Witchcliffe,330,51.24,314,48.76,644,2.24
WA,239,Forrest,7739,Withers,663,46.36,767,53.64,1430,-6.14
WA,239,Forrest,7740,Wollaston,440,52.82,393,47.18,833,-5.28
WA,239,Forrest,7742,Yallingup,484,61.66,301,38.34,785,0.79
WA,240,Fremantle,32965,Atwell,1531,46.61,1754,53.39,3285,-5.96
WA,240,Fremantle,38501,Atwell South,1341,52.57,1210,47.43,2551,-0.88
WA,240,Fremantle,7756,Beaconsfield,845,37.89,1385,62.11,2230,1.56
WA,240,Fremantle,33059,Beeliar,798,43.04,1056,56.96,1854,-4.12
WA,240,Fremantle,36770,Beeliar West,916,42.78,1225,57.22,2141,-2.84
WA,240,Fremantle,7757,Bibra Lake,895,41.65,1254,58.35,2149,-4.87
WA,240,Fremantle,65593,BLV Fremantle PPVC,3,33.33,6,66.67,9,6.06
WA,240,Fremantle,82718,Cockburn Central PPVC,2370,47.01,2672,52.99,5042,-1.82
WA,240,Fremantle,7760,Coogee Beach,1680,51.2,1601,48.8,3281,-1.13
WA,240,Fremantle,7761,Coolbellup,628,28.26,1594,71.74,2222,-5.07
WA,240,Fremantle,30231,Divisional Office (PREPOLL),0,0,0,0,0,-50
WA,240,Fremantle,7763,East Fremantle,906,39.55,1385,60.45,2291,1.7
WA,240,Fremantle,7764,Fremantle,348,35.73,626,64.27,974,-2.91
WA,240,Fremantle,47786,Fremantle PPVC,1191,39.98,1788,60.02,2979,-1.99
WA,240,Fremantle,7767,Hamilton Hill East,517,30.29,1190,69.71,1707,-2.07
WA,240,Fremantle,7768,Hamilton Hill North,691,34.33,1322,65.67,2013,-2.45
WA,240,Fremantle,7770,Hilton,426,23.92,1355,76.08,1781,-3.66
WA,240,Fremantle,7771,Jandakot,940,41.17,1343,58.83,2283,-2.86
WA,240,Fremantle,31063,Kardinya (Fremantle),341,53.87,292,46.13,633,-0.91
WA,240,Fremantle,7773,Kardinya West,495,43.57,641,56.43,1136,-2.21
WA,240,Fremantle,31980,Lakeland,976,48.13,1052,51.87,2028,-4.46
WA,240,Fremantle,34109,Melville (Fremantle),175,47.55,193,52.45,368,-6.64
WA,240,Fremantle,7778,North Fremantle,893,59.61,605,40.39,1498,6.83
WA,240,Fremantle,7779,Palmyra,996,43.1,1315,56.9,2311,-1.68
WA,240,Fremantle,7780,Palmyra North,624,48.04,675,51.96,1299,0.47
WA,240,Fremantle,7781,Richmond,862,63.38,498,36.62,1360,0.99
WA,240,Fremantle,7782,Rottnest,50,51.02,48,48.98,98,15.19
WA,240,Fremantle,7783,Samson,763,42.91,1015,57.09,1778,-2.15
WA,240,Fremantle,7784,South Fremantle,576,33.8,1128,66.2,1704,3.21
WA,240,Fremantle,7785,South Lake,546,35.36,998,64.64,1544,-1.76
WA,240,Fremantle,7786,Spearwood,758,36.06,1344,63.94,2102,-1.92
WA,240,Fremantle,7787,Spearwood South,861,37.32,1446,62.68,2307,-4.59
WA,240,Fremantle,7788,Spearwood West,925,35.99,1645,64.01,2570,-2.32
WA,240,Fremantle,34089,Special Hospital Team 1,110,45.64,131,54.36,241,5.35
WA,240,Fremantle,34216,Special Hospital Team 2,21,48.84,22,51.16,43,8.84
WA,240,Fremantle,47791,Success,1343,45.65,1599,54.35,2942,-3.64
WA,240,Fremantle,7790,White Gum Valley,473,27.71,1234,72.29,1707,-3.1
WA,240,Fremantle,7793,Yangebup,864,34.29,1656,65.71,2520,-6.01
WA,305,Hasluck,11599,Beckenham,901,43.48,1171,56.52,2072,-4.96
WA,305,Hasluck,8207,Bellevue,394,38.89,619,61.11,1013,-4.37
WA,305,Hasluck,65509,BLV Hasluck PPVC,3,50,3,50,6,0
WA,305,Hasluck,7927,Chidlow,535,53.34,468,46.66,1003,-3.07
WA,305,Hasluck,7930,Darlington,1014,56.21,790,43.79,1804,-0.03
WA,305,Hasluck,34091,Divisional Office (PREPOLL),6,85.71,1,14.29,7,85.71
WA,305,Hasluck,7531,Forrestfield,1024,47.72,1122,52.28,2146,-6.67
WA,305,Hasluck,7532,Forrestfield North,1087,51.18,1037,48.82,2124,-7.43
WA,305,Hasluck,65671,Forrestfield West,724,49.45,740,50.55,1464,-4.41
WA,305,Hasluck,7933,Gidgegannup,778,64.14,435,35.86,1213,1.99
WA,305,Hasluck,7935,Glen Forrest,720,49.79,726,50.21,1446,-5.83
WA,305,Hasluck,7533,Gooseberry Hill,971,64.01,546,35.99,1517,-3.51
WA,305,Hasluck,7936,Greenmount,806,50.63,786,49.37,1592,-2.55
WA,305,Hasluck,8219,Guildford,864,51,830,49,1694,-3.99
WA,305,Hasluck,8220,Hazelmere,877,50.84,848,49.16,1725,-4.6
WA,305,Hasluck,7922,Helena Valley,1229,59.11,850,40.89,2079,-1.46
WA,305,Hasluck,7539,Kalamunda,1116,64.81,606,35.19,1722,1.43
WA,305,Hasluck,7540,Kalamunda North,1075,64.03,604,35.97,1679,-2.35
