longitude,latitude,SSC_CODE16,SSC_NAME16,STE_CODE16,STE_NAME16,AREASQKM16,xcoord,ycoord
152.9748849,-29.5900604,12223,Kyarran,1,New South Wales,7.4691,152.97488,-29.59006
149.4265833,-36.38242601,12224,Kybeyan,1,New South Wales,303.3726,149.42658,-36.38243
147.5734528,-35.4596385,12225,Kyeamba,1,New South Wales,302.2426,147.57345,-35.45964
151.1605184,-33.94900724,12226,Kyeemagh,1,New South Wales,0.5966,151.16052,-33.94901
151.100027,-33.98934544,12227,Kyle Bay,1,New South Wales,0.369,151.10003,-33.98935
153.374601,-28.30785497,12228,Kynnumboon,1,New South Wales,10.0225,153.3746,-28.30785
153.0153474,-28.63954006,12229,Kyogle,1,New South Wales,30.1336,153.01535,-28.63954
151.2409582,-33.99213643,12230,La Perouse,1,New South Wales,1.7547,151.24096,-33.99214
148.3159063,-35.3101533,12231,Lacmalac,1,New South Wales,24.5609,148.31591,-35.31015
149.1576679,-34.85011331,12232,Lade Vale,1,New South Wales,101.8798,149.15767,-34.85011
147.5425273,-35.21272681,12233,Ladysmith,1,New South Wales,80.5526,147.54253,-35.21273
149.6212911,-33.3706801,12234,Laffing Waters,1,New South Wales,21.376,149.62129,-33.37068
149.5628762,-34.34920513,12235,Laggan,1,New South Wales,389.2129,149.56288,-34.34921
153.3207885,-28.79352016,12236,Lagoon Grass,1,New South Wales,5.1326,153.32079,-28.79352
151.0220768,-33.05073453,12237,Laguna,1,New South Wales,229.7401,151.02208,-33.05073
147.3928962,-35.16862492,12238,Lake Albert (NSW),1,New South Wales,24.54,147.3929,-35.16862
149.6783363,-35.01831833,12239,Lake Bathurst,1,New South Wales,204.9931,149.67834,-35.01832
145.9948726,-33.45215327,12240,Lake Brewster,1,New South Wales,154.6026,145.99487,-33.45215
149.1571924,-32.66654163,12241,Lake Burrendong,1,New South Wales,64.234,149.15719,-32.66654
146.328108,-33.37906702,12242,Lake Cargelligo,1,New South Wales,1788.7552,146.32811,-33.37907
152.8356851,-31.54800193,12243,Lake Cathie,1,New South Wales,19.1956,152.83569,-31.548
150.4695066,-35.27118438,12244,Lake Conjola,1,New South Wales,19.3232,150.46951,-35.27118
147.3752253,-33.65720223,12245,Lake Cowal,1,New South Wales,444.7474,147.37523,-33.6572
149.4193394,-35.12272322,12246,Lake George,1,New South Wales,147.5926,149.41934,-35.12272
151.5030131,-33.24454823,12247,Lake Haven,1,New South Wales,1.7174,151.50301,-33.24455
150.8671273,-34.48438837,12248,Lake Heights,1,New South Wales,1.629,150.86713,-34.48439
147.034175,-36.09341752,12249,Lake Hume Village,1,New South Wales,10.7037,147.03417,-36.09342
150.861831,-34.54305317,12250,Lake Illawarra,1,New South Wales,1.6737,150.86183,-34.54305
152.8278517,-31.50340308,12251,Lake Innes,1,New South Wales,75.4769,152.82785,-31.5034
151.5952799,-33.09264629,12252,Lake Macquarie,1,New South Wales,0.7062,151.59528,-33.09265
151.5732927,-33.19029178,12253,Lake Munmorah,1,New South Wales,5.7076,151.57329,-33.19029
150.4108065,-35.43051024,12254,Lake Tabourie,1,New South Wales,4.3499,150.41081,-35.43051
146.0208364,-34.23195424,12255,Lake Wyangan,1,New South Wales,30.234,146.02084,-34.23195
151.6497219,-32.96185475,12256,Lakelands (NSW),1,New South Wales,0.8215,151.64972,-32.96185
151.0764008,-33.91898705,12257,Lakemba,1,New South Wales,2.1866,151.0764,-33.91899
150.4956971,-34.18491416,12258,Lakesland,1,New South Wales,73.3447,150.4957,-34.18491
152.7656693,-31.63498758,12259,Lakewood,1,New South Wales,2.1479,152.76567,-31.63499
145.7218842,-35.80917088,12260,Lalalty,1,New South Wales,111.5364,145.72188,-35.80917
150.9311364,-33.76111097,12261,Lalor Park,1,New South Wales,2.7014,150.93114,-33.76111
151.7956249,-29.81405341,12262,Lambs Valley (Glen Innes Severn - NSW),1,New South Wales,74.0992,151.79562,-29.81405
151.4640295,-32.5704397,12263,Lambs Valley (Singleton - NSW),1,New South Wales,58.464,151.46403,-32.57044
151.705893,-32.91357211,12264,Lambton,1,New South Wales,2.7413,151.70589,-32.91357
146.7093954,-34.53722489,12265,Landervale,1,New South Wales,160.2084,146.7094,-34.53722
151.1669682,-33.81752412,12266,Lane Cove,1,New South Wales,2.5799,151.16697,-33.81752
151.1613959,-33.8058391,12267,Lane Cove North,1,New South Wales,2.3629,151.1614,-33.80584
151.1500243,-33.81151059,12268,Lane Cove West,1,New South Wales,1.6869,151.15002,-33.81151
152.5680619,-31.78171159,12269,Langley Vale,1,New South Wales,10.8096,152.56806,-31.78171
152.9790759,-29.88104274,12270,Lanitza,1,New South Wales,66.5107,152.97908,-29.88104
147.6318366,-35.83219211,12271,Lankeys Creek,1,New South Wales,135.8751,147.63184,-35.83219
150.9754072,-33.89616392,12272,Lansdowne (Canterbury-Bankstown - NSW),1,New South Wales,1.4103,150.97541,-33.89616
152.5147318,-31.76135697,12273,Lansdowne (Mid-Coast - NSW),1,New South Wales,35.4037,152.51473,-31.76136
152.5759512,-31.74719318,12274,Lansdowne Forest,1,New South Wales,71.4339,152.57595,-31.74719
150.9636928,-33.90144596,12275,Lansvale,1,New South Wales,2.8932,150.96369,-33.90145
150.6356745,-33.77418211,12276,Lapstone,1,New South Wales,1.3991,150.63567,-33.77418
149.7689367,-35.32183222,12277,Larbert,1,New South Wales,86.9036,149.76894,-35.32183
151.6060802,-32.70470166,12278,Largs,1,New South Wales,7.6792,151.60608,-32.7047
153.109638,-28.66318114,12279,Larnook,1,New South Wales,61.8592,153.10964,-28.66318
148.8767239,-32.96263153,12280,Larras Lee,1,New South Wales,112.8273,148.87672,-32.96263
151.0293706,-33.4377824,12281,Laughtondale,1,New South Wales,27.059,151.02937,-33.43778
148.0978359,-35.6031216,12282,Laurel Hill,1,New South Wales,6.1356,148.09784,-35.60312
152.7952005,-31.64442691,12283,Laurieton,1,New South Wales,4.3345,152.7952,-31.64443
153.0692032,-29.71463734,12284,Lavadia,1,New South Wales,29.808,153.0692,-29.71464
151.2074281,-33.84373201,12285,Lavender Bay,1,New South Wales,0.1642,151.20743,-33.84373
148.874823,-34.65097685,12286,Laverstock,1,New South Wales,78.7933,148.87482,-34.65098
146.9345842,-36.03484097,12287,Lavington,1,New South Wales,14.7782,146.93458,-36.03484
153.076901,-29.45104303,12288,Lawrence (NSW),1,New South Wales,132.3586,153.0769,-29.45104
150.4340558,-33.71979376,12289,Lawson (NSW),1,New South Wales,7.2887,150.43406,-33.71979
149.5879844,-32.03767273,12290,Leadville,1,New South Wales,247.5179,149.58798,-32.03767
151.3955622,-32.64877594,12291,Leconfield,1,New South Wales,8.5567,151.39556,-32.64878
150.1353755,-32.53934479,12292,Lee Creek,1,New South Wales,48.7351,150.13538,-32.53934
146.3888819,-34.49841747,12293,Leeton,1,New South Wales,230.7942,146.38888,-34.49842
150.948803,-33.42582552,12294,Leets Vale,1,New South Wales,9.2707,150.9488,-33.42583
152.9981018,-28.96665271,12295,Leeville,1,New South Wales,75.9649,152.9981,-28.96665
152.285363,-28.46813611,12296,Legume,1,New South Wales,216.9235,152.28536,-28.46814
151.1546915,-33.88236208,12297,Leichhardt (NSW),1,New South Wales,2.5952,151.15469,-33.88236
150.9563553,-32.48235181,12298,Lemington,1,New South Wales,52.0279,150.95636,-32.48235
151.3714311,-33.13393717,12299,Lemon Tree,1,New South Wales,8.5038,151.37143,-33.13394
152.0296636,-32.73218844,12300,Lemon Tree Passage,1,New South Wales,2.9725,152.02966,-32.73219
150.8530334,-33.9134677,12301,Len Waters Estate,1,New South Wales,1.0897,150.85303,-33.91347
151.6312378,-32.84841373,12302,Lenaghan,1,New South Wales,6.0833,151.63124,-32.84841
153.5820093,-28.78877933,12303,Lennox Head,1,New South Wales,20.7124,153.58201,-28.78878
150.6483844,-33.76637254,12304,Leonay,1,New South Wales,2.47,150.64838,-33.76637
150.7950891,-33.97043208,12305,Leppington,1,New South Wales,20.3254,150.79509,-33.97043
149.3329182,-34.88419404,12306,Lerida,1,New South Wales,81.2795,149.33292,-34.88419
150.8004196,-33.73716283,12307,Lethbridge Park,1,New South Wales,1.6238,150.80042,-33.73716
150.8379706,-34.05326355,12308,Leumeah,1,New South Wales,4.0547,150.83797,-34.05326
150.3378263,-33.70772989,12309,Leura,1,New South Wales,11.6262,150.33783,-33.70773
152.9348591,-29.82501242,12310,Levenstrath,1,New South Wales,8.1451,152.93486,-29.82501
151.5991038,-32.43674377,12311,Lewinsbrook,1,New South Wales,28.6496,151.5991,-32.43674
149.2816582,-33.28147219,12312,Lewis Ponds,1,New South Wales,96.7017,149.28166,-33.28147
151.1467036,-33.89516146,12313,Lewisham (NSW),1,New South Wales,0.6418,151.1467,-33.89516
153.1761539,-28.77220672,12314,Leycester,1,New South Wales,15.5428,153.17615,-28.77221
151.0838768,-33.84108943,12315,Liberty Grove,1,New South Wales,0.2327,151.08388,-33.84109
151.0480392,-33.86187831,12316,Lidcombe,1,New South Wales,6.8049,151.04804,-33.86188
151.003183,-32.42775718,12317,Liddell,1,New South Wales,34.1846,151.00318,-32.42776
150.1179489,-33.35358943,12318,Lidsdale,1,New South Wales,69.7167,150.11795,-33.35359
148.9236633,-33.3213662,12319,Lidster,1,New South Wales,126.6371,148.92366,-33.32137
148.0065225,-29.31726732,12320,Lightning Ridge,1,New South Wales,2138.7919,148.00652,-29.31727
150.2217778,-35.77435474,12321,Lilli Pilli (Eurobodalla - NSW),1,New South Wales,2.8412,150.22178,-35.77435
151.1157586,-34.06756328,12322,Lilli Pilli (Sutherland Shire - NSW),1,New South Wales,0.607,151.11576,-34.06756
153.1588115,-28.53473947,12323,Lillian Rock,1,New South Wales,13.6799,153.15881,-28.53474
152.6594287,-29.54961594,12324,Lilydale (NSW),1,New South Wales,62.1693,152.65943,-29.54962
151.1610692,-33.87107899,12325,Lilyfield,1,New South Wales,2.1588,151.16107,-33.87108
151.0231399,-34.17824673,12326,Lilyvale (NSW),1,New South Wales,18.1764,151.02314,-34.17825
151.2064774,-31.04719281,12327,Limbri,1,New South Wales,168.3785,151.20648,-31.04719
151.9124452,-32.57947587,12328,Limeburners Creek (Mid-Coast - NSW),1,New South Wales,62.6709,151.91245,-32.57948
152.9002059,-31.33100115,12329,Limeburners Creek (Port Macquarie-Hastings - NSW),1,New South Wales,70.069,152.90021,-31.331
149.7459933,-33.24648324,12330,Limekilns,1,New South Wales,67.8202,149.74599,-33.24648
149.4739037,-34.21275766,12331,Limerick,1,New South Wales,48.5452,149.4739,-34.21276
151.0497043,-29.21328809,12332,Limestone (NSW),1,New South Wales,112.5269,151.0497,-29.21329
153.1970369,-28.29964032,12333,Limpinwood,1,New South Wales,54.3126,153.19704,-28.29964
149.700824,-32.42365651,12334,Linburn,1,New South Wales,40.8083,149.70082,-32.42366
150.494769,-33.71288305,12335,Linden (NSW),1,New South Wales,13.7332,150.49477,-33.71288
153.3748099,-28.82840966,12336,Lindendale,1,New South Wales,13.4996,153.37481,-28.82841
150.2926352,-30.3421628,12337,Lindesay,1,New South Wales,266.476,150.29264,-30.34216
152.6370788,-28.33436417,12338,Lindesay Creek,1,New South Wales,46.9072,152.63708,-28.33436
151.1617459,-33.78016389,12339,Lindfield,1,New South Wales,5.1312,151.16175,-33.78016
145.1849388,-35.40971441,12340,Lindifferon,1,New South Wales,175.325,145.18494,-35.40971
151.1494106,-33.82729158,12341,Linley Point,1,New South Wales,0.2021,151.14941,-33.82729
152.5020196,-29.1822081,12342,Lionsville,1,New South Wales,181.2745,152.50202,-29.18221
151.3831592,-33.38556659,12343,Lisarow,1,New South Wales,10.8599,151.38316,-33.38557
153.287483,-28.80909348,12344,Lismore (NSW),1,New South Wales,3.6754,153.28748,-28.80909
153.3006855,-28.80306883,12345,Lismore Heights,1,New South Wales,1.8382,153.30069,-28.80307
152.1201445,-28.63445723,12346,Liston,1,New South Wales,77.0495,152.12014,-28.63446
150.1570465,-33.48279582,12347,Lithgow,1,New South Wales,5.9761,150.15705,-33.4828
153.0457849,-28.6134083,12348,Little Back Creek,1,New South Wales,14.0014,153.04578,-28.61341
151.2455389,-33.9827116,12349,Little Bay,1,New South Wales,2.4571,151.24554,-33.98271
147.5125787,-35.62027346,12350,Little Billabong,1,New South Wales,463.8981,147.51258,-35.62027
150.373856,-35.29324267,12351,Little Forest,1,New South Wales,24.7554,150.37386,-35.29324
150.1976409,-33.58567203,12352,Little Hartley,1,New South Wales,24.5271,150.19764,-33.58567
150.5415562,-31.79172111,12353,Little Jacks Creek,1,New South Wales,99.1926,150.54156,-31.79172
151.3602615,-33.23570894,12354,Little Jilliby,1,New South Wales,3.6766,151.36026,-33.23571
151.6433003,-33.08030762,12355,Little Pelican,1,New South Wales,0.3135,151.6433,-33.08031
150.9317337,-29.73576656,12356,Little Plain,1,New South Wales,62.9743,150.93173,-29.73577
148.3171337,-35.33793295,12357,Little River (NSW),1,New South Wales,22.7206,148.31713,-35.33793
142.3987643,-31.73853306,12358,Little Topar,1,New South Wales,3631.7508,142.39876,-31.73853
151.2539047,-33.54266134,12359,Little Wobby,1,New South Wales,1.4889,151.2539,-33.54266
150.1394234,-33.49548296,12360,Littleton,1,New South Wales,0.9972,150.13942,-33.49548
150.915914,-33.92345366,12361,Liverpool,1,New South Wales,6.356,150.91591,-33.92345
149.551183,-33.39689247,12362,Llanarth (NSW),1,New South Wales,2.4461,149.55118,-33.39689
150.7492322,-33.71073806,12363,Llandilo,1,New South Wales,18.6349,150.74923,-33.71074
151.686104,-30.10304696,12364,Llangothlin,1,New South Wales,134.068,151.6861,-30.10305
147.3239711,-35.14936292,12365,Lloyd,1,New South Wales,4.68,147.32397,-35.14936
152.9885178,-28.39065541,12366,Loadstone,1,New South Wales,18.8331,152.98852,-28.39066
149.781717,-36.94709255,12367,Lochiel (NSW),1,New South Wales,84.2328,149.78172,-36.94709
151.4517526,-32.71035122,12368,Lochinvar,1,New South Wales,20.2647,151.45175,-32.71035
146.7674887,-35.1794997,12369,Lockhart,1,New South Wales,485.6817,146.76749,-35.1795
149.7999926,-33.51370478,12370,Locksley (NSW),1,New South Wales,21.5637,149.79999,-33.5137
151.0452439,-34.04485594,12371,Loftus,1,New South Wales,2.5312,151.04524,-34.04486
153.2603103,-28.83984634,12372,Loftville,1,New South Wales,2.1786,153.26031,-28.83985
152.7017999,-31.61031654,12373,Logans Crossing,1,New South Wales,6.7115,152.7018,-31.61032
145.5064645,-35.4641155,12374,Logie Brae,1,New South Wales,128.5832,145.50646,-35.46412
150.7360227,-33.65325253,12375,Londonderry (NSW),1,New South Wales,36.2493,150.73602,-33.65325
150.225914,-35.69265343,12376,Long Beach,1,New South Wales,9.6098,150.22591,-35.69265
152.4896695,-31.43899846,12377,Long Flat (NSW),1,New South Wales,9.7792,152.48967,-31.439
151.4865403,-33.35979702,12378,Long Jetty,1,New South Wales,2.539,151.48654,-33.3598
151.2358547,-29.76530602,12379,Long Plain (Inverell - NSW),1,New South Wales,46.0748,151.23585,-29.76531
148.5805273,-35.66189685,12380,Long Plain (Snowy Monaro Regional - NSW),1,New South Wales,114.6609,148.58053,-35.6619
150.8974821,-34.01133169,12381,Long Point (Campbelltown - NSW),1,New South Wales,2.0111,150.89748,-34.01133
151.1208375,-32.56521923,12382,Long Point (Singleton - NSW),1,New South Wales,7.5442,151.12084,-32.56522
150.5501822,-30.49233585,12383,Longarm,1,New South Wales,86.0399,150.55018,-30.49234
150.5278904,-34.87076751,12384,Longreach (NSW),1,New South Wales,13.7008,150.52789,-34.87077
151.1688823,-33.82938759,12385,Longueville,1,New South Wales,0.9933,151.16888,-33.82939
151.0187558,-31.2827253,12386,Loomberah,1,New South Wales,301.5568,151.01876,-31.28273
149.1744087,-36.96620919,12388,Lords Hill,1,New South Wales,89.1774,149.17441,-36.96621
151.5724492,-32.72701121,12389,Lorn,1,New South Wales,4.5878,151.57245,-32.72701
152.6053228,-31.66205338,12390,Lorne (NSW),1,New South Wales,50.7222,152.60532,-31.66205
149.317664,-34.43609181,12391,Lost River,1,New South Wales,115.995,149.31766,-34.43609
151.4344692,-32.32171432,12392,Lostock,1,New South Wales,62.8963,151.43447,-32.32171
152.6192587,-29.0155505,12393,Louisa Creek,1,New South Wales,28.0177,152.61926,-29.01555
144.8656738,-30.54616875,12394,Louth,1,New South Wales,6516.2769,144.86567,-30.54617
151.5482596,-32.77083379,12395,Louth Park,1,New South Wales,12.0188,151.54826,-32.77083
151.3616439,-32.7484895,12396,Lovedale,1,New South Wales,48.537,151.36164,-32.74849
151.2799555,-33.63210688,12397,Lovett Bay,1,New South Wales,0.4537,151.27996,-33.63211
152.8969447,-30.17772109,12398,Lowanna,1,New South Wales,158.9406,152.89694,-30.17772
152.1991098,-28.47914229,12399,Lower Acacia Creek,1,New South Wales,47.7582,152.19911,-28.47914
147.9549884,-35.56139369,12400,Lower Bago,1,New South Wales,11.7372,147.95499,-35.56139
151.2996587,-32.62052562,12401,Lower Belford,1,New South Wales,41.77,151.29966,-32.62053
149.7862581,-35.13888768,12402,Lower Boro,1,New South Wales,171.6626,149.78626,-35.13889
152.6040462,-28.81814026,12403,Lower Bottle Creek,1,New South Wales,30.0639,152.60405,-28.81814
152.2905263,-30.68227018,12404,Lower Creek,1,New South Wales,250.4388,152.29053,-30.68227
152.531403,-28.7359416,12405,Lower Duck Creek,1,New South Wales,78.4038,152.5314,-28.73594
152.8847628,-28.80568722,12406,Lower Dyraaba,1,New South Wales,19.1362,152.88476,-28.80569
149.2383524,-33.21036966,12407,Lower Lewis Ponds,1,New South Wales,41.6737,149.23835,-33.21037
150.9675936,-33.35897887,12408,Lower Macdonald,1,New South Wales,10.2065,150.96759,-33.35898
151.1360577,-33.39941344,12409,Lower Mangrove,1,New South Wales,16.5425,151.13606,-33.39941
152.5891182,-31.41700343,12410,Lower Pappinbarra,1,New South Wales,15.0322,152.58912,-31.417
152.5790542,-28.77680522,12411,Lower Peacock,1,New South Wales,32.747,152.57905,-28.77681
150.8851339,-33.439277,12412,Lower Portland,1,New South Wales,60.0586,150.88513,-33.43928
153.0529718,-29.53515307,12413,Lower Southgate,1,New South Wales,73.2797,153.05297,-29.53515
146.3368869,-35.84297061,12414,Lowesdale,1,New South Wales,147.9104,146.33689,-35.84297
150.1294381,-33.61633679,12415,Lowther,1,New South Wales,34.2495,150.12944,-33.61634
151.4875758,-32.79399712,12416,Loxford,1,New South Wales,9.1262,151.48758,-32.794
150.9784367,-34.03970556,12417,Lucas Heights,1,New South Wales,9.9327,150.97844,-34.03971
149.1622914,-33.35021759,12418,Lucknow (NSW),1,New South Wales,23.1411,149.16229,-33.35022
150.7099199,-33.86454849,12419,Luddenham,1,New South Wales,44.1008,150.70992,-33.86455
149.8421202,-32.64181002,12420,Lue,1,New South Wales,118.3719,149.84212,-32.64181
151.0449973,-33.98262355,12421,Lugarno,1,New South Wales,2.6791,151.045,-33.98262
150.8970562,-33.93581215,12422,Lurnea,1,New South Wales,2.5038,150.89706,-33.93581
151.4310662,-32.66308724,12423,Luskintyre,1,New South Wales,19.1218,151.43107,-32.66309
152.9921598,-28.45783029,12424,Lynchs Creek,1,New South Wales,36.897,152.99216,-28.45783
152.0443649,-30.35644036,12425,Lyndhurst (Armidale Regional - NSW),1,New South Wales,181.4023,152.04436,-30.35644
148.9931934,-33.68301446,12426,Lyndhurst (Blayney - NSW),1,New South Wales,61.9609,148.99319,-33.68301
153.442543,-28.87198035,12427,Lynwood (NSW),1,New South Wales,8.0443,153.44254,-28.87198
145.5255829,-34.90695261,12428,Mabins Well,1,New South Wales,413.737,145.52558,-34.90695
150.4425047,-31.80682719,12429,Macdonalds Creek,1,New South Wales,69.586,150.4425,-31.80683
152.9170001,-30.72164776,12430,Macksville,1,New South Wales,11.113,152.917,-30.72165
153.2147525,-29.44859112,12431,Maclean,1,New South Wales,9.7321,153.21475,-29.44859
151.4095637,-33.49479489,12432,Macmasters Beach,1,New South Wales,5.8789,151.40956,-33.49479
150.8930733,-33.99205548,12433,Macquarie Fields,1,New South Wales,7.0125,150.89307,-33.99206
151.6446113,-32.95111184,12434,Macquarie Hills,1,New South Wales,2.3438,151.64461,-32.95111
150.8726311,-33.98175042,12435,Macquarie Links,1,New South Wales,1.7723,150.87263,-33.98175
147.6305465,-30.69565521,12436,Macquarie Marshes,1,New South Wales,389.7384,147.63055,-30.69566
151.1270123,-33.78021235,12437,Macquarie Park,1,New South Wales,6.7633,151.12701,-33.78021
150.6613535,-34.56240322,12438,Macquarie Pass,1,New South Wales,9.8143,150.66135,-34.5624
150.945484,-34.25787314,12439,Maddens Plains,1,New South Wales,15.6331,150.94548,-34.25787
148.9728225,-36.54095969,12440,Maffra (NSW),1,New South Wales,76.4122,148.97282,-36.54096
151.53408,-33.30053609,12441,Magenta (NSW),1,New South Wales,6.4599,151.53408,-33.30054
148.6471316,-31.02237151,12442,Magometon,1,New South Wales,326.0916,148.64713,-31.02237
151.1285725,-34.080213,12443,Maianbar,1,New South Wales,0.2931,151.12857,-34.08021
148.1833437,-34.23371202,12444,Maimuru,1,New South Wales,57.5878,148.18334,-34.23371
153.4371341,-28.51400025,12445,Main Arm,1,New South Wales,25.7782,153.43713,-28.514
151.7965827,-32.30808212,12446,Main Creek,1,New South Wales,75.9456,151.79658,-32.30808
145.745562,-35.4819538,12447,Mairjimmy,1,New South Wales,96.9013,145.74556,-35.48195
151.0902653,-32.53780556,12448,Maison Dieu,1,New South Wales,31.0317,151.09027,-32.53781
151.549314,-32.73868324,12449,Maitland (NSW),1,New South Wales,5.4718,151.54931,-32.73868
149.4303859,-32.73493589,12450,Maitland Bar,1,New South Wales,21.9551,149.43039,-32.73494
151.5538639,-32.67526732,12451,Maitland Vale,1,New South Wales,11.3209,151.55386,-32.67527
149.7308105,-35.5826333,12452,Majors Creek (NSW),1,New South Wales,69.9361,149.73081,-35.58263
151.2536482,-33.96447205,12453,Malabar,1,New South Wales,3.5736,151.25365,-33.96447
150.6372027,-34.19855386,12454,Maldon (NSW),1,New South Wales,2.0827,150.6372,-34.19855
152.0136188,-32.73340458,12455,Mallabula,1,New South Wales,2.9731,152.01362,-32.7334
143.7613874,-35.10473046,12456,Mallan,1,New South Wales,321.4671,143.76139,-35.10473
152.7208258,-28.90667363,12457,Mallanganee,1,New South Wales,46.5598,152.72083,-28.90667
142.5327584,-34.23518221,12458,Mallee,1,New South Wales,1874.1982,142.53276,-34.23518
149.3741277,-29.64006801,12459,Mallowa,1,New South Wales,731.7394,149.37413,-29.64007
150.2542663,-35.69946708,12460,Maloneys Beach,1,New South Wales,5.1891,150.25427,-35.69947
150.2106301,-35.79059901,12461,Malua Bay,1,New South Wales,12.3828,150.21063,-35.7906
149.6782158,-35.2693016,12462,Manar,1,New South Wales,43.5983,149.67822,-35.2693
150.3959913,-34.60060531,12463,Manchester Square,1,New South Wales,8.4572,150.39599,-34.60061
148.4487298,-33.25712653,12464,Mandagery,1,New South Wales,208.3932,148.44873,-33.25713
151.4223537,-33.12876771,12465,Mandalong,1,New South Wales,52.2585,151.42235,-33.12877
150.2807094,-34.43892051,12466,Mandemar,1,New South Wales,15.7376,150.28071,-34.43892
148.973247,-33.65080688,12467,Mandurama,1,New South Wales,321.8279,148.97325,-33.65081
150.8724656,-34.43246087,12468,Mangerton,1,New South Wales,1.1025,150.87247,-34.43246
150.728828,-32.31824575,12469,Mangoola,1,New South Wales,47.2739,150.72883,-32.31825
147.2511325,-35.4012386,12470,Mangoplah,1,New South Wales,220.1946,147.25113,-35.40124
151.1257182,-33.35075532,12471,Mangrove Creek,1,New South Wales,19.1924,151.12572,-33.35076
151.1837294,-33.32151443,12472,Mangrove Mountain,1,New South Wales,76.8008,151.18373,-33.32151
148.6485034,-33.21251326,12473,Manildra,1,New South Wales,351.9842,148.6485,-33.21251
150.7349965,-30.7347971,12474,Manilla,1,New South Wales,70.6364,150.735,-30.7348
151.2912563,-33.80493032,12475,Manly (NSW),1,New South Wales,5.5668,151.29126,-33.80493
151.2664085,-33.78226679,12476,Manly Vale,1,New South Wales,1.9047,151.26641,-33.78227
151.5398452,-33.16648201,12477,Mannering Park,1,New South Wales,7.1289,151.53985,-33.16648
152.6704275,-31.88967882,12478,Manning Point,1,New South Wales,3.0002,152.67043,-31.88968
147.9463119,-35.83697741,12479,Mannus,1,New South Wales,97.8091,147.94631,-35.83698
150.6350996,-32.1807073,12480,Manobalai,1,New South Wales,147.5252,150.6351,-32.18071
149.0156539,-34.8496787,12481,Manton (NSW),1,New South Wales,71.2029,149.01565,-34.84968
150.5171189,-35.25458158,12482,Manyana,1,New South Wales,2.3802,150.51712,-35.25458
148.1911648,-35.91399007,12483,Maragle,1,New South Wales,274.1285,148.19116,-35.91399
150.9198585,-33.59226976,12484,Maraylya,1,New South Wales,20.4662,150.91986,-33.59227
150.892773,-33.74827646,12485,Marayong,1,New South Wales,2.7197,150.89277,-33.74828
149.0786346,-33.21184155,12486,March,1,New South Wales,13.4226,149.07863,-33.21184
148.9372388,-34.90279787,12487,Marchmont,1,New South Wales,53.2852,148.93724,-34.9028
151.4013701,-33.29374607,12488,Mardi,1,New South Wales,9.4956,151.40137,-33.29375
152.4164004,-30.14016847,12489,Marengo (NSW),1,New South Wales,250.2623,152.4164,-30.14017
151.8000688,-31.64114924,12490,Mares Run,1,New South Wales,56.3123,151.80007,-31.64115
147.6244345,-34.81081342,12491,Marinna,1,New South Wales,76.0426,147.62443,-34.81081
151.647672,-33.06099209,12492,Marks Point,1,New South Wales,1.2602,151.64767,-33.06099
152.1745501,-32.30629343,12493,Markwell,1,New South Wales,53.3167,152.17455,-32.30629
152.3173563,-31.76949906,12494,Marlee,1,New South Wales,61.2998,152.31736,-31.7695
152.6799701,-31.1895095,12495,Marlo Merrican,1,New South Wales,52.1575,152.67997,-31.18951
151.1682959,-33.46880813,12496,Marlow,1,New South Wales,1.1771,151.1683,-33.46881
149.8801361,-35.27063549,12497,Marlowe,1,New South Wales,48.3168,149.88014,-35.27064
151.614145,-32.98272377,12498,Marmong Point,1,New South Wales,0.8877,151.61415,-32.98272
153.3636505,-28.9175194,12499,Marom Creek,1,New South Wales,25.2299,153.36365,-28.91752
150.9824197,-33.46179061,12500,Maroota,1,New South Wales,57.1141,150.98242,-33.46179
151.2443303,-33.94402347,12501,Maroubra,1,New South Wales,5.9226,151.24433,-33.94402
150.1420681,-33.42723105,12502,Marrangaroo,1,New South Wales,70.3836,150.14207,-33.42723
147.3427309,-34.8334081,12503,Marrar,1,New South Wales,171.3213,147.34273,-34.83341
151.1556456,-33.91125441,12504,Marrickville,1,New South Wales,5.7713,151.15565,-33.91125
150.8217351,-33.69834607,12505,Marsden Park,1,New South Wales,23.3542,150.82174,-33.69835
151.1048449,-33.77577804,12506,Marsfield,1,New South Wales,3.8634,151.10484,-33.77578
150.7309207,-34.54262636,12507,Marshall Mount,1,New South Wales,11.1674,150.73092,-34.54263
151.8032915,-32.42229266,12508,Marshdale,1,New South Wales,22.5253,151.80329,-32.42229
147.8608732,-31.24841214,12509,Marthaguy,1,New South Wales,1113.2935,147.86087,-31.24841
150.646591,-32.59613654,12510,Martindale,1,New South Wales,434.7619,150.64659,-32.59614
151.6444926,-32.55530119,12511,Martins Creek,1,New South Wales,33.7408,151.64449,-32.5553
151.3918002,-33.05122958,12512,Martinsville,1,New South Wales,65.515,151.3918,-33.05123
149.9997273,-34.72950773,12513,Marulan,1,New South Wales,190.0419,149.99973,-34.72951
151.6627271,-32.8801898,12514,Maryland (Newcastle - NSW),1,New South Wales,4.5437,151.66273,-32.88019
152.0460804,-28.53923045,12515,Maryland (Tenterfield - NSW),1,New South Wales,128.5104,152.04608,-28.53923
150.0156694,-30.97865659,12516,Marys Mount,1,New South Wales,152.6307,150.01567,-30.97866
